PUMA,mgra,HHID
7314,5125,14784
7314,5125,17232
7314,5125,22666
7314,5125,29034
7314,5125,29246
7314,5125,29246
7314,5125,29553
7314,5125,29822
7314,5125,29822
7314,5125,30974
7314,5125,30974
7314,5125,30974
7314,5125,32280
7314,5125,32280
7314,5125,32280
7314,5125,32280
7314,5125,32624
7314,5125,32624
7314,5125,32624
7314,5125,32624
7314,5125,35816
7314,5125,35816
7314,5125,38134
7314,5125,39105
7314,5125,45554
7314,5125,46875
7314,5125,49135
7314,5125,49652
7314,5125,49933
7314,5125,49933
7314,5125,50007
7314,5125,50007
7314,5125,51247
7314,5166,336
7314,5166,2623
7314,5166,11750
7314,5166,11750
7314,5166,11750
7314,5166,11750
7314,5166,11750
7314,5166,11750
7314,5166,11750
7314,5166,12489
7314,5166,12489
7314,5166,12489
7314,5166,12489
7314,5166,12489
7314,5166,12489
7314,5166,14167
7314,5166,20229
7314,5166,20229
7314,5166,23232
7314,5166,23232
7314,5166,24513
7314,5166,24611
7314,5166,24611
7314,5166,24611
7314,5166,24611
7314,5166,24611
7314,5166,24611
7314,5166,24611
7314,5166,24611
7314,5166,28940
7314,5166,30974
7314,5166,30974
7314,5166,30974
7314,5166,33269
7314,5166,33269
7314,5166,35816
7314,5166,35816
7314,5166,35816
7314,5166,38124
7314,5166,38124
7314,5166,38134
7314,5166,38134
7314,5166,40738
7314,5166,40738
7314,5166,44492
7314,5166,44492
7314,5166,44492
7314,5166,44492
7314,5166,44787
7314,5166,44787
7314,5166,44787
7314,5166,48435
7314,5166,48435
7314,5166,49099
7314,5166,49099
7314,5179,13023
7314,5179,17719
7314,5179,25134
7314,5179,29406
7314,5179,30011
7314,5179,49135
7314,5179,49933
7314,5183,2382
7314,5183,5699
7314,5183,9662
7314,5183,9662
7314,5183,11585
7314,5183,13414
7314,5183,13414
7314,5183,13414
7314,5183,14483
7314,5183,14483
7314,5183,14483
7314,5183,16391
7314,5183,20229
7314,5183,22908
7314,5183,23031
7314,5183,23031
7314,5183,23031
7314,5183,26459
7314,5183,26459
7314,5183,26459
7314,5183,26459
7314,5183,26459
7314,5183,26459
7314,5183,27423
7314,5183,28940
7314,5183,28940
7314,5183,28940
7314,5183,28940
7314,5183,28940
7314,5183,28940
7314,5183,32624
7314,5183,32624
7314,5183,32624
7314,5183,32624
7314,5183,32624
7314,5183,32624
7314,5183,32624
7314,5183,32624
7314,5183,32624
7314,5183,32624
7314,5183,32669
7314,5183,33313
7314,5183,33313
7314,5183,33313
7314,5183,33999
7314,5183,35816
7314,5183,35816
7314,5183,35816
7314,5183,35816
7314,5183,35816
7314,5183,35816
7314,5183,35816
7314,5183,35816
7314,5183,35816
7314,5183,35826
7314,5183,35826
7314,5183,35826
7314,5183,37287
7314,5183,37287
7314,5183,37287
7314,5183,37287
7314,5183,37287
7314,5183,37287
7314,5183,38124
7314,5183,38124
7314,5183,38124
7314,5183,40127
7314,5183,40127
7314,5183,40127
7314,5183,41114
7314,5183,41114
7314,5183,41197
7314,5183,42847
7314,5183,42847
7314,5183,42847
7314,5183,42847
7314,5183,42847
7314,5183,49135
7314,5183,49135
7314,5183,49652
7314,5183,49652
7314,5183,49652
7314,5196,7184
7314,5196,9662
7314,5196,11585
7314,5196,12693
7314,5196,12693
7314,5196,13414
7314,5196,14167
7314,5196,14974
7314,5196,20428
7314,5196,24513
7314,5196,24513
7314,5196,27423
7314,5196,27423
7314,5196,35292
7314,5196,37287
7314,5196,37287
7314,5196,37957
7314,5196,38234
7314,5196,42350
7314,5196,42350
7314,5196,42518
7314,5196,42845
7314,5196,44787
7314,5196,44787
7314,5196,45412
7314,5197,5736
7314,5197,13005
7314,5197,13005
7314,5197,13005
7314,5197,13023
7314,5197,14391
7314,5197,14391
7314,5197,20336
7314,5197,20428
7314,5197,26459
7314,5197,26459
7314,5197,26459
7314,5197,30974
7314,5197,30974
7314,5197,32624
7314,5197,32624
7314,5197,32624
7314,5197,33999
7314,5197,33999
7314,5197,33999
7314,5197,35816
7314,5197,38134
7314,5197,42350
7314,5197,42350
7314,5197,42847
7314,5197,42847
7314,5197,44787
7314,5197,44787
7314,5205,1237
7314,5205,2378
7314,5205,2378
7314,5205,2382
7314,5205,5136
7314,5205,6999
7314,5205,9662
7314,5205,9662
7314,5205,9662
7314,5205,9662
7314,5205,9662
7314,5205,9662
7314,5205,11351
7314,5205,11585
7314,5205,12670
7314,5205,12693
7314,5205,13005
7314,5205,14156
7314,5205,14483
7314,5205,14483
7314,5205,14483
7314,5205,14581
7314,5205,14581
7314,5205,14581
7314,5205,15966
7314,5205,17094
7314,5205,17094
7314,5205,17094
7314,5205,20336
7314,5205,20336
7314,5205,20336
7314,5205,20336
7314,5205,20336
7314,5205,20336
7314,5205,22586
7314,5205,22666
7314,5205,22666
7314,5205,24513
7314,5205,26562
7314,5205,28185
7314,5205,29246
7314,5205,29246
7314,5205,29246
7314,5205,29406
7314,5205,29406
7314,5205,29406
7314,5205,29553
7314,5205,29553
7314,5205,29553
7314,5205,30974
7314,5205,32280
7314,5205,32280
7314,5205,32280
7314,5205,32280
7314,5205,32624
7314,5205,32624
7314,5205,32624
7314,5205,32624
7314,5205,32624
7314,5205,32624
7314,5205,32624
7314,5205,32624
7314,5205,32624
7314,5205,32624
7314,5205,32624
7314,5205,32624
7314,5205,32624
7314,5205,32624
7314,5205,32624
7314,5205,32624
7314,5205,32624
7314,5205,32624
7314,5205,32624
7314,5205,32624
7314,5205,33313
7314,5205,33999
7314,5205,38134
7314,5205,38134
7314,5205,38134
7314,5205,38134
7314,5205,38134
7314,5205,38134
7314,5205,38134
7314,5205,38134
7314,5205,38268
7314,5205,38268
7314,5205,38268
7314,5205,40127
7314,5205,40127
7314,5205,40127
7314,5205,40127
7314,5205,40127
7314,5205,40127
7314,5205,40127
7314,5205,40127
7314,5205,40127
7314,5205,40127
7314,5205,40127
7314,5205,40127
7314,5205,40127
7314,5205,40127
7314,5205,40127
7314,5205,40127
7314,5205,40127
7314,5205,40192
7314,5205,40192
7314,5205,41065
7314,5205,41065
7314,5205,41065
7314,5205,41065
7314,5205,41114
7314,5205,41114
7314,5205,41114
7314,5205,41114
7314,5205,42350
7314,5205,42350
7314,5205,42350
7314,5205,42350
7314,5205,42350
7314,5205,42350
7314,5205,42657
7314,5205,44173
7314,5205,45554
7314,5205,45554
7314,5205,45554
7314,5205,46326
7314,5205,46326
7314,5205,46326
7314,5205,46326
7314,5205,46326
7314,5205,46326
7314,5205,46326
7314,5205,46326
7314,5205,47241
7314,5205,49099
7314,5205,49099
7314,5205,49099
7314,5205,50007
7314,5205,50007
7314,5205,50007
7314,5205,51247
7314,5205,51247
7314,5205,51247
7314,5209,5736
7314,5209,8090
7314,5209,13374
7314,5209,13374
7314,5209,13374
7314,5209,17782
7314,5209,17782
7314,5209,19042
7314,5209,19042
7314,5209,19042
7314,5209,19377
7314,5209,20229
7314,5209,20229
7314,5209,24513
7314,5209,26562
7314,5209,27423
7314,5209,27423
7314,5209,29406
7314,5209,32280
7314,5209,33269
7314,5209,33269
7314,5209,33269
7314,5209,33313
7314,5209,33488
7314,5209,33658
7314,5209,35826
7314,5209,37287
7314,5209,37866
7314,5209,38124
7314,5209,38124
7314,5209,38124
7314,5209,40127
7314,5209,41114
7314,5209,42350
7314,5209,42350
7314,5209,42350
7314,5209,42657
7314,5209,44492
7314,5211,336
7314,5211,9662
7314,5211,9662
7314,5211,9662
7314,5211,9662
7314,5211,9945
7314,5211,11351
7314,5211,11351
7314,5211,11351
7314,5211,11351
7314,5211,11351
7314,5211,11351
7314,5211,11351
7314,5211,11351
7314,5211,11351
7314,5211,11351
7314,5211,11351
7314,5211,11351
7314,5211,11351
7314,5211,11351
7314,5211,11351
7314,5211,11351
7314,5211,11351
7314,5211,11351
7314,5211,11351
7314,5211,11427
7314,5211,11427
7314,5211,11427
7314,5211,11427
7314,5211,11427
7314,5211,11427
7314,5211,11427
7314,5211,11427
7314,5211,11427
7314,5211,11427
7314,5211,11427
7314,5211,11427
7314,5211,11427
7314,5211,11427
7314,5211,11427
7314,5211,11427
7314,5211,11427
7314,5211,11427
7314,5211,11427
7314,5211,11427
7314,5211,11427
7314,5211,11585
7314,5211,11585
7314,5211,11585
7314,5211,11585
7314,5211,11585
7314,5211,11585
7314,5211,11585
7314,5211,11585
7314,5211,11585
7314,5211,11585
7314,5211,11585
7314,5211,11585
7314,5211,11585
7314,5211,11585
7314,5211,11585
7314,5211,11585
7314,5211,11585
7314,5211,11585
7314,5211,11585
7314,5211,12693
7314,5211,12693
7314,5211,12693
7314,5211,12693
7314,5211,12693
7314,5211,12693
7314,5211,12693
7314,5211,12693
7314,5211,12693
7314,5211,12693
7314,5211,12693
7314,5211,12693
7314,5211,12693
7314,5211,12693
7314,5211,12693
7314,5211,12693
7314,5211,12693
7314,5211,12693
7314,5211,12693
7314,5211,12693
7314,5211,12693
7314,5211,12693
7314,5211,12693
7314,5211,12693
7314,5211,12693
7314,5211,12693
7314,5211,12693
7314,5211,12693
7314,5211,12693
7314,5211,12693
7314,5211,12693
7314,5211,12693
7314,5211,12693
7314,5211,12693
7314,5211,13005
7314,5211,13005
7314,5211,13005
7314,5211,13005
7314,5211,13005
7314,5211,13005
7314,5211,13005
7314,5211,13005
7314,5211,13005
7314,5211,13005
7314,5211,13005
7314,5211,13005
7314,5211,13005
7314,5211,13005
7314,5211,13005
7314,5211,13005
7314,5211,13005
7314,5211,13005
7314,5211,13005
7314,5211,13005
7314,5211,13414
7314,5211,13414
7314,5211,13414
7314,5211,13414
7314,5211,13414
7314,5211,13414
7314,5211,13414
7314,5211,13414
7314,5211,14483
7314,5211,14483
7314,5211,14483
7314,5211,15442
7314,5211,16491
7314,5211,16491
7314,5211,17094
7314,5211,17094
7314,5211,17094
7314,5211,17094
7314,5211,17094
7314,5211,20729
7314,5211,20729
7314,5211,20729
7314,5211,20729
7314,5211,20729
7314,5211,20729
7314,5211,20729
7314,5211,20729
7314,5211,20729
7314,5211,20729
7314,5211,20729
7314,5211,20729
7314,5211,20729
7314,5211,20729
7314,5211,20729
7314,5211,20729
7314,5211,20729
7314,5211,20729
7314,5211,20729
7314,5211,20729
7314,5211,20729
7314,5211,20729
7314,5211,20729
7314,5211,20729
7314,5211,20729
7314,5211,20729
7314,5211,20729
7314,5211,20729
7314,5211,21732
7314,5211,26556
7314,5211,26562
7314,5211,26562
7314,5211,28151
7314,5211,28940
7314,5211,28940
7314,5211,28940
7314,5211,28940
7314,5211,28940
7314,5211,28940
7314,5211,28940
7314,5211,28940
7314,5211,28940
7314,5211,28940
7314,5211,28940
7314,5211,28940
7314,5211,30078
7314,5211,30078
7314,5211,30954
7314,5211,30954
7314,5211,30954
7314,5211,30954
7314,5211,30954
7314,5211,30954
7314,5211,30954
7314,5211,30954
7314,5211,30954
7314,5211,30954
7314,5211,30954
7314,5211,30954
7314,5211,30954
7314,5211,30954
7314,5211,30954
7314,5211,30954
7314,5211,32624
7314,5211,32624
7314,5211,32624
7314,5211,32624
7314,5211,32624
7314,5211,32624
7314,5211,32624
7314,5211,32624
7314,5211,32624
7314,5211,32624
7314,5211,32624
7314,5211,32624
7314,5211,32624
7314,5211,32624
7314,5211,32624
7314,5211,32624
7314,5211,32624
7314,5211,32624
7314,5211,32624
7314,5211,32624
7314,5211,32624
7314,5211,32624
7314,5211,32624
7314,5211,32624
7314,5211,32624
7314,5211,32624
7314,5211,32624
7314,5211,32624
7314,5211,32624
7314,5211,32624
7314,5211,32624
7314,5211,32624
7314,5211,32624
7314,5211,32624
7314,5211,32624
7314,5211,32624
7314,5211,32624
7314,5211,32624
7314,5211,32624
7314,5211,32624
7314,5211,32624
7314,5211,32624
7314,5211,32624
7314,5211,32624
7314,5211,32624
7314,5211,32624
7314,5211,32624
7314,5211,33999
7314,5211,33999
7314,5211,33999
7314,5211,34647
7314,5211,34647
7314,5211,34647
7314,5211,34647
7314,5211,34647
7314,5211,34647
7314,5211,34647
7314,5211,34647
7314,5211,34647
7314,5211,34647
7314,5211,34647
7314,5211,34647
7314,5211,34647
7314,5211,38134
7314,5211,38134
7314,5211,38134
7314,5211,38134
7314,5211,38134
7314,5211,38134
7314,5211,38134
7314,5211,38134
7314,5211,38178
7314,5211,40127
7314,5211,40127
7314,5211,40127
7314,5211,40127
7314,5211,40127
7314,5211,40127
7314,5211,40127
7314,5211,40127
7314,5211,40127
7314,5211,40127
7314,5211,40127
7314,5211,40127
7314,5211,40127
7314,5211,41065
7314,5211,41065
7314,5211,41114
7314,5211,44377
7314,5211,44721
7314,5211,45554
7314,5211,45554
7314,5211,45554
7314,5211,45554
7314,5211,45554
7314,5211,45554
7314,5211,45554
7314,5211,45554
7314,5211,45554
7314,5211,46326
7314,5211,46326
7314,5211,46326
7314,5211,46326
7314,5211,46326
7314,5211,46326
7314,5211,46326
7314,5211,46326
7314,5211,46326
7314,5211,46326
7314,5211,46326
7314,5211,46326
7314,5211,46326
7314,5211,47119
7314,5211,47119
7314,5211,47119
7314,5211,47119
7314,5211,47119
7314,5211,47119
7314,5211,47811
7314,5211,47811
7314,5211,47811
7314,5211,47811
7314,5211,49099
7314,5211,49099
7314,5211,49099
7314,5211,49099
7314,5211,49099
7314,5211,49099
7314,5211,49099
7314,5211,49099
7314,5211,49099
7314,5211,49099
7314,5211,49099
7314,5211,49099
7314,5211,49099
7314,5211,49099
7314,5211,49099
7314,5211,49099
7314,5211,49099
7314,5211,49099
7314,5211,49099
7314,5211,49099
7314,5211,49099
7314,5211,49099
7314,5211,49099
7314,5211,49099
7314,5211,49099
7314,5211,49099
7314,5211,49099
7314,5211,49099
7314,5211,49135
7314,5211,49135
7314,5211,49135
7314,5211,50007
7314,5211,50007
7314,5211,50007
7314,5211,50007
7314,5211,50007
7314,5211,51247
7314,5231,2114
7314,5231,2114
7314,5231,2114
7314,5231,3055
7314,5231,3055
7314,5231,5699
7314,5231,5736
7314,5231,5736
7314,5231,5736
7314,5231,13005
7314,5231,14483
7314,5231,23031
7314,5231,23580
7314,5231,24676
7314,5231,26086
7314,5231,26459
7314,5231,26562
7314,5231,29553
7314,5231,29553
7314,5231,30954
7314,5231,30974
7314,5231,30974
7314,5231,32624
7314,5231,32624
7314,5231,32624
7314,5231,32624
7314,5231,33999
7314,5231,37981
7314,5231,42350
7314,5231,42350
7314,5231,42847
7314,5231,42847
7314,5231,42847
7314,5231,44492
7314,5231,49135
7314,5231,49519
7314,5231,51799
7314,5300,2623
7314,5300,2623
7314,5300,2623
7314,5300,2623
7314,5300,2623
7314,5300,9662
7314,5300,9662
7314,5300,9662
7314,5300,11585
7314,5300,13005
7314,5300,13005
7314,5300,13005
7314,5300,13414
7314,5300,13414
7314,5300,14245
7314,5300,14483
7314,5300,14483
7314,5300,14483
7314,5300,14581
7314,5300,15252
7314,5300,16391
7314,5300,17782
7314,5300,19377
7314,5300,19377
7314,5300,19589
7314,5300,19589
7314,5300,28940
7314,5300,29406
7314,5300,32280
7314,5300,32280
7314,5300,32280
7314,5300,32624
7314,5300,32624
7314,5300,32624
7314,5300,32624
7314,5300,32624
7314,5300,32624
7314,5300,32624
7314,5300,32624
7314,5300,32624
7314,5300,32624
7314,5300,33313
7314,5300,35816
7314,5300,35816
7314,5300,35816
7314,5300,35816
7314,5300,35816
7314,5300,35816
7314,5300,37287
7314,5300,37287
7314,5300,37287
7314,5300,37287
7314,5300,38136
7314,5300,38268
7314,5300,40127
7314,5300,40127
7314,5300,42350
7314,5300,42350
7314,5300,42657
7314,5300,42657
7314,5300,42845
7314,5300,45554
7314,5300,45554
7314,5300,45554
7314,5300,48733
7314,5300,49135
7314,5300,49652
7314,5300,49933
7314,5336,2988
7314,5336,2988
7314,5336,2988
7314,5336,2988
7314,5336,2988
7314,5336,5136
7314,5336,6693
7314,5336,9945
7314,5336,11351
7314,5336,12693
7314,5336,12693
7314,5336,12693
7314,5336,14391
7314,5336,14391
7314,5336,16491
7314,5336,21323
7314,5336,21748
7314,5336,21748
7314,5336,28919
7314,5336,28940
7314,5336,28940
7314,5336,28940
7314,5336,29553
7314,5336,29553
7314,5336,29553
7314,5336,29553
7314,5336,29822
7314,5336,30078
7314,5336,31099
7314,5336,32624
7314,5336,32624
7314,5336,32624
7314,5336,32624
7314,5336,32624
7314,5336,32624
7314,5336,32624
7314,5336,32624
7314,5336,33950
7314,5336,35816
7314,5336,36887
7314,5336,36887
7314,5336,36887
7314,5336,36887
7314,5336,36887
7314,5336,37287
7314,5336,37287
7314,5336,37866
7314,5336,38134
7314,5336,38134
7314,5336,38134
7314,5336,40127
7314,5336,40127
7314,5336,40127
7314,5336,40127
7314,5336,40127
7314,5336,41114
7314,5336,41114
7314,5336,42226
7314,5336,46326
7314,5336,51116
7314,5336,51116
7314,5336,51247
7314,5336,51247
7314,5336,51247
7314,5362,2378
7314,5362,2378
7314,5362,2378
7314,5362,2378
7314,5362,2378
7314,5362,2426
7314,5362,2623
7314,5362,2623
7314,5362,5136
7314,5362,5319
7314,5362,6693
7314,5362,6693
7314,5362,7476
7314,5362,7723
7314,5362,9825
7314,5362,11585
7314,5362,11585
7314,5362,11585
7314,5362,11585
7314,5362,11585
7314,5362,11585
7314,5362,11585
7314,5362,12693
7314,5362,12693
7314,5362,13005
7314,5362,13005
7314,5362,13005
7314,5362,13250
7314,5362,13250
7314,5362,13250
7314,5362,13250
7314,5362,13250
7314,5362,13250
7314,5362,13250
7314,5362,13250
7314,5362,13793
7314,5362,13960
7314,5362,13960
7314,5362,14156
7314,5362,15442
7314,5362,16125
7314,5362,16491
7314,5362,16491
7314,5362,16491
7314,5362,16491
7314,5362,18369
7314,5362,21323
7314,5362,21732
7314,5362,21732
7314,5362,22666
7314,5362,22666
7314,5362,22666
7314,5362,22666
7314,5362,22666
7314,5362,22666
7314,5362,22666
7314,5362,22666
7314,5362,22785
7314,5362,28940
7314,5362,28940
7314,5362,28940
7314,5362,29553
7314,5362,29822
7314,5362,30974
7314,5362,30974
7314,5362,30974
7314,5362,30974
7314,5362,31099
7314,5362,31099
7314,5362,31099
7314,5362,32624
7314,5362,32624
7314,5362,32624
7314,5362,32624
7314,5362,32624
7314,5362,32624
7314,5362,32624
7314,5362,32624
7314,5362,32624
7314,5362,32624
7314,5362,32624
7314,5362,32624
7314,5362,32624
7314,5362,32624
7314,5362,32624
7314,5362,32624
7314,5362,32624
7314,5362,33313
7314,5362,36256
7314,5362,36887
7314,5362,37181
7314,5362,37287
7314,5362,37287
7314,5362,37287
7314,5362,37287
7314,5362,37287
7314,5362,38134
7314,5362,38268
7314,5362,38635
7314,5362,38635
7314,5362,38635
7314,5362,38635
7314,5362,39520
7314,5362,39520
7314,5362,39520
7314,5362,39520
7314,5362,39520
7314,5362,39520
7314,5362,41065
7314,5362,41065
7314,5362,43326
7314,5362,44127
7314,5362,44127
7314,5362,45280
7314,5362,45554
7314,5362,45554
7314,5362,45554
7314,5362,45554
7314,5362,45554
7314,5362,46326
7314,5362,46326
7314,5362,49227
7314,5362,51839
7314,5365,3055
7314,5365,3055
7314,5365,3055
7314,5365,6693
7314,5365,9662
7314,5365,11351
7314,5365,11351
7314,5365,11351
7314,5365,11427
7314,5365,11585
7314,5365,11585
7314,5365,13250
7314,5365,14483
7314,5365,14483
7314,5365,17094
7314,5365,20729
7314,5365,20729
7314,5365,20729
7314,5365,22666
7314,5365,22666
7314,5365,22666
7314,5365,22666
7314,5365,22666
7314,5365,24676
7314,5365,24676
7314,5365,29553
7314,5365,29553
7314,5365,30974
7314,5365,30974
7314,5365,30974
7314,5365,30974
7314,5365,30974
7314,5365,33269
7314,5365,34890
7314,5365,40127
7314,5365,40738
7314,5365,41197
7314,5365,41197
7314,5365,42847
7314,5365,49135
7314,5365,49135
7314,5380,706
7314,5380,12489
7314,5380,12489
7314,5380,12736
7314,5380,14974
7314,5380,18520
7314,5380,20336
7314,5380,30974
7314,5380,31867
7314,5380,35147
7314,5380,36445
7314,5380,36445
7314,5380,37957
7314,5380,37957
7314,5380,38134
7314,5380,38134
7314,5380,38134
7314,5380,38635
7314,5380,38635
7314,5380,42350
7314,5380,46316
7314,5380,51247
7314,5388,336
7314,5388,336
7314,5388,336
7314,5388,336
7314,5388,336
7314,5388,2114
7314,5388,2114
7314,5388,2114
7314,5388,2114
7314,5388,2114
7314,5388,2378
7314,5388,2378
7314,5388,2382
7314,5388,2426
7314,5388,2426
7314,5388,2623
7314,5388,2988
7314,5388,5136
7314,5388,5699
7314,5388,7476
7314,5388,9662
7314,5388,9662
7314,5388,9662
7314,5388,9662
7314,5388,9825
7314,5388,11351
7314,5388,12410
7314,5388,12489
7314,5388,12489
7314,5388,12489
7314,5388,12489
7314,5388,12489
7314,5388,12693
7314,5388,12693
7314,5388,12693
7314,5388,12693
7314,5388,12693
7314,5388,13793
7314,5388,13793
7314,5388,13793
7314,5388,13793
7314,5388,13793
7314,5388,13960
7314,5388,15966
7314,5388,16391
7314,5388,17782
7314,5388,17782
7314,5388,18369
7314,5388,18369
7314,5388,18369
7314,5388,18369
7314,5388,19116
7314,5388,20336
7314,5388,20336
7314,5388,20729
7314,5388,20729
7314,5388,22586
7314,5388,24611
7314,5388,24611
7314,5388,24611
7314,5388,29246
7314,5388,29246
7314,5388,29553
7314,5388,29553
7314,5388,33269
7314,5388,35147
7314,5388,35816
7314,5388,35816
7314,5388,35816
7314,5388,35816
7314,5388,35816
7314,5388,35816
7314,5388,35816
7314,5388,35826
7314,5388,37181
7314,5388,37287
7314,5388,37287
7314,5388,37287
7314,5388,38134
7314,5388,38134
7314,5388,38134
7314,5388,38134
7314,5388,38134
7314,5388,38268
7314,5388,38268
7314,5388,38268
7314,5388,38268
7314,5388,39115
7314,5388,42226
7314,5388,42845
7314,5388,42845
7314,5388,42845
7314,5388,42845
7314,5388,42845
7314,5388,45554
7314,5388,45554
7314,5388,45554
7314,5388,45554
7314,5388,45554
7314,5388,49227
7314,5394,3055
7314,5394,5736
7314,5394,5736
7314,5394,13374
7314,5394,17232
7314,5394,18520
7314,5394,23031
7314,5394,24611
7314,5394,25134
7314,5394,35292
7314,5394,37071
7314,5394,37071
7314,5394,38635
7314,5394,38635
7314,5394,40394
7314,5396,336
7314,5396,336
7314,5396,2114
7314,5396,2114
7314,5396,2988
7314,5396,3055
7314,5396,3055
7314,5396,3055
7314,5396,4660
7314,5396,5136
7314,5396,11585
7314,5396,11585
7314,5396,12041
7314,5396,14483
7314,5396,14581
7314,5396,17782
7314,5396,22666
7314,5396,27423
7314,5396,29246
7314,5396,29406
7314,5396,29406
7314,5396,29406
7314,5396,30974
7314,5396,32624
7314,5396,32624
7314,5396,32624
7314,5396,32624
7314,5396,32624
7314,5396,32624
7314,5396,32624
7314,5396,32624
7314,5396,32624
7314,5396,35147
7314,5396,35816
7314,5396,35826
7314,5396,37181
7314,5396,37287
7314,5396,37287
7314,5396,37287
7314,5396,37287
7314,5396,38635
7314,5396,39520
7314,5396,39520
7314,5396,39520
7314,5396,41114
7314,5396,41278
7314,5396,42657
7314,5396,43326
7314,5396,46875
7314,5396,48338
7314,5396,48756
7314,5430,1237
7314,5430,2378
7314,5430,2378
7314,5430,2378
7314,5430,2378
7314,5430,2378
7314,5430,2378
7314,5430,2378
7314,5430,2378
7314,5430,2378
7314,5430,2378
7314,5430,2378
7314,5430,2378
7314,5430,2378
7314,5430,2378
7314,5430,2378
7314,5430,2378
7314,5430,2378
7314,5430,2378
7314,5430,2378
7314,5430,2378
7314,5430,2378
7314,5430,2378
7314,5430,2378
7314,5430,2378
7314,5430,2378
7314,5430,2378
7314,5430,2378
7314,5430,2378
7314,5430,2378
7314,5430,2378
7314,5430,2378
7314,5430,2378
7314,5430,2378
7314,5430,2382
7314,5430,2382
7314,5430,2382
7314,5430,2426
7314,5430,2426
7314,5430,2426
7314,5430,2623
7314,5430,2623
7314,5430,2623
7314,5430,2623
7314,5430,2623
7314,5430,2623
7314,5430,2623
7314,5430,3055
7314,5430,3055
7314,5430,3055
7314,5430,3055
7314,5430,3055
7314,5430,3055
7314,5430,5136
7314,5430,5136
7314,5430,5136
7314,5430,6693
7314,5430,6999
7314,5430,9662
7314,5430,9662
7314,5430,9662
7314,5430,9662
7314,5430,9662
7314,5430,9662
7314,5430,9662
7314,5430,9945
7314,5430,9945
7314,5430,9945
7314,5430,9945
7314,5430,11585
7314,5430,11585
7314,5430,11585
7314,5430,11585
7314,5430,11585
7314,5430,11585
7314,5430,11585
7314,5430,11585
7314,5430,11585
7314,5430,11585
7314,5430,11585
7314,5430,11585
7314,5430,12410
7314,5430,12670
7314,5430,13005
7314,5430,13005
7314,5430,13399
7314,5430,13399
7314,5430,13399
7314,5430,13399
7314,5430,13399
7314,5430,13399
7314,5430,14483
7314,5430,14483
7314,5430,14483
7314,5430,14483
7314,5430,14483
7314,5430,14483
7314,5430,14581
7314,5430,14581
7314,5430,14581
7314,5430,15442
7314,5430,16491
7314,5430,17094
7314,5430,17094
7314,5430,17094
7314,5430,17094
7314,5430,17094
7314,5430,17094
7314,5430,19377
7314,5430,19377
7314,5430,21732
7314,5430,26556
7314,5430,26562
7314,5430,28151
7314,5430,28151
7314,5430,29406
7314,5430,29406
7314,5430,29822
7314,5430,29822
7314,5430,29822
7314,5430,29822
7314,5430,29822
7314,5430,29822
7314,5430,29822
7314,5430,29822
7314,5430,29822
7314,5430,30078
7314,5430,30078
7314,5430,30974
7314,5430,30974
7314,5430,30974
7314,5430,30974
7314,5430,30974
7314,5430,30974
7314,5430,30974
7314,5430,30974
7314,5430,30974
7314,5430,30974
7314,5430,30974
7314,5430,31867
7314,5430,32280
7314,5430,32624
7314,5430,32624
7314,5430,32624
7314,5430,32624
7314,5430,32624
7314,5430,32624
7314,5430,32624
7314,5430,32624
7314,5430,32624
7314,5430,32624
7314,5430,32624
7314,5430,32624
7314,5430,32624
7314,5430,32624
7314,5430,32624
7314,5430,32624
7314,5430,32624
7314,5430,32624
7314,5430,32624
7314,5430,32624
7314,5430,32624
7314,5430,32624
7314,5430,32624
7314,5430,32624
7314,5430,32624
7314,5430,32624
7314,5430,32624
7314,5430,32624
7314,5430,32624
7314,5430,32624
7314,5430,32624
7314,5430,33950
7314,5430,33950
7314,5430,34909
7314,5430,35147
7314,5430,35147
7314,5430,35147
7314,5430,35147
7314,5430,35147
7314,5430,35147
7314,5430,36887
7314,5430,36887
7314,5430,36887
7314,5430,36887
7314,5430,36887
7314,5430,36887
7314,5430,36887
7314,5430,38134
7314,5430,38134
7314,5430,38134
7314,5430,38134
7314,5430,38134
7314,5430,38134
7314,5430,38134
7314,5430,38178
7314,5430,38178
7314,5430,39015
7314,5430,39015
7314,5430,39115
7314,5430,39115
7314,5430,39115
7314,5430,39115
7314,5430,39115
7314,5430,39520
7314,5430,39520
7314,5430,39520
7314,5430,39520
7314,5430,39520
7314,5430,39520
7314,5430,39520
7314,5430,39520
7314,5430,39520
7314,5430,39520
7314,5430,39520
7314,5430,39520
7314,5430,39520
7314,5430,39520
7314,5430,39520
7314,5430,39520
7314,5430,39520
7314,5430,39520
7314,5430,39520
7314,5430,39520
7314,5430,39520
7314,5430,40192
7314,5430,40192
7314,5430,40192
7314,5430,40918
7314,5430,41065
7314,5430,41065
7314,5430,42226
7314,5430,44127
7314,5430,44127
7314,5430,46326
7314,5430,46326
7314,5430,47119
7314,5430,47119
7314,5430,47119
7314,5430,47119
7314,5430,47119
7314,5430,47119
7314,5430,47119
7314,5430,47119
7314,5430,47119
7314,5430,47241
7314,5430,47811
7314,5430,47811
7314,5430,47811
7314,5430,47811
7314,5430,47811
7314,5430,47811
7314,5430,49135
7314,5430,49135
7314,5430,49135
7314,5430,49135
7314,5430,49135
7314,5430,49135
7314,5430,49135
7314,5430,50007
7314,5430,50007
7314,5430,50007
7314,5430,50007
