HHID,PUMA,NP,HHADJINC,ADJINC,WGTP,HHT,child_present,WIF,HUPAC,VEH,numWorkers,BLD
1272,7317,2,155195.69999999998,1117630,12,1.0,0,2.0,4.0,4.0,2.0,2.0
1273,7314,2,66073.95,1117630,13,1.0,0,1.0,4.0,3.0,1.0,6.0
1274,7317,3,15185.699999999999,1117630,21,1.0,1,1.0,2.0,1.0,1.0,7.0
1275,7316,1,124932.0,1117630,15,6.0,0,,4.0,1.0,1.0,2.0
1276,7302,2,170166.0,1117630,18,1.0,0,1.0,4.0,1.0,1.0,2.0
1277,7304,6,147441.3,1117630,18,3.0,1,3.0,3.0,4.0,2.0,2.0
1278,7307,2,529884.0,1117630,2,1.0,0,2.0,4.0,4.0,2.0,2.0
1279,7313,4,64620.0,1117630,26,1.0,1,2.0,1.0,2.0,2.0,2.0
1280,7316,1,91545.0,1117630,21,4.0,0,,4.0,1.0,1.0,5.0
1281,7311,4,64620.0,1117630,19,1.0,1,1.0,2.0,3.0,0.0,2.0
1282,7308,2,326331.0,1117630,13,1.0,0,2.0,4.0,3.0,2.0,2.0
1283,7318,1,43080.0,1117630,29,6.0,0,,4.0,2.0,1.0,2.0
1284,7310,1,6494.3099999999995,1117630,13,6.0,0,,4.0,1.0,1.0,8.0
1285,7308,3,215184.6,1117630,22,3.0,0,2.0,4.0,2.0,2.0,3.0
1286,7310,2,263865.0,1117630,11,7.0,0,,4.0,3.0,2.0,7.0
1287,7320,1,17232.0,1117630,14,6.0,0,,4.0,1.0,0.0,2.0
1288,7314,1,104469.0,1117630,29,6.0,0,,4.0,2.0,1.0,9.0
1289,7313,5,158534.4,1117630,7,1.0,1,2.0,3.0,4.0,2.0,2.0
1290,7321,1,9693.0,1117630,31,6.0,0,,4.0,0.0,0.0,1.0
1291,7307,3,112858.83,1117630,83,1.0,0,3.0,4.0,3.0,3.0,7.0
1292,7313,5,126870.59999999999,1117630,20,1.0,1,2.0,3.0,2.0,2.0,2.0
1293,7307,6,94776.0,1117630,21,5.0,1,,2.0,1.0,2.0,2.0
1294,7301,4,172.32,1117630,17,1.0,1,2.0,2.0,3.0,2.0,2.0
1295,7321,1,75390.0,1117630,12,4.0,0,,4.0,1.0,1.0,9.0
1296,7308,3,107700.0,1117630,21,1.0,1,1.0,2.0,2.0,1.0,3.0
1297,7315,1,16908.899999999998,1117630,14,6.0,0,,4.0,1.0,0.0,2.0
1298,7319,4,183090.0,1117630,24,1.0,1,2.0,2.0,3.0,2.0,2.0
1299,7311,5,285405.0,1117630,8,1.0,1,2.0,2.0,2.0,2.0,2.0
1300,7316,2,64620.0,1117630,14,5.0,0,,4.0,2.0,1.0,5.0
1301,7303,2,37048.799999999996,1117630,6,1.0,0,0.0,4.0,3.0,0.0,2.0
1302,7314,2,89929.5,1117630,17,1.0,0,0.0,4.0,2.0,0.0,2.0
1303,7309,2,140010.0,1117630,20,1.0,0,2.0,4.0,2.0,2.0,2.0
1304,7307,4,136779.0,1117630,7,1.0,0,2.0,4.0,6.0,2.0,2.0
1305,7310,1,115239.0,1117630,20,4.0,0,,4.0,1.0,1.0,2.0
1306,7313,2,29079.0,1117630,7,1.0,0,1.0,4.0,2.0,1.0,1.0
1307,7320,1,64620.0,1117630,24,4.0,0,,4.0,1.0,1.0,6.0
1308,7320,3,96930.0,1117630,36,1.0,1,2.0,1.0,2.0,2.0,5.0
1309,7322,4,145395.0,1117630,7,1.0,1,2.0,1.0,2.0,2.0,2.0
1310,7322,3,65266.2,1117630,11,3.0,0,3.0,4.0,1.0,2.0,9.0
1311,7307,2,81852.0,1117630,18,1.0,0,1.0,4.0,2.0,0.0,1.0
1312,7309,4,141087.0,1117630,12,1.0,1,1.0,1.0,1.0,1.0,2.0
1313,7311,3,110177.09999999999,1117630,25,1.0,1,2.0,2.0,1.0,2.0,2.0
1314,7317,6,9154.5,1117630,53,1.0,1,2.0,3.0,1.0,2.0,9.0
1315,7317,3,168227.4,1117630,12,1.0,1,1.0,1.0,2.0,1.0,2.0
1316,7313,4,160257.6,1117630,7,1.0,1,2.0,2.0,4.0,2.0,2.0
1317,7312,2,212922.9,1117630,12,1.0,0,2.0,4.0,4.0,2.0,2.0
1318,7304,1,20139.899999999998,1117630,18,4.0,0,,4.0,2.0,0.0,2.0
1319,7315,1,32310.0,1117630,12,6.0,0,,4.0,1.0,0.0,2.0
1320,7302,1,19601.399999999998,1117630,8,6.0,0,,4.0,1.0,0.0,1.0
1321,7304,1,40926.0,1117630,8,4.0,0,,4.0,1.0,1.0,7.0
1322,7306,2,82142.79,1117630,9,1.0,0,1.0,4.0,3.0,1.0,2.0
1323,7321,2,43080.0,1117630,14,3.0,0,2.0,4.0,2.0,2.0,6.0
1324,7314,1,281097.0,1117630,14,4.0,0,,4.0,2.0,1.0,2.0
1325,7313,4,204630.0,1117630,23,1.0,1,2.0,2.0,2.0,2.0,2.0
1326,7311,4,203553.0,1117630,21,1.0,1,1.0,2.0,2.0,1.0,2.0
1327,7316,1,48465.0,1117630,19,4.0,0,,4.0,1.0,0.0,8.0
1328,7302,1,19386.0,1117630,2,4.0,0,,4.0,1.0,1.0,1.0
1329,7322,8,109423.2,1117630,12,3.0,1,2.0,3.0,5.0,2.0,8.0
1330,7314,4,25848.0,1117630,55,2.0,1,1.0,3.0,1.0,1.0,6.0
1331,7310,2,122778.0,1117630,42,1.0,0,1.0,4.0,1.0,1.0,6.0
1332,7307,2,93483.59999999999,1117630,42,7.0,0,,4.0,3.0,2.0,2.0
1333,7319,7,266665.2,1117630,22,1.0,1,2.0,2.0,4.0,2.0,2.0
1334,7303,2,34894.799999999996,1117630,12,1.0,0,0.0,4.0,2.0,0.0,1.0
1335,7309,2,579426.0,1117630,22,1.0,0,2.0,4.0,2.0,2.0,3.0
1336,7319,6,237909.3,1117630,9,3.0,1,3.0,2.0,4.0,3.0,2.0
1337,7309,2,25094.1,1117630,13,7.0,0,,4.0,2.0,0.0,2.0
1338,7303,2,225308.4,1117630,11,1.0,0,2.0,4.0,2.0,2.0,3.0
1339,7305,1,76467.0,1117630,26,6.0,0,,4.0,1.0,1.0,6.0
1340,7304,2,19924.5,1117630,62,1.0,0,0.0,4.0,1.0,0.0,1.0
1341,7318,3,93591.3,1117630,11,1.0,1,2.0,1.0,2.0,2.0,2.0
1342,7309,3,72159.0,1117630,17,1.0,1,1.0,1.0,1.0,1.0,6.0
1343,7304,2,105115.2,1117630,30,1.0,0,1.0,4.0,2.0,1.0,10.0
1344,7312,4,155088.0,1117630,12,1.0,1,2.0,2.0,2.0,2.0,3.0
1345,7316,2,161550.0,1117630,11,1.0,0,1.0,4.0,1.0,1.0,6.0
1346,7308,2,27463.5,1117630,19,1.0,0,0.0,4.0,1.0,0.0,7.0
1347,7309,1,37910.4,1117630,14,6.0,0,,4.0,1.0,1.0,3.0
1348,7322,3,19062.899999999998,1117630,7,1.0,0,0.0,4.0,2.0,0.0,2.0
1349,7305,1,64620.0,1117630,18,6.0,0,,4.0,1.0,1.0,1.0
1350,7309,3,161550.0,1117630,22,3.0,1,1.0,2.0,1.0,1.0,3.0
1351,7302,2,21540.0,1117630,17,7.0,0,,4.0,1.0,2.0,2.0
1352,7314,3,212169.0,1117630,14,3.0,1,1.0,2.0,2.0,1.0,2.0
1353,7309,2,522345.0,1117630,23,1.0,0,1.0,4.0,6.0,1.0,2.0
1354,7318,3,233709.0,1117630,13,1.0,1,2.0,2.0,5.0,1.0,2.0
1355,7304,1,0.0,1117630,27,4.0,0,,4.0,1.0,0.0,2.0
1356,7306,4,34679.4,1117630,13,1.0,1,2.0,2.0,2.0,2.0,7.0
1357,7302,1,71620.5,1117630,42,6.0,0,,4.0,1.0,1.0,2.0
1358,7314,1,21540.0,1117630,16,4.0,0,,4.0,1.0,1.0,2.0
1359,7302,2,131394.0,1117630,7,1.0,0,1.0,4.0,2.0,1.0,2.0
1360,7314,2,98437.8,1117630,11,3.0,0,1.0,4.0,2.0,1.0,3.0
1361,7314,2,118362.29999999999,1117630,12,1.0,0,1.0,4.0,2.0,1.0,2.0
1362,7311,3,177705.0,1117630,13,1.0,1,2.0,1.0,2.0,2.0,2.0
1363,7304,1,31233.0,1117630,20,4.0,0,,4.0,2.0,0.0,2.0
1364,7320,3,71082.0,1117630,23,1.0,1,1.0,2.0,2.0,1.0,2.0
1365,7313,1,83898.3,1117630,11,6.0,0,,4.0,1.0,1.0,3.0
1366,7301,1,24340.2,1117630,13,6.0,0,,4.0,1.0,1.0,2.0
1367,7307,2,55142.399999999994,1117630,26,7.0,0,,4.0,2.0,2.0,2.0
1368,7301,2,133763.4,1117630,14,1.0,0,2.0,4.0,2.0,2.0,2.0
1369,7310,1,245232.9,1117630,26,4.0,0,,4.0,1.0,1.0,2.0
1370,7320,4,53526.9,1117630,29,1.0,1,1.0,1.0,2.0,1.0,3.0
1371,7321,3,43080.0,1117630,7,1.0,1,1.0,2.0,2.0,1.0,1.0
1372,7303,2,44695.5,1117630,7,1.0,0,0.0,4.0,1.0,0.0,2.0
1373,7322,1,18309.0,1117630,35,6.0,0,,4.0,1.0,1.0,3.0
1374,7316,2,102315.0,1117630,13,7.0,0,,4.0,2.0,2.0,2.0
1375,7303,1,20570.7,1117630,10,6.0,0,,4.0,0.0,0.0,9.0
1376,7309,1,49218.9,1117630,22,6.0,0,,4.0,0.0,0.0,1.0
1377,7320,2,132794.1,1117630,13,1.0,0,2.0,4.0,2.0,0.0,2.0
1378,7315,1,11631.6,1117630,13,6.0,0,,4.0,0.0,0.0,2.0
1379,7316,1,29079.0,1117630,23,4.0,0,,4.0,0.0,0.0,8.0
1380,7314,2,92945.09999999999,1117630,25,1.0,0,2.0,4.0,2.0,2.0,6.0
1381,7321,2,25848.0,1117630,5,7.0,0,,4.0,1.0,2.0,8.0
1382,7303,3,381688.8,1117630,11,1.0,0,1.0,4.0,3.0,1.0,2.0
1383,7304,2,45234.0,1117630,35,1.0,0,1.0,4.0,2.0,0.0,2.0
1384,7304,1,107700.0,1117630,20,4.0,0,,4.0,2.0,1.0,2.0
1385,7305,1,25740.3,1117630,12,6.0,0,,4.0,1.0,0.0,1.0
1386,7305,1,28002.0,1117630,34,6.0,0,,4.0,1.0,0.0,2.0
1387,7321,4,73236.0,1117630,9,1.0,1,1.0,3.0,3.0,1.0,2.0
1388,7301,1,71082.0,1117630,15,6.0,0,,4.0,4.0,1.0,2.0
1389,7313,2,176197.19999999998,1117630,10,1.0,0,0.0,4.0,1.0,0.0,2.0
1390,7316,2,34787.1,1117630,11,7.0,0,,4.0,0.0,1.0,5.0
1391,7308,2,253095.0,1117630,19,1.0,0,2.0,4.0,2.0,2.0,2.0
1392,7302,2,99945.59999999999,1117630,4,1.0,0,2.0,4.0,1.0,1.0,1.0
1393,7322,4,98007.0,1117630,9,1.0,1,2.0,1.0,1.0,2.0,5.0
1394,7301,1,52988.4,1117630,21,6.0,0,,4.0,1.0,0.0,5.0
1395,7305,2,152287.8,1117630,19,1.0,0,1.0,4.0,1.0,1.0,2.0
1396,7304,4,202152.9,1117630,75,1.0,1,2.0,2.0,2.0,2.0,2.0
1397,7307,3,149703.0,1117630,14,1.0,1,2.0,2.0,2.0,2.0,5.0
1398,7316,1,215400.0,1117630,22,4.0,0,,4.0,1.0,1.0,9.0
1399,7309,6,234786.0,1117630,38,1.0,1,2.0,3.0,2.0,2.0,2.0
1400,7320,1,123855.0,1117630,25,4.0,0,,4.0,3.0,1.0,2.0
1401,7303,5,113085.0,1117630,7,1.0,1,3.0,2.0,6.0,1.0,2.0
1402,7321,3,179212.8,1117630,37,1.0,0,3.0,4.0,5.0,3.0,2.0
1403,7306,4,96025.31999999999,1117630,17,3.0,0,1.0,4.0,3.0,1.0,2.0
1404,7305,2,56434.799999999996,1117630,11,7.0,0,,4.0,2.0,2.0,9.0
1405,7311,4,137856.0,1117630,40,1.0,1,2.0,2.0,2.0,2.0,2.0
1406,7313,2,72805.2,1117630,70,3.0,0,1.0,4.0,1.0,1.0,2.0
1407,7302,3,128163.0,1117630,2,2.0,0,3.0,4.0,1.0,3.0,2.0
1408,7303,2,103068.9,1117630,11,1.0,0,1.0,4.0,2.0,1.0,2.0
1409,7322,3,131394.0,1117630,16,1.0,0,3.0,4.0,3.0,3.0,5.0
1410,7307,1,21001.5,1117630,14,6.0,0,,4.0,1.0,0.0,2.0
1411,7320,1,71620.5,1117630,19,4.0,0,,4.0,1.0,0.0,2.0
1412,7317,4,59235.0,1117630,17,1.0,1,1.0,1.0,2.0,1.0,2.0
1413,7314,4,114592.79999999999,1117630,30,3.0,1,2.0,1.0,1.0,2.0,2.0
1414,7316,1,269250.0,1117630,26,4.0,0,,4.0,1.0,1.0,9.0
1415,7303,1,15939.599999999999,1117630,11,6.0,0,,4.0,1.0,0.0,2.0
1416,7317,14,141194.69999999998,1117630,22,1.0,1,3.0,3.0,1.0,3.0,2.0
1417,7320,3,135271.19999999998,1117630,19,7.0,0,,4.0,3.0,1.0,2.0
1418,7305,1,129563.09999999999,1117630,13,4.0,0,,4.0,1.0,1.0,3.0
1419,7311,3,142379.4,1117630,15,1.0,0,3.0,4.0,4.0,3.0,2.0
1420,7318,5,86160.0,1117630,12,1.0,1,1.0,3.0,4.0,1.0,2.0
1421,7308,7,247817.69999999998,1117630,17,1.0,1,3.0,3.0,4.0,2.0,2.0
1422,7303,3,100380.708,1117630,13,2.0,0,2.0,4.0,2.0,2.0,6.0
1423,7306,3,46311.0,1117630,33,2.0,0,2.0,4.0,1.0,2.0,6.0
1424,7321,2,92837.4,1117630,9,3.0,0,1.0,4.0,1.0,1.0,6.0
1425,7316,1,14001.0,1117630,37,6.0,0,,4.0,0.0,0.0,4.0
1426,7315,3,10770.0,1117630,20,3.0,1,1.0,2.0,0.0,1.0,9.0
1427,7301,1,33020.82,1117630,40,6.0,0,,4.0,1.0,0.0,2.0
1428,7313,2,109638.59999999999,1117630,13,1.0,0,0.0,4.0,2.0,0.0,2.0
1429,7301,8,75390.0,1117630,69,1.0,1,2.0,2.0,4.0,2.0,2.0
1430,7315,3,161550.0,1117630,22,1.0,1,2.0,1.0,2.0,1.0,2.0
1431,7310,4,85083.0,1117630,30,5.0,0,,4.0,2.0,2.0,3.0
1432,7315,1,57296.399999999994,1117630,12,6.0,0,,4.0,1.0,0.0,3.0
1433,7303,2,89821.8,1117630,13,1.0,0,2.0,4.0,2.0,1.0,2.0
1434,7303,2,43080.0,1117630,20,3.0,0,1.0,4.0,1.0,1.0,6.0
1435,7302,3,162088.5,1117630,15,1.0,0,2.0,4.0,2.0,2.0,2.0
1436,7315,1,98136.23999999999,1117630,21,6.0,0,,4.0,1.0,0.0,2.0
1437,7312,4,188690.4,1117630,24,1.0,1,2.0,2.0,2.0,2.0,2.0
1438,7303,4,25848.0,1117630,54,3.0,1,2.0,2.0,0.0,2.0,6.0
1439,7318,3,50080.5,1117630,43,3.0,1,1.0,3.0,1.0,1.0,2.0
1440,7303,2,56757.899999999994,1117630,14,7.0,0,,4.0,1.0,2.0,5.0
1441,7308,1,96930.0,1117630,59,4.0,0,,4.0,1.0,1.0,2.0
1442,7313,3,37695.0,1117630,9,1.0,0,1.0,4.0,2.0,1.0,5.0
1443,7315,2,108884.7,1117630,27,1.0,0,2.0,4.0,2.0,2.0,6.0
1444,7307,5,65158.5,1117630,22,2.0,1,1.0,3.0,6.0,1.0,2.0
1445,7310,2,56004.0,1117630,21,5.0,0,,4.0,2.0,2.0,7.0
1446,7316,2,133117.19999999998,1117630,15,1.0,0,1.0,4.0,3.0,1.0,2.0
1447,7310,1,183090.0,1117630,12,4.0,0,,4.0,1.0,1.0,5.0
1448,7301,2,233601.3,1117630,14,1.0,0,1.0,4.0,1.0,1.0,8.0
1449,7319,2,130963.2,1117630,11,1.0,0,2.0,4.0,2.0,1.0,2.0
1450,7317,4,73236.0,1117630,36,1.0,0,3.0,4.0,4.0,3.0,6.0
1451,7311,5,213246.0,1117630,11,3.0,1,3.0,3.0,3.0,3.0,2.0
1452,7317,1,69035.7,1117630,22,6.0,0,,4.0,1.0,1.0,9.0
1453,7318,3,5169.599999999999,1117630,12,3.0,0,1.0,4.0,2.0,1.0,2.0
1454,7318,4,72805.2,1117630,7,1.0,1,1.0,2.0,2.0,1.0,2.0
1455,7306,1,52880.7,1117630,9,4.0,0,,4.0,1.0,1.0,2.0
1456,7318,2,36402.6,1117630,7,1.0,0,0.0,4.0,1.0,0.0,2.0
1457,7316,1,38772.0,1117630,18,6.0,0,,4.0,1.0,1.0,5.0
1458,7302,1,103392.0,1117630,4,6.0,0,,4.0,0.0,0.0,2.0
1459,7306,7,40818.299999999996,1117630,30,1.0,1,2.0,3.0,3.0,2.0,2.0
1460,7312,2,10770.0,1117630,11,2.0,0,1.0,4.0,2.0,1.0,5.0
1461,7312,2,43080.0,1117630,7,3.0,0,1.0,4.0,1.0,1.0,6.0
1462,7309,2,28002.0,1117630,8,1.0,0,1.0,4.0,1.0,0.0,3.0
1463,7314,1,22617.0,1117630,12,6.0,0,,4.0,1.0,0.0,3.0
1464,7309,2,376950.0,1117630,16,1.0,0,2.0,4.0,2.0,2.0,2.0
1465,7316,2,296175.0,1117630,113,1.0,0,2.0,4.0,2.0,2.0,9.0
1466,7322,9,112277.25,1117630,8,1.0,1,3.0,3.0,3.0,2.0,2.0
1467,7316,2,129240.0,1117630,19,1.0,0,1.0,4.0,1.0,1.0,2.0
1468,7309,2,50942.1,1117630,16,3.0,1,2.0,2.0,2.0,2.0,2.0
1469,7307,3,32310.0,1117630,11,1.0,1,1.0,2.0,2.0,1.0,1.0
1470,7308,10,52880.7,1117630,110,3.0,1,3.0,3.0,3.0,4.0,2.0
1471,7302,1,25417.2,1117630,61,6.0,0,,4.0,1.0,0.0,5.0
1472,7318,8,160473.0,1117630,9,1.0,1,2.0,2.0,3.0,1.0,2.0
1473,7306,1,1292.3999999999999,1117630,10,6.0,0,,4.0,1.0,1.0,5.0
1474,7315,2,92622.0,1117630,11,1.0,0,1.0,4.0,3.0,1.0,2.0
1475,7321,7,60042.75,1117630,6,1.0,1,1.0,2.0,3.0,1.0,2.0
1476,7305,2,172320.0,1117630,14,1.0,0,2.0,4.0,2.0,2.0,2.0
1477,7315,3,103392.0,1117630,13,3.0,1,1.0,1.0,2.0,2.0,4.0
1478,7317,1,19170.6,1117630,22,6.0,0,,4.0,0.0,0.0,9.0
1479,7322,4,163865.55,1117630,15,1.0,1,2.0,2.0,3.0,2.0,2.0
1480,7322,1,11523.9,1117630,11,6.0,0,,4.0,1.0,0.0,8.0
1481,7322,2,65481.6,1117630,22,5.0,0,,4.0,2.0,1.0,4.0
1482,7321,4,35217.9,1117630,13,2.0,1,1.0,3.0,2.0,1.0,2.0
1483,7309,1,86160.0,1117630,13,4.0,0,,4.0,4.0,0.0,2.0
1484,7314,2,269250.0,1117630,14,5.0,0,,4.0,3.0,2.0,2.0
1485,7309,2,108777.0,1117630,30,2.0,1,2.0,2.0,2.0,2.0,2.0
1486,7318,6,100139.45999999999,1117630,11,1.0,1,3.0,2.0,3.0,3.0,2.0
1487,7321,2,18416.7,1117630,19,1.0,0,1.0,4.0,1.0,1.0,7.0
1488,7313,1,35541.0,1117630,19,6.0,0,,4.0,1.0,0.0,2.0
1489,7317,2,7539.0,1117630,35,7.0,0,,4.0,1.0,1.0,4.0
1490,7308,2,156165.0,1117630,13,1.0,0,1.0,4.0,2.0,1.0,2.0
1491,7314,3,115669.79999999999,1117630,13,1.0,1,2.0,2.0,2.0,2.0,2.0
1492,7301,4,150780.0,1117630,14,1.0,0,2.0,4.0,2.0,2.0,2.0
1493,7310,3,22617.0,1117630,6,1.0,1,1.0,1.0,0.0,1.0,2.0
1494,7319,1,24017.1,1117630,27,6.0,0,,4.0,3.0,1.0,2.0
1495,7306,2,108884.7,1117630,11,7.0,0,,4.0,2.0,2.0,4.0
1496,7312,4,57081.0,1117630,11,1.0,1,1.0,1.0,1.0,1.0,2.0
1497,7310,1,36618.0,1117630,18,6.0,0,,4.0,1.0,0.0,3.0
1498,7307,2,61055.13,1117630,12,1.0,0,2.0,4.0,3.0,0.0,2.0
1499,7303,1,77113.2,1117630,16,6.0,0,,4.0,1.0,0.0,2.0
1500,7302,1,32310.0,1117630,2,6.0,0,,4.0,1.0,1.0,1.0
1501,7314,2,86483.09999999999,1117630,20,3.0,1,2.0,2.0,1.0,2.0,9.0
1502,7313,4,87237.0,1117630,19,1.0,1,1.0,2.0,3.0,1.0,2.0
1503,7306,3,36294.9,1117630,12,1.0,0,1.0,4.0,2.0,1.0,1.0
1504,7310,2,171889.19999999998,1117630,11,2.0,0,0.0,4.0,2.0,0.0,3.0
1505,7318,3,79913.4,1117630,8,3.0,0,3.0,4.0,4.0,3.0,6.0
1506,7318,3,91545.0,1117630,14,3.0,0,2.0,4.0,2.0,2.0,2.0
1507,7309,5,139040.69999999998,1117630,14,1.0,1,2.0,3.0,3.0,2.0,2.0
1508,7311,2,511144.19999999995,1117630,23,1.0,0,2.0,4.0,2.0,2.0,2.0
1509,7316,1,25223.34,1117630,12,4.0,0,,4.0,1.0,1.0,8.0
1510,7320,6,267526.8,1117630,15,1.0,1,2.0,2.0,3.0,3.0,2.0
1511,7318,4,288420.6,1117630,27,1.0,0,3.0,4.0,5.0,4.0,2.0
1512,7316,2,129240.0,1117630,7,1.0,0,2.0,4.0,3.0,2.0,4.0
1513,7321,3,660201.0,1117630,6,5.0,0,,4.0,5.0,3.0,3.0
1514,7303,6,20463.0,1117630,19,1.0,1,1.0,2.0,2.0,1.0,7.0
1515,7311,5,331716.0,1117630,19,1.0,1,1.0,2.0,3.0,1.0,2.0
1516,7313,4,79805.7,1117630,25,1.0,1,1.0,2.0,1.0,0.0,2.0
1517,7303,2,88744.8,1117630,9,3.0,0,2.0,4.0,3.0,2.0,2.0
1518,7317,1,21540.0,1117630,50,4.0,0,,4.0,1.0,1.0,6.0
1519,7320,2,129240.0,1117630,12,1.0,0,0.0,4.0,2.0,0.0,2.0
1520,7316,1,33602.4,1117630,18,6.0,0,,4.0,1.0,1.0,8.0
1521,7319,1,113085.0,1117630,11,4.0,0,,4.0,2.0,0.0,1.0
1522,7314,4,51696.0,1117630,18,1.0,1,1.0,1.0,2.0,1.0,2.0
1523,7322,2,40926.0,1117630,10,3.0,0,2.0,4.0,4.0,2.0,2.0
1524,7312,1,35541.0,1117630,15,4.0,0,,4.0,1.0,1.0,5.0
1525,7315,1,18416.7,1117630,13,6.0,0,,4.0,1.0,0.0,2.0
1526,7316,1,130317.0,1117630,33,4.0,0,,4.0,1.0,1.0,9.0
1527,7313,2,219708.0,1117630,7,2.0,0,2.0,4.0,3.0,2.0,2.0
1528,7314,2,89391.0,1117630,11,1.0,0,1.0,4.0,3.0,1.0,2.0
1529,7319,5,84006.0,1117630,13,3.0,1,1.0,2.0,3.0,3.0,2.0
1530,7317,5,16908.899999999998,1117630,30,1.0,1,1.0,3.0,1.0,1.0,5.0
1531,7310,2,80775.0,1117630,11,1.0,0,1.0,4.0,2.0,1.0,3.0
1532,7316,3,238232.4,1117630,20,5.0,0,,4.0,3.0,2.0,8.0
1533,7312,2,118470.0,1117630,12,7.0,0,,4.0,2.0,2.0,2.0
1534,7316,1,70005.0,1117630,19,4.0,0,,4.0,1.0,1.0,7.0
1535,7319,3,304791.0,1117630,12,1.0,0,3.0,4.0,5.0,3.0,2.0
1536,7314,2,107700.0,1117630,23,1.0,0,2.0,4.0,2.0,2.0,2.0
1537,7313,1,86160.0,1117630,24,4.0,0,,4.0,1.0,1.0,2.0
1538,7318,4,106623.0,1117630,42,1.0,1,2.0,3.0,2.0,2.0,9.0
1539,7305,1,51696.0,1117630,12,6.0,0,,4.0,1.0,0.0,2.0
1540,7302,4,102433.47,1117630,8,1.0,1,1.0,2.0,3.0,1.0,2.0
1541,7301,1,41356.799999999996,1117630,15,6.0,0,,4.0,1.0,1.0,5.0
1542,7317,4,9908.4,1117630,46,5.0,0,,4.0,4.0,3.0,9.0
1543,7310,1,86913.9,1117630,8,6.0,0,,4.0,2.0,1.0,2.0
1544,7314,3,78621.0,1117630,13,1.0,1,2.0,1.0,2.0,2.0,7.0
1545,7311,5,84146.01,1117630,65,1.0,1,2.0,3.0,2.0,2.0,2.0
1546,7307,2,183090.0,1117630,14,1.0,0,1.0,4.0,2.0,1.0,2.0
1547,7317,1,43080.0,1117630,20,6.0,0,,4.0,1.0,1.0,6.0
1548,7313,4,215400.0,1117630,31,1.0,1,1.0,2.0,3.0,1.0,2.0
1549,7302,3,195475.5,1117630,16,1.0,0,3.0,4.0,3.0,3.0,2.0
1550,7304,4,149703.0,1117630,17,1.0,1,2.0,2.0,2.0,2.0,6.0
1551,7321,2,56004.0,1117630,13,2.0,0,1.0,4.0,3.0,1.0,2.0
1552,7310,1,11631.6,1117630,14,4.0,0,,4.0,1.0,1.0,6.0
1553,7321,2,32310.0,1117630,13,1.0,0,1.0,4.0,2.0,1.0,8.0
1554,7304,1,13570.199999999999,1117630,42,6.0,0,,4.0,1.0,1.0,9.0
1555,7319,6,23694.0,1117630,72,1.0,1,2.0,3.0,2.0,2.0,7.0
1556,7309,3,182013.0,1117630,37,1.0,0,1.0,4.0,2.0,1.0,2.0
1557,7304,1,76467.0,1117630,13,6.0,0,,4.0,2.0,1.0,2.0
1558,7317,2,103392.0,1117630,7,1.0,0,1.0,4.0,2.0,1.0,3.0
1559,7315,3,62466.0,1117630,19,3.0,1,2.0,2.0,1.0,2.0,3.0
1560,7316,2,118039.2,1117630,83,1.0,0,2.0,4.0,2.0,2.0,2.0
1561,7312,2,150780.0,1117630,13,1.0,0,2.0,4.0,2.0,2.0,6.0
1562,7311,2,10985.4,1117630,23,7.0,0,,4.0,1.0,1.0,9.0
1563,7314,2,0.0,1117630,13,1.0,0,0.0,4.0,0.0,0.0,2.0
1564,7308,4,60312.0,1117630,25,1.0,1,1.0,3.0,2.0,1.0,5.0
1565,7315,4,78621.0,1117630,34,7.0,0,,4.0,4.0,4.0,3.0
1566,7319,1,96714.59999999999,1117630,21,6.0,0,,4.0,1.0,0.0,9.0
1567,7306,2,89391.0,1117630,19,5.0,0,,4.0,2.0,2.0,9.0
1568,7321,1,61389.0,1117630,9,6.0,0,,4.0,1.0,1.0,9.0
1569,7305,5,218307.9,1117630,14,1.0,1,1.0,3.0,3.0,2.0,2.0
1570,7303,2,59235.0,1117630,20,1.0,0,2.0,4.0,2.0,2.0,9.0
1571,7309,2,78621.0,1117630,8,2.0,0,1.0,4.0,2.0,1.0,2.0
1572,7312,5,746361.0,1117630,14,1.0,1,2.0,1.0,3.0,2.0,2.0
1573,7316,1,40926.0,1117630,29,4.0,0,,4.0,1.0,1.0,9.0
1574,7318,2,36187.2,1117630,19,2.0,0,1.0,4.0,1.0,1.0,3.0
1575,7309,6,161550.0,1117630,7,1.0,1,3.0,2.0,4.0,3.0,2.0
1576,7313,2,199245.0,1117630,13,3.0,0,2.0,4.0,2.0,1.0,3.0
1577,7319,5,310606.8,1117630,27,1.0,1,3.0,2.0,5.0,2.0,2.0
1578,7313,4,207645.6,1117630,16,5.0,0,,4.0,6.0,2.0,2.0
1579,7307,2,18309.0,1117630,18,5.0,0,,4.0,1.0,0.0,7.0
1580,7316,2,66774.0,1117630,30,5.0,0,,4.0,2.0,1.0,6.0
1581,7313,4,162411.6,1117630,15,1.0,0,3.0,4.0,3.0,3.0,2.0
1582,7321,3,52126.799999999996,1117630,14,1.0,0,1.0,4.0,0.0,1.0,2.0
1583,7317,2,19386.0,1117630,28,1.0,0,0.0,4.0,0.0,0.0,2.0
1584,7303,2,120785.54999999999,1117630,19,1.0,0,2.0,4.0,3.0,2.0,2.0
1585,7312,1,0.0,1117630,20,6.0,0,,4.0,1.0,0.0,9.0
