HHID,PUMA,NP,HHADJINC,ADJINC,WGTP,HHT,child_present,WIF,HUPAC,VEH,numWorkers,BLD
958,7321,1,0.0,1117630,12,4.0,0,,4.0,0.0,0.0,1.0
959,7315,2,140010.0,1117630,45,5.0,0,,4.0,2.0,2.0,9.0
960,7320,2,244479.0,1117630,114,1.0,0,2.0,4.0,2.0,2.0,2.0
961,7306,2,119547.0,1117630,23,1.0,0,2.0,4.0,4.0,2.0,2.0
962,7317,5,55788.6,1117630,30,2.0,1,2.0,3.0,2.0,1.0,3.0
963,7304,5,133278.75,1117630,23,1.0,1,1.0,2.0,2.0,1.0,2.0
964,7314,1,26709.6,1117630,10,6.0,0,,4.0,1.0,1.0,8.0
965,7306,5,59450.399999999994,1117630,46,1.0,1,1.0,2.0,3.0,1.0,3.0
966,7302,2,0.0,1117630,24,1.0,0,0.0,4.0,2.0,0.0,2.0
967,7306,4,136779.0,1117630,13,1.0,0,3.0,4.0,3.0,4.0,2.0
968,7318,4,127732.2,1117630,10,1.0,1,0.0,2.0,3.0,0.0,2.0
969,7309,3,564563.4,1117630,20,1.0,0,2.0,4.0,3.0,2.0,2.0
970,7314,4,234786.0,1117630,27,1.0,1,2.0,2.0,2.0,2.0,2.0
971,7314,1,76467.0,1117630,23,4.0,0,,4.0,1.0,1.0,8.0
972,7306,6,118470.0,1117630,11,3.0,1,3.0,2.0,4.0,3.0,2.0
973,7313,3,155626.5,1117630,11,3.0,0,2.0,4.0,3.0,2.0,2.0
974,7321,2,54496.2,1117630,9,1.0,0,2.0,4.0,0.0,2.0,5.0
975,7304,2,108346.2,1117630,33,1.0,0,2.0,4.0,2.0,2.0,2.0
976,7302,1,23586.3,1117630,7,6.0,0,,4.0,1.0,0.0,1.0
977,7301,5,216907.8,1117630,31,1.0,1,3.0,2.0,5.0,4.0,2.0
978,7319,2,53203.799999999996,1117630,12,1.0,0,1.0,4.0,2.0,1.0,2.0
979,7317,2,130317.0,1117630,12,1.0,0,2.0,4.0,2.0,2.0,2.0
980,7321,3,70005.0,1117630,26,1.0,1,2.0,2.0,2.0,2.0,5.0
981,7319,2,84006.0,1117630,12,1.0,0,0.0,4.0,2.0,0.0,2.0
982,7319,4,144318.0,1117630,11,1.0,1,2.0,2.0,2.0,2.0,2.0
983,7313,4,31685.34,1117630,10,3.0,0,1.0,4.0,2.0,2.0,2.0
984,7314,2,54927.0,1117630,11,1.0,0,0.0,4.0,1.0,0.0,2.0
985,7312,7,70005.0,1117630,16,1.0,1,1.0,3.0,3.0,1.0,3.0
986,7303,1,420030.0,1117630,6,6.0,0,,4.0,0.0,0.0,2.0
987,7316,3,36510.299999999996,1117630,29,1.0,1,1.0,1.0,1.0,1.0,9.0
988,7303,5,228539.4,1117630,17,3.0,0,3.0,4.0,4.0,3.0,2.0
989,7321,2,26709.6,1117630,11,2.0,0,1.0,4.0,0.0,1.0,6.0
990,7302,3,43080.0,1117630,1,1.0,0,1.0,4.0,2.0,1.0,2.0
991,7317,5,38772.0,1117630,23,1.0,1,1.0,2.0,2.0,1.0,2.0
992,7312,4,37802.7,1117630,22,1.0,1,1.0,1.0,1.0,1.0,2.0
993,7308,3,6462.0,1117630,19,1.0,1,1.0,2.0,2.0,1.0,2.0
994,7301,2,35433.299999999996,1117630,11,2.0,0,1.0,4.0,3.0,1.0,2.0
995,7302,5,129240.0,1117630,3,1.0,1,1.0,2.0,2.0,1.0,1.0
996,7311,2,267957.6,1117630,7,1.0,0,2.0,4.0,2.0,1.0,2.0
997,7313,6,31060.68,1117630,12,1.0,1,3.0,2.0,3.0,3.0,9.0
998,7321,2,126009.0,1117630,11,1.0,0,2.0,4.0,2.0,2.0,2.0
999,7316,2,68928.0,1117630,35,1.0,0,2.0,4.0,1.0,2.0,9.0
1000,7315,2,64620.0,1117630,27,1.0,0,1.0,4.0,1.0,1.0,2.0
1001,7310,2,158319.0,1117630,19,1.0,0,0.0,4.0,3.0,0.0,2.0
1002,7305,4,108777.0,1117630,10,1.0,1,2.0,3.0,2.0,2.0,9.0
1003,7315,4,128486.09999999999,1117630,20,1.0,1,1.0,1.0,2.0,1.0,2.0
1004,7309,3,276250.5,1117630,8,1.0,1,2.0,2.0,2.0,2.0,2.0
1005,7316,1,24124.8,1117630,18,6.0,0,,4.0,1.0,0.0,4.0
1006,7316,2,43080.0,1117630,17,1.0,0,1.0,4.0,1.0,1.0,2.0
1007,7313,4,169089.0,1117630,12,1.0,0,3.0,4.0,4.0,3.0,2.0
1008,7313,3,229077.9,1117630,14,1.0,0,2.0,4.0,3.0,2.0,2.0
1009,7310,3,146472.0,1117630,14,1.0,1,2.0,2.0,2.0,2.0,2.0
1010,7306,2,29229.78,1117630,11,3.0,0,0.0,4.0,0.0,0.0,8.0
1011,7308,1,129778.5,1117630,22,6.0,0,,4.0,1.0,0.0,2.0
1012,7307,5,119977.79999999999,1117630,22,1.0,1,3.0,2.0,4.0,4.0,2.0
1013,7322,3,110715.59999999999,1117630,7,2.0,1,1.0,2.0,3.0,1.0,2.0
1014,7316,5,71082.0,1117630,37,1.0,1,3.0,3.0,3.0,3.0,2.0
1015,7320,4,122778.0,1117630,8,1.0,1,2.0,2.0,3.0,2.0,2.0
1016,7316,3,53850.0,1117630,20,3.0,0,0.0,4.0,1.0,1.0,6.0
1017,7303,2,70005.0,1117630,10,1.0,0,2.0,4.0,2.0,2.0,6.0
1018,7307,2,325684.8,1117630,7,1.0,0,2.0,4.0,3.0,2.0,2.0
1019,7314,2,-1077.0,1117630,18,1.0,0,2.0,4.0,2.0,2.0,2.0
1020,7313,2,45234.0,1117630,15,7.0,0,,4.0,3.0,2.0,5.0
1021,7304,2,387720.0,1117630,63,1.0,0,2.0,4.0,3.0,2.0,2.0
1022,7321,5,109854.0,1117630,7,1.0,1,1.0,1.0,4.0,1.0,2.0
1023,7304,2,116746.79999999999,1117630,32,1.0,0,0.0,4.0,2.0,0.0,2.0
1024,7310,2,104469.0,1117630,13,5.0,0,,4.0,2.0,2.0,3.0
1025,7321,4,17016.6,1117630,21,3.0,1,1.0,2.0,1.0,1.0,2.0
1026,7311,4,135702.0,1117630,12,1.0,1,2.0,2.0,2.0,2.0,2.0
1027,7320,1,29079.0,1117630,26,6.0,0,,4.0,1.0,0.0,6.0
1028,7303,1,34464.0,1117630,10,6.0,0,,4.0,1.0,1.0,6.0
1029,7317,2,23155.5,1117630,34,3.0,0,2.0,4.0,1.0,2.0,7.0
1030,7304,3,168012.0,1117630,23,3.0,1,1.0,2.0,2.0,2.0,2.0
1031,7317,3,78405.59999999999,1117630,17,7.0,0,,4.0,3.0,3.0,3.0
1032,7312,3,23694.0,1117630,10,1.0,1,1.0,1.0,2.0,1.0,3.0
1033,7308,3,74528.4,1117630,13,3.0,1,3.0,2.0,2.0,2.0,2.0
1034,7320,3,134625.0,1117630,14,2.0,0,2.0,4.0,3.0,2.0,2.0
1035,7319,1,75303.84,1117630,19,4.0,0,,4.0,1.0,1.0,6.0
1036,7315,1,86160.0,1117630,15,4.0,0,,4.0,1.0,1.0,9.0
1037,7303,2,100161.0,1117630,19,1.0,0,0.0,4.0,3.0,0.0,2.0
1038,7322,4,16155.0,1117630,12,3.0,1,2.0,2.0,1.0,2.0,1.0
1039,7316,1,13031.699999999999,1117630,23,4.0,0,,4.0,0.0,0.0,7.0
1040,7316,1,72159.0,1117630,26,6.0,0,,4.0,1.0,1.0,6.0
1041,7312,2,96930.0,1117630,29,2.0,1,1.0,2.0,2.0,1.0,6.0
1042,7310,2,165858.0,1117630,7,1.0,0,0.0,4.0,2.0,0.0,2.0
1043,7314,2,165104.1,1117630,19,1.0,0,0.0,4.0,2.0,0.0,3.0
1044,7311,1,8400.6,1117630,66,6.0,0,,4.0,1.0,0.0,3.0
1045,7308,2,120408.59999999999,1117630,10,1.0,0,1.0,4.0,2.0,1.0,2.0
1046,7310,3,244479.0,1117630,17,5.0,0,,4.0,4.0,3.0,2.0
1047,7310,1,89929.5,1117630,12,4.0,0,,4.0,1.0,1.0,5.0
1048,7317,2,94452.9,1117630,14,1.0,0,1.0,4.0,2.0,1.0,9.0
1049,7305,2,80451.9,1117630,12,1.0,0,0.0,4.0,2.0,0.0,2.0
1050,7308,2,267096.0,1117630,15,2.0,0,1.0,4.0,2.0,1.0,2.0
1051,7316,1,39752.07,1117630,32,4.0,0,,4.0,0.0,0.0,9.0
1052,7318,1,30156.0,1117630,10,4.0,0,,4.0,2.0,1.0,9.0
1053,7313,1,17770.5,1117630,11,6.0,0,,4.0,1.0,0.0,1.0
1054,7321,4,129240.0,1117630,16,1.0,1,2.0,3.0,4.0,2.0,2.0
1055,7306,4,113085.0,1117630,49,2.0,1,1.0,2.0,2.0,1.0,2.0
1056,7317,2,22078.5,1117630,17,1.0,0,1.0,4.0,1.0,1.0,5.0
1057,7301,11,237155.4,1117630,31,1.0,1,3.0,3.0,4.0,4.0,2.0
1058,7321,2,123424.2,1117630,11,1.0,0,0.0,4.0,2.0,0.0,2.0
1059,7301,3,27032.7,1117630,44,3.0,0,0.0,4.0,1.0,0.0,3.0
1060,7311,2,152934.0,1117630,9,1.0,0,2.0,4.0,3.0,2.0,2.0
1061,7308,2,21540.0,1117630,7,1.0,0,1.0,4.0,3.0,1.0,2.0
1062,7307,5,90468.0,1117630,14,1.0,1,3.0,2.0,4.0,2.0,2.0
1063,7306,4,34140.9,1117630,9,1.0,1,2.0,1.0,2.0,1.0,8.0
1064,7304,1,531004.08,1117630,13,4.0,0,,4.0,2.0,1.0,2.0
1065,7317,2,96930.0,1117630,19,7.0,0,,4.0,3.0,2.0,2.0
1066,7309,1,128163.0,1117630,19,6.0,0,,4.0,1.0,0.0,3.0
1067,7309,2,102315.0,1117630,13,1.0,0,1.0,4.0,3.0,1.0,3.0
1068,7306,6,490196.55,1117630,24,1.0,1,3.0,3.0,3.0,2.0,2.0
1069,7309,4,172320.0,1117630,12,1.0,1,1.0,2.0,2.0,1.0,2.0
1070,7319,2,8831.4,1117630,11,5.0,0,,4.0,2.0,0.0,2.0
1071,7312,2,60096.6,1117630,14,3.0,0,1.0,4.0,2.0,1.0,9.0
1072,7312,3,102315.0,1117630,22,5.0,0,,4.0,4.0,3.0,3.0
1073,7301,1,38879.7,1117630,20,6.0,0,,4.0,1.0,0.0,1.0
1074,7305,1,17662.8,1117630,25,6.0,0,,4.0,1.0,0.0,9.0
1075,7305,2,43080.0,1117630,15,1.0,0,0.0,4.0,2.0,0.0,2.0
1076,7313,2,57813.36,1117630,23,1.0,0,0.0,4.0,1.0,0.0,1.0
1077,7301,1,0.0,1117630,19,6.0,0,,4.0,0.0,0.0,5.0
1078,7314,5,380719.5,1117630,11,1.0,1,3.0,2.0,4.0,3.0,2.0
1079,7302,1,33387.0,1117630,17,4.0,0,,4.0,2.0,1.0,2.0
1080,7316,1,66774.0,1117630,12,4.0,0,,4.0,1.0,1.0,2.0
1081,7309,1,62789.1,1117630,11,6.0,0,,4.0,1.0,0.0,5.0
1082,7304,2,72051.3,1117630,21,1.0,0,1.0,4.0,1.0,0.0,2.0
1083,7314,1,32956.2,1117630,14,4.0,0,,4.0,2.0,0.0,2.0
1084,7313,2,56004.0,1117630,10,1.0,0,0.0,4.0,3.0,0.0,2.0
1085,7308,2,342486.0,1117630,13,2.0,1,1.0,2.0,1.0,1.0,2.0
1086,7320,1,226170.0,1117630,23,4.0,0,,4.0,2.0,1.0,3.0
1087,7313,8,63004.5,1117630,14,1.0,1,3.0,3.0,2.0,2.0,5.0
1088,7315,1,73236.0,1117630,84,6.0,0,,4.0,1.0,1.0,7.0
1089,7311,1,70005.0,1117630,14,6.0,0,,4.0,1.0,0.0,2.0
1090,7321,4,111469.5,1117630,7,1.0,0,0.0,4.0,2.0,0.0,2.0
1091,7307,2,199352.69999999998,1117630,24,3.0,0,0.0,4.0,1.0,0.0,3.0
1092,7319,2,144964.19999999998,1117630,10,1.0,0,2.0,4.0,3.0,2.0,2.0
1093,7305,10,327192.6,1117630,25,1.0,1,3.0,2.0,5.0,6.0,2.0
1094,7321,2,19386.0,1117630,31,3.0,0,1.0,4.0,0.0,1.0,9.0
1095,7319,5,73020.59999999999,1117630,15,1.0,1,3.0,2.0,3.0,2.0,2.0
1096,7310,2,183090.0,1117630,9,1.0,0,1.0,4.0,3.0,1.0,2.0
1097,7317,2,183090.0,1117630,11,5.0,0,,4.0,2.0,2.0,7.0
1098,7316,2,128163.0,1117630,15,1.0,0,1.0,4.0,1.0,1.0,8.0
1099,7310,2,136779.0,1117630,12,1.0,0,2.0,4.0,2.0,2.0,2.0
1100,7314,2,57081.0,1117630,17,1.0,0,2.0,4.0,1.0,2.0,9.0
1101,7321,2,92675.84999999999,1117630,8,5.0,0,,4.0,2.0,2.0,5.0
1102,7322,3,50619.0,1117630,29,3.0,0,1.0,4.0,2.0,1.0,1.0
1103,7308,5,32310.0,1117630,76,3.0,1,1.0,2.0,1.0,1.0,2.0
1104,7316,2,18093.6,1117630,28,7.0,0,,4.0,0.0,1.0,3.0
1105,7316,1,33063.9,1117630,38,4.0,0,,4.0,1.0,1.0,2.0
1106,7312,5,78621.0,1117630,14,2.0,1,1.0,1.0,3.0,2.0,6.0
1107,7309,4,70005.0,1117630,20,2.0,1,2.0,2.0,3.0,1.0,3.0
1108,7319,3,9574.529999999999,1117630,36,3.0,1,1.0,1.0,1.0,1.0,6.0
1109,7308,4,240278.69999999998,1117630,9,1.0,1,2.0,1.0,2.0,2.0,2.0
1110,7308,1,53311.5,1117630,15,6.0,0,,4.0,1.0,0.0,2.0
1111,7321,1,10770.0,1117630,11,6.0,0,,4.0,0.0,0.0,6.0
1112,7322,6,215055.36,1117630,11,1.0,1,3.0,1.0,6.0,3.0,2.0
1113,7314,2,192890.69999999998,1117630,13,1.0,0,1.0,4.0,2.0,1.0,2.0
1114,7321,3,249864.0,1117630,14,3.0,1,1.0,2.0,3.0,2.0,2.0
1115,7308,1,32353.079999999998,1117630,13,6.0,0,,4.0,2.0,0.0,2.0
1116,7308,1,51728.31,1117630,35,6.0,0,,4.0,1.0,1.0,1.0
1117,7321,4,38772.0,1117630,22,1.0,1,1.0,2.0,1.0,1.0,7.0
1118,7322,4,30371.399999999998,1117630,8,1.0,1,2.0,3.0,3.0,2.0,5.0
1119,7306,1,10339.199999999999,1117630,16,6.0,0,,4.0,0.0,0.0,9.0
1120,7319,6,143241.0,1117630,10,2.0,0,3.0,4.0,5.0,3.0,2.0
1121,7321,4,98007.0,1117630,12,1.0,0,1.0,4.0,3.0,1.0,2.0
1122,7306,5,148798.32,1117630,11,1.0,0,3.0,4.0,4.0,4.0,2.0
1123,7306,2,143994.9,1117630,22,5.0,0,,4.0,2.0,2.0,2.0
1124,7317,3,51696.0,1117630,10,1.0,1,2.0,1.0,2.0,1.0,2.0
1125,7321,2,120624.0,1117630,16,1.0,0,2.0,4.0,3.0,2.0,2.0
1126,7319,1,15508.8,1117630,20,6.0,0,,4.0,0.0,0.0,9.0
1127,7313,3,83144.4,1117630,13,1.0,1,2.0,2.0,2.0,2.0,9.0
1128,7303,2,140882.37,1117630,13,1.0,0,0.0,4.0,2.0,0.0,2.0
1129,7301,1,36833.4,1117630,12,4.0,0,,4.0,1.0,1.0,2.0
1130,7303,6,102638.09999999999,1117630,58,1.0,1,3.0,2.0,6.0,3.0,2.0
1131,7313,4,286482.0,1117630,9,1.0,0,3.0,4.0,4.0,3.0,2.0
1132,7314,5,6462.0,1117630,10,1.0,1,1.0,3.0,1.0,0.0,8.0
1133,7317,2,1400.1,1117630,13,5.0,0,,4.0,0.0,2.0,9.0
1134,7311,4,152029.32,1117630,21,1.0,0,2.0,4.0,4.0,2.0,2.0
1135,7316,2,229939.5,1117630,25,7.0,0,,4.0,2.0,2.0,6.0
1136,7320,2,123208.79999999999,1117630,107,5.0,0,,4.0,4.0,2.0,2.0
1137,7310,2,34033.2,1117630,12,1.0,0,0.0,4.0,1.0,0.0,2.0
1138,7320,4,21001.5,1117630,15,1.0,1,1.0,2.0,1.0,1.0,2.0
1139,7312,2,60495.09,1117630,11,1.0,0,2.0,4.0,1.0,2.0,2.0
1140,7301,4,280235.39999999997,1117630,38,1.0,0,2.0,4.0,5.0,2.0,2.0
1141,7314,1,53850.0,1117630,15,6.0,0,,4.0,1.0,1.0,8.0
1142,7313,2,131394.0,1117630,44,1.0,0,2.0,4.0,2.0,2.0,9.0
1143,7314,2,180936.0,1117630,11,1.0,0,2.0,4.0,2.0,2.0,2.0
1144,7322,3,116208.29999999999,1117630,20,1.0,1,2.0,2.0,1.0,2.0,2.0
1145,7313,2,66073.95,1117630,7,1.0,0,2.0,4.0,2.0,1.0,2.0
1146,7313,1,32310.0,1117630,10,4.0,0,,4.0,1.0,0.0,9.0
1147,7306,2,84006.0,1117630,10,1.0,0,2.0,4.0,2.0,2.0,6.0
1148,7320,2,125039.7,1117630,33,7.0,0,,4.0,2.0,0.0,2.0
1149,7309,2,118470.0,1117630,25,1.0,0,1.0,4.0,2.0,1.0,2.0
1150,7309,2,88314.0,1117630,14,1.0,0,2.0,4.0,2.0,1.0,9.0
1151,7314,2,106623.0,1117630,11,1.0,0,1.0,4.0,1.0,1.0,2.0
1152,7315,4,118470.0,1117630,14,1.0,1,2.0,2.0,2.0,1.0,2.0
1153,7310,1,54603.9,1117630,15,4.0,0,,4.0,1.0,1.0,9.0
1154,7316,1,10339.199999999999,1117630,28,4.0,0,,4.0,0.0,0.0,2.0
1155,7312,2,86160.0,1117630,18,7.0,0,,4.0,1.0,2.0,5.0
1156,7306,4,280020.0,1117630,16,1.0,0,3.0,4.0,4.0,4.0,2.0
1157,7317,1,52988.4,1117630,18,4.0,0,,4.0,1.0,1.0,2.0
1158,7308,3,1061922.0,1117630,33,1.0,1,2.0,1.0,0.0,2.0,7.0
1159,7315,3,83575.2,1117630,16,3.0,1,1.0,2.0,3.0,2.0,1.0
1160,7304,2,173935.5,1117630,35,1.0,0,2.0,4.0,2.0,2.0,3.0
1161,7318,3,125685.9,1117630,7,1.0,0,3.0,4.0,3.0,3.0,3.0
1162,7311,4,630583.5,1117630,15,1.0,1,3.0,2.0,3.0,3.0,2.0
1163,7309,2,22186.2,1117630,73,3.0,1,1.0,2.0,1.0,1.0,7.0
1164,7319,1,16155.0,1117630,10,4.0,0,,4.0,6.0,0.0,2.0
1165,7322,3,43833.9,1117630,9,3.0,0,3.0,4.0,3.0,3.0,7.0
1166,7317,2,70005.0,1117630,12,1.0,0,1.0,4.0,2.0,1.0,4.0
1167,7314,5,427784.39999999997,1117630,30,1.0,0,2.0,4.0,6.0,5.0,2.0
1168,7320,3,78836.4,1117630,15,2.0,1,1.0,2.0,2.0,2.0,3.0
1169,7317,4,50295.9,1117630,21,1.0,0,2.0,4.0,4.0,2.0,8.0
1170,7322,3,70005.0,1117630,17,1.0,1,2.0,2.0,1.0,2.0,9.0
1171,7311,1,530961.0,1117630,21,4.0,0,,4.0,1.0,1.0,7.0
1172,7306,1,28648.199999999997,1117630,17,4.0,0,,4.0,1.0,0.0,2.0
1173,7314,2,67097.09999999999,1117630,13,7.0,0,,4.0,2.0,1.0,2.0
1174,7314,1,31986.899999999998,1117630,11,6.0,0,,4.0,1.0,0.0,3.0
1175,7311,8,131501.69999999998,1117630,23,1.0,1,2.0,3.0,2.0,2.0,2.0
1176,7307,5,89391.0,1117630,44,1.0,0,3.0,4.0,5.0,4.0,2.0
1177,7313,2,36187.2,1117630,21,1.0,0,2.0,4.0,1.0,2.0,10.0
1178,7313,4,183413.1,1117630,21,1.0,1,3.0,1.0,1.0,3.0,9.0
1179,7314,3,140010.0,1117630,14,1.0,1,2.0,1.0,2.0,2.0,2.0
1180,7313,2,107700.0,1117630,24,3.0,1,1.0,2.0,1.0,1.0,7.0
1181,7306,1,103392.0,1117630,12,6.0,0,,4.0,1.0,1.0,2.0
1182,7312,2,32525.399999999998,1117630,52,3.0,0,1.0,4.0,1.0,1.0,9.0
1183,7305,3,86181.54,1117630,18,1.0,0,3.0,4.0,3.0,3.0,2.0
1184,7316,1,7592.849999999999,1117630,12,4.0,0,,4.0,1.0,1.0,4.0
1185,7309,5,163704.0,1117630,38,1.0,1,2.0,3.0,2.0,2.0,2.0
1186,7319,4,79374.9,1117630,41,1.0,0,3.0,4.0,1.0,4.0,8.0
1187,7304,2,152718.6,1117630,21,1.0,0,1.0,4.0,2.0,0.0,3.0
1188,7312,2,128486.09999999999,1117630,22,1.0,0,2.0,4.0,2.0,2.0,2.0
1189,7310,2,430800.0,1117630,12,1.0,0,0.0,4.0,2.0,0.0,2.0
1190,7306,2,96930.0,1117630,11,5.0,0,,4.0,2.0,1.0,3.0
1191,7306,1,28002.0,1117630,43,4.0,0,,4.0,1.0,1.0,7.0
1192,7302,2,192244.5,1117630,22,1.0,0,0.0,4.0,3.0,0.0,2.0
1193,7319,2,41679.9,1117630,61,7.0,0,,4.0,2.0,2.0,6.0
1194,7301,2,80775.0,1117630,22,3.0,0,1.0,4.0,1.0,1.0,2.0
1195,7316,2,157995.9,1117630,19,7.0,0,,4.0,2.0,1.0,9.0
1196,7318,4,91545.0,1117630,18,2.0,0,2.0,4.0,4.0,4.0,2.0
1197,7318,10,64620.0,1117630,10,3.0,1,2.0,3.0,4.0,2.0,2.0
1198,7313,7,7000.5,1117630,31,3.0,1,2.0,2.0,0.0,1.0,9.0
1199,7307,3,215400.0,1117630,3,3.0,1,1.0,3.0,3.0,1.0,2.0
1200,7321,6,71620.5,1117630,12,1.0,1,1.0,3.0,5.0,1.0,2.0
1201,7321,3,39633.6,1117630,32,3.0,1,2.0,2.0,1.0,2.0,7.0
1202,7315,1,70005.0,1117630,12,6.0,0,,4.0,1.0,1.0,5.0
1203,7315,2,109854.0,1117630,21,1.0,0,2.0,4.0,2.0,2.0,6.0
1204,7307,2,55411.649999999994,1117630,61,1.0,0,0.0,4.0,3.0,0.0,2.0
1205,7311,2,175551.0,1117630,11,1.0,0,0.0,4.0,3.0,0.0,2.0
1206,7302,3,104469.0,1117630,4,1.0,0,0.0,4.0,2.0,0.0,2.0
1207,7319,1,108453.9,1117630,12,4.0,0,,4.0,3.0,1.0,2.0
1208,7315,3,70005.0,1117630,11,3.0,0,3.0,4.0,3.0,3.0,3.0
1209,7320,2,118470.0,1117630,23,5.0,0,,4.0,2.0,2.0,9.0
1210,7302,1,27571.199999999997,1117630,9,6.0,0,,4.0,1.0,0.0,1.0
1211,7304,1,31233.0,1117630,7,6.0,0,,4.0,1.0,0.0,2.0
1212,7314,2,65912.4,1117630,22,2.0,0,2.0,4.0,3.0,2.0,2.0
1213,7310,3,1525570.5,1117630,12,1.0,0,3.0,4.0,3.0,2.0,2.0
1214,7306,1,17662.8,1117630,31,4.0,0,,4.0,1.0,0.0,6.0
1215,7318,5,157995.9,1117630,6,1.0,0,3.0,4.0,5.0,3.0,2.0
1216,7321,1,90704.94,1117630,13,6.0,0,,4.0,1.0,1.0,2.0
1217,7307,1,47926.5,1117630,3,4.0,0,,4.0,1.0,0.0,1.0
1218,7304,2,286482.0,1117630,25,1.0,0,2.0,4.0,2.0,2.0,8.0
1219,7311,4,530961.0,1117630,23,1.0,1,1.0,3.0,2.0,1.0,3.0
1220,7316,1,52342.2,1117630,21,6.0,0,,4.0,1.0,0.0,7.0
1221,7322,3,28002.0,1117630,87,3.0,1,0.0,2.0,1.0,0.0,9.0
1222,7304,1,15185.699999999999,1117630,24,4.0,0,,4.0,1.0,0.0,3.0
1223,7315,3,44157.0,1117630,34,1.0,1,1.0,1.0,2.0,1.0,7.0
1224,7320,4,78244.05,1117630,17,1.0,0,3.0,4.0,2.0,3.0,5.0
1225,7301,2,40926.0,1117630,59,1.0,0,2.0,4.0,2.0,2.0,6.0
1226,7302,2,184167.0,1117630,16,1.0,0,1.0,4.0,4.0,1.0,2.0
1227,7304,3,231231.9,1117630,26,5.0,0,,4.0,3.0,3.0,2.0
1228,7312,2,53850.0,1117630,11,2.0,1,1.0,1.0,2.0,1.0,2.0
1229,7305,2,40926.0,1117630,28,3.0,0,2.0,4.0,2.0,2.0,4.0
1230,7310,4,64620.0,1117630,14,1.0,1,1.0,2.0,2.0,1.0,2.0
1231,7314,1,40495.2,1117630,83,4.0,0,,4.0,2.0,1.0,5.0
1232,7308,2,135702.0,1117630,36,1.0,0,2.0,4.0,2.0,2.0,2.0
1233,7317,1,134409.6,1117630,13,6.0,0,,4.0,2.0,1.0,2.0
1234,7305,2,142164.0,1117630,27,1.0,0,2.0,4.0,2.0,2.0,2.0
1235,7317,1,59235.0,1117630,13,6.0,0,,4.0,1.0,1.0,2.0
1236,7313,3,83144.4,1117630,14,1.0,0,1.0,4.0,3.0,1.0,2.0
1237,7314,2,10770.0,1117630,22,3.0,1,1.0,2.0,1.0,1.0,5.0
1238,7316,1,103930.5,1117630,14,6.0,0,,4.0,1.0,1.0,9.0
1239,7318,2,23478.6,1117630,29,3.0,0,1.0,4.0,1.0,1.0,2.0
1240,7310,4,230478.0,1117630,7,5.0,0,,4.0,6.0,2.0,2.0
1241,7322,3,15616.5,1117630,7,2.0,1,1.0,2.0,2.0,1.0,7.0
1242,7315,3,47280.299999999996,1117630,93,3.0,0,1.0,4.0,2.0,1.0,6.0
1243,7315,1,137963.69999999998,1117630,21,4.0,0,,4.0,0.0,0.0,2.0
1244,7309,3,146838.18,1117630,12,1.0,0,2.0,4.0,3.0,2.0,3.0
1245,7310,1,56004.0,1117630,29,6.0,0,,4.0,0.0,1.0,9.0
1246,7310,2,129240.0,1117630,68,1.0,0,2.0,4.0,2.0,2.0,4.0
1247,7313,2,55282.409999999996,1117630,20,1.0,0,1.0,4.0,2.0,1.0,1.0
1248,7317,3,32848.5,1117630,32,3.0,1,1.0,2.0,1.0,0.0,6.0
1249,7307,5,88314.0,1117630,13,1.0,1,2.0,2.0,2.0,2.0,2.0
1250,7322,1,91545.0,1117630,12,6.0,0,,4.0,1.0,1.0,1.0
1251,7322,1,376842.3,1117630,13,6.0,0,,4.0,1.0,0.0,2.0
1252,7318,3,157672.8,1117630,12,1.0,0,2.0,4.0,4.0,1.0,2.0
1253,7302,2,65923.17,1117630,5,1.0,0,1.0,4.0,2.0,0.0,2.0
1254,7318,5,212169.0,1117630,15,1.0,0,3.0,4.0,4.0,5.0,2.0
1255,7314,2,26925.0,1117630,65,3.0,0,1.0,4.0,1.0,1.0,2.0
1256,7314,1,117931.5,1117630,36,4.0,0,,4.0,1.0,1.0,3.0
1257,7302,1,197521.8,1117630,3,6.0,0,,4.0,1.0,0.0,2.0
1258,7315,2,71620.5,1117630,12,7.0,0,,4.0,1.0,0.0,2.0
1259,7308,2,772532.1,1117630,12,1.0,0,0.0,4.0,2.0,0.0,2.0
1260,7313,1,59278.079999999994,1117630,15,4.0,0,,4.0,1.0,1.0,2.0
1261,7303,2,51696.0,1117630,30,1.0,0,2.0,4.0,2.0,2.0,7.0
1262,7302,2,137532.9,1117630,25,1.0,0,2.0,4.0,3.0,2.0,1.0
1263,7313,2,206891.69999999998,1117630,8,1.0,0,2.0,4.0,2.0,2.0,2.0
1264,7308,4,99514.8,1117630,12,7.0,0,,4.0,1.0,1.0,2.0
1265,7312,1,175766.4,1117630,17,6.0,0,,4.0,1.0,1.0,2.0
1266,7309,4,322023.0,1117630,31,1.0,1,3.0,2.0,4.0,3.0,3.0
1267,7314,1,64620.0,1117630,22,6.0,0,,4.0,1.0,1.0,2.0
1268,7311,1,168335.1,1117630,23,4.0,0,,4.0,1.0,1.0,3.0
1269,7321,3,36510.299999999996,1117630,12,3.0,1,1.0,3.0,1.0,1.0,8.0
1270,7314,2,90144.9,1117630,24,7.0,0,,4.0,2.0,2.0,8.0
1271,7310,2,112008.0,1117630,7,1.0,0,1.0,4.0,2.0,1.0,9.0
