SERIALNO,HHID,PUMA,NP,HHADJINC,WGTP,HHT,GQ_type,BLD,HUPAC
2017000523007,4078,7312,2,99084.0,6,1.0,0,5.0,4.0
2017000523207,4079,7313,2,177705.0,22,7.0,0,3.0,4.0
2017000523694,4080,7321,6,112008.0,17,1.0,0,2.0,2.0
2017000523914,4081,7313,1,32310.0,11,4.0,0,8.0,4.0
2017000524147,4082,7313,2,103392.0,37,2.0,0,5.0,4.0
2017000524494,4083,7313,2,280020.0,9,1.0,0,2.0,4.0
2017000524520,4084,7314,1,23155.5,10,6.0,0,7.0,4.0
2017000524749,4085,7315,3,100161.0,15,1.0,0,9.0,1.0
2017000524814,4086,7318,2,26601.899999999998,13,1.0,0,1.0,4.0
2017000524882,4087,7316,2,132524.85,13,1.0,0,2.0,4.0
2017000525209,4088,7322,1,70005.0,28,4.0,0,2.0,4.0
2017000525247,4089,7322,1,6462.0,34,6.0,0,2.0,4.0
2017000525437,4090,7317,2,21216.899999999998,11,1.0,0,2.0,4.0
2017000525522,4091,7306,3,74959.2,10,1.0,0,1.0,4.0
2017000525673,4092,7307,5,85729.2,12,1.0,0,2.0,2.0
2017000525749,4093,7314,3,129240.0,14,1.0,0,2.0,1.0
2017000525791,4094,7313,1,7969.799999999999,11,6.0,0,9.0,4.0
2017000525836,4095,7306,1,91545.0,40,4.0,0,8.0,4.0
2017000525926,4096,7303,1,32848.5,6,6.0,0,2.0,4.0
2017000525966,4097,7307,3,87441.62999999999,13,1.0,0,1.0,2.0
2017000526037,4098,7320,1,33925.5,12,6.0,0,2.0,4.0
2017000526281,4099,7310,3,584811.0,22,1.0,0,2.0,1.0
2017000526340,4100,7319,3,41464.5,15,3.0,0,2.0,4.0
2017000526454,4101,7306,2,116316.0,16,7.0,0,6.0,4.0
2017000526477,4102,7306,3,48465.0,9,1.0,0,8.0,1.0
2017000526574,4103,7317,6,77220.9,15,2.0,0,2.0,4.0
2017000527065,4104,7301,2,47495.7,11,1.0,0,2.0,4.0
2017000527157,4105,7320,3,240386.4,15,1.0,0,2.0,4.0
2017000527178,4106,7316,2,75820.8,18,1.0,0,9.0,4.0
2017000527536,4107,7316,1,63543.0,30,6.0,0,2.0,4.0
2017000527545,4108,7317,1,8185.2,17,4.0,0,8.0,4.0
2017000527716,4109,7301,2,231555.0,13,1.0,0,7.0,4.0
2017000528062,4110,7315,4,263111.1,13,1.0,0,2.0,4.0
2017000528325,4111,7314,1,52557.6,14,6.0,0,7.0,4.0
2017000528390,4112,7311,2,215400.0,24,1.0,0,3.0,4.0
2017000528435,4113,7301,2,84006.0,7,1.0,0,2.0,4.0
2017000528513,4114,7310,1,4308.0,16,4.0,0,7.0,4.0
2017000528656,4115,7317,4,211522.8,11,1.0,0,2.0,2.0
2017000528790,4116,7308,1,32310.0,23,4.0,0,2.0,4.0
2017000528909,4117,7318,5,69574.2,12,1.0,0,6.0,1.0
2017000529450,4118,7313,2,23478.6,12,5.0,0,8.0,4.0
2017000529527,4119,7309,2,119547.0,22,3.0,0,2.0,4.0
2017000529548,4120,7322,4,85083.0,33,1.0,0,6.0,2.0
2017000529697,4121,7316,3,336993.3,16,1.0,0,2.0,1.0
2017000529837,4122,7303,2,8185.2,26,1.0,0,2.0,4.0
2017000529902,4123,7304,2,177705.0,27,1.0,0,2.0,4.0
2017000529956,4124,7307,1,201399.0,21,4.0,0,2.0,4.0
2017000530032,4125,7308,1,86160.0,23,4.0,0,6.0,4.0
2017000530218,4126,7304,1,34464.0,43,6.0,0,5.0,4.0
2017000530246,4127,7306,2,129563.09999999999,6,5.0,0,2.0,4.0
2017000530550,4128,7319,5,28648.199999999997,45,1.0,0,5.0,3.0
2017000530611,4129,7310,2,813135.0,10,1.0,0,9.0,4.0
2017000530708,4130,7314,1,45018.6,16,4.0,0,2.0,4.0
2017000531439,4131,7316,2,210553.5,19,1.0,0,9.0,4.0
2017000531523,4132,7306,4,48034.2,20,1.0,0,5.0,3.0
2017000531716,4133,7319,2,75066.9,23,1.0,0,2.0,4.0
2017000531823,4134,7311,3,242701.94999999998,12,1.0,0,2.0,2.0
2017000532438,4135,7311,1,5385.0,22,6.0,0,8.0,4.0
2017000532580,4136,7305,4,41679.9,14,1.0,0,5.0,4.0
2017000532673,4137,7304,3,240709.5,49,1.0,0,5.0,1.0
2017000532675,4138,7302,3,59235.0,30,1.0,0,9.0,2.0
2017000532875,4139,7311,5,217123.19999999998,13,1.0,0,2.0,4.0
2017000533578,4140,7317,2,193860.0,9,1.0,0,2.0,4.0
2017000534377,4141,7319,1,58696.5,14,4.0,0,2.0,4.0
2017000534458,4142,7322,2,56542.5,10,1.0,0,8.0,4.0
2017000534509,4143,7317,2,108777.0,53,7.0,0,8.0,4.0
2017000534681,4144,7310,1,75390.0,23,6.0,0,3.0,4.0
2017000534950,4145,7314,1,25848.0,31,6.0,0,2.0,4.0
2017000535244,4146,7321,1,35110.2,18,4.0,0,2.0,4.0
2017000535618,4147,7319,5,236940.0,21,1.0,0,2.0,2.0
2017000535725,4148,7319,4,24771.0,38,2.0,0,9.0,2.0
2017000535745,4149,7303,5,114377.4,32,2.0,0,8.0,2.0
2017000535793,4150,7310,1,59881.2,11,6.0,0,2.0,4.0
2017000535829,4151,7306,3,86590.8,40,1.0,0,7.0,2.0
2017000536030,4152,7303,4,91545.0,34,1.0,0,2.0,2.0
2017000536180,4153,7313,2,157242.0,19,3.0,0,2.0,4.0
2017000536238,4154,7310,2,189552.0,13,7.0,0,2.0,4.0
2017000536518,4155,7301,5,82929.0,57,1.0,0,8.0,4.0
2017000536569,4156,7315,1,376.95,73,4.0,0,9.0,4.0
2017000536604,4157,7309,4,200322.0,72,1.0,0,5.0,1.0
2017000536624,4158,7314,2,140010.0,24,7.0,0,8.0,4.0
2017000536768,4159,7305,4,108777.0,39,5.0,0,2.0,2.0
2017000536994,4160,7305,4,415722.0,19,1.0,0,2.0,2.0
2017000537410,4161,7301,1,75390.0,17,4.0,0,2.0,4.0
2017000537420,4162,7312,1,71082.0,27,6.0,0,8.0,4.0
2017000537504,4163,7313,2,108777.0,10,3.0,0,2.0,4.0
2017000537561,4164,7309,2,66235.5,26,1.0,0,9.0,4.0
2017000537795,4165,7310,4,291328.5,6,1.0,0,3.0,2.0
2017000538187,4166,7306,1,897141.0,7,4.0,0,2.0,4.0
2017000538214,4167,7303,2,67312.5,24,1.0,0,2.0,4.0
2017000538387,4168,7309,1,153903.3,14,4.0,0,6.0,4.0
2017000538486,4169,7321,3,30909.899999999998,13,1.0,0,8.0,2.0
2017000538793,4170,7307,2,115885.2,12,1.0,0,2.0,4.0
2017000538889,4171,7309,1,91545.0,44,4.0,0,8.0,4.0
2017000538983,4172,7312,3,117511.47,15,1.0,0,2.0,4.0
2017000539405,4173,7310,1,11200.8,11,6.0,0,7.0,4.0
2017000539517,4174,7305,1,11416.199999999999,13,4.0,0,8.0,4.0
2017000539527,4175,7310,1,57081.0,25,6.0,0,4.0,4.0
2017000539553,4176,7309,4,272481.0,16,1.0,0,2.0,2.0
2017000539579,4177,7313,1,25848.0,16,4.0,0,2.0,4.0
2017000539666,4178,7306,5,40818.299999999996,13,1.0,0,3.0,2.0
2017000539699,4179,7303,3,15293.4,10,3.0,0,9.0,2.0
2017000539765,4180,7317,2,199245.0,15,1.0,0,8.0,4.0
2017000539834,4181,7302,2,296175.0,2,1.0,0,2.0,4.0
2017000540133,4182,7306,2,179169.72,10,7.0,0,2.0,4.0
2017000540334,4183,7316,2,204630.0,63,5.0,0,3.0,4.0
2017000540380,4184,7318,3,31017.6,26,3.0,0,2.0,4.0
2017000540780,4185,7318,4,30586.8,7,3.0,0,7.0,2.0
2017000540962,4186,7306,1,145395.0,17,4.0,0,2.0,4.0
2017000541004,4187,7321,4,62466.0,12,1.0,0,7.0,2.0
2017000541139,4188,7320,3,64620.0,26,1.0,0,2.0,1.0
2017000541176,4189,7317,2,301560.0,13,1.0,0,2.0,4.0
2017000541397,4190,7315,3,193860.0,22,3.0,0,2.0,2.0
2017000541431,4191,7322,3,129240.0,98,1.0,0,2.0,4.0
2017000541465,4192,7315,5,40279.799999999996,10,2.0,0,3.0,2.0
2017000541565,4193,7316,3,339255.0,44,1.0,0,2.0,1.0
2017000541814,4194,7311,2,43080.0,10,1.0,0,5.0,4.0
2017000541839,4195,7313,5,80775.0,35,1.0,0,2.0,1.0
2017000541879,4196,7305,3,53850.0,12,1.0,0,2.0,1.0
2017000541909,4197,7321,4,22617.0,23,3.0,0,6.0,2.0
2017000541929,4198,7321,2,27032.7,6,1.0,0,2.0,4.0
2017000541999,4199,7303,2,42035.31,12,1.0,0,2.0,4.0
2017000542012,4200,7321,3,22186.2,69,1.0,0,8.0,4.0
2017000542015,4201,7316,1,44157.0,36,4.0,0,4.0,4.0
2017000542337,4202,7317,2,61604.399999999994,10,1.0,0,5.0,4.0
2017000542687,4203,7305,3,129240.0,19,2.0,0,2.0,4.0
2017000542750,4204,7317,2,48895.799999999996,16,5.0,0,1.0,4.0
2017000543131,4205,7301,2,231555.0,24,1.0,0,2.0,4.0
2017000543397,4206,7309,4,366180.0,21,1.0,0,2.0,2.0
2017000543416,4207,7317,9,96176.09999999999,15,1.0,0,2.0,3.0
2017000543619,4208,7315,4,68281.8,64,1.0,0,2.0,4.0
2017000543670,4209,7307,1,67958.7,21,6.0,0,2.0,4.0
2017000543677,4210,7318,3,130855.5,11,1.0,0,2.0,4.0
2017000543687,4211,7306,7,123101.09999999999,12,1.0,0,2.0,3.0
2017000543695,4212,7306,5,99084.0,11,1.0,0,2.0,3.0
2017000543791,4213,7321,2,4846.5,11,3.0,0,2.0,4.0
2017000544152,4214,7301,2,50619.0,13,7.0,0,5.0,4.0
2017000544183,4215,7316,4,152934.0,12,1.0,0,2.0,2.0
2017000544200,4216,7318,3,193752.3,29,1.0,0,3.0,4.0
2017000544307,4217,7311,2,548839.2,18,1.0,0,2.0,4.0
2017000544422,4218,7305,3,37156.5,66,3.0,0,1.0,2.0
2017000544435,4219,7317,1,9262.199999999999,12,4.0,0,4.0,4.0
2017000544896,4220,7302,2,84006.0,11,1.0,0,2.0,4.0
2017000544944,4221,7306,4,68497.2,29,1.0,0,8.0,3.0
2017000545194,4222,7316,2,75390.0,16,7.0,0,8.0,4.0
2017000545266,4223,7310,2,146472.0,12,1.0,0,2.0,4.0
2017000545450,4224,7313,3,138071.4,14,1.0,0,2.0,4.0
2017000545471,4225,7316,2,109121.64,11,5.0,0,2.0,4.0
2017000545474,4226,7321,5,120193.2,13,1.0,0,7.0,2.0
2017000545634,4227,7318,1,34700.939999999995,6,4.0,0,9.0,4.0
2017000545890,4228,7306,2,579856.7999999999,6,1.0,0,2.0,4.0
2017000546003,4229,7313,2,240171.0,8,1.0,0,2.0,4.0
2017000546036,4230,7303,2,50834.4,12,1.0,0,2.0,4.0
2017000546156,4231,7320,4,126439.79999999999,15,1.0,0,2.0,2.0
2017000546165,4232,7310,2,108238.5,8,1.0,0,3.0,4.0
2017000546202,4233,7308,2,98222.4,14,1.0,0,3.0,4.0
2017000546281,4234,7313,2,220785.0,12,1.0,0,2.0,4.0
2017000546290,4235,7317,3,18093.6,29,1.0,0,8.0,1.0
2017000546306,4236,7312,3,92622.0,5,7.0,0,4.0,4.0
2017000546390,4237,7314,1,365210.7,14,4.0,0,2.0,4.0
2017000546448,4238,7305,2,12385.5,31,5.0,0,1.0,4.0
2017000546698,4239,7320,2,133548.0,61,2.0,0,3.0,4.0
2017000546701,4240,7309,1,536346.0,23,6.0,0,2.0,4.0
2017000546790,4241,7301,1,30156.0,78,6.0,0,6.0,4.0
2017000546908,4242,7313,6,217015.5,8,1.0,0,2.0,1.0
2017000547140,4243,7319,2,71297.4,13,3.0,0,2.0,4.0
2017000547442,4244,7321,4,86160.0,13,2.0,0,8.0,2.0
2017000547443,4245,7322,2,59235.0,50,3.0,0,7.0,4.0
2017000547506,4246,7304,4,76467.0,16,3.0,0,6.0,2.0
2017000547545,4247,7307,4,88314.0,14,3.0,0,2.0,2.0
2017000547710,4248,7318,2,6462.0,25,3.0,0,5.0,4.0
2017000547859,4249,7304,4,140010.0,44,3.0,0,2.0,3.0
2017000547863,4250,7313,1,67097.09999999999,11,6.0,0,2.0,4.0
2017000548082,4251,7315,1,38772.0,11,4.0,0,2.0,4.0
2017000548115,4252,7304,2,127086.0,18,7.0,0,4.0,4.0
2017000548582,4253,7306,2,28540.5,10,1.0,0,9.0,4.0
2017000548598,4254,7308,2,67851.0,13,1.0,0,2.0,4.0
2017000549288,4255,7307,2,85944.59999999999,13,1.0,0,2.0,4.0
2017000549326,4256,7303,3,60312.0,17,3.0,0,7.0,4.0
2017000549422,4257,7307,2,119116.2,24,1.0,0,2.0,4.0
2017000549498,4258,7316,2,229077.9,20,5.0,0,9.0,4.0
2017000549632,4259,7318,9,228862.5,15,1.0,0,2.0,2.0
2017000549662,4260,7315,1,12880.92,30,6.0,0,9.0,4.0
2017000549745,4261,7307,2,48034.2,20,3.0,0,1.0,4.0
2017000549757,4262,7313,2,48465.0,19,3.0,0,1.0,2.0
2017000549932,4263,7315,2,304252.5,17,1.0,0,2.0,4.0
2017000549967,4264,7302,3,74959.2,22,1.0,0,2.0,4.0
2017000550024,4265,7320,2,61065.899999999994,28,1.0,0,2.0,4.0
2017000550114,4266,7305,1,24447.899999999998,12,4.0,0,1.0,4.0
2017000550139,4267,7306,6,120408.59999999999,9,2.0,0,2.0,4.0
2017000550173,4268,7310,1,101991.9,61,4.0,0,2.0,4.0
2017000550188,4269,7306,3,148949.1,69,1.0,0,1.0,4.0
2017000550208,4270,7313,2,86698.5,7,3.0,0,2.0,4.0
2017000550335,4271,7313,4,148302.9,21,1.0,0,2.0,4.0
2017000550565,4272,7305,1,16801.2,10,4.0,0,1.0,4.0
2017000550787,4273,7315,5,122778.0,40,1.0,0,2.0,4.0
2017000550890,4274,7310,1,66774.0,11,6.0,0,3.0,4.0
2017000550940,4275,7314,1,71512.8,21,6.0,0,2.0,4.0
2017000551185,4276,7320,4,286482.0,16,1.0,0,2.0,2.0
2017000551420,4277,7319,3,37695.0,39,3.0,0,8.0,3.0
2017000551460,4278,7316,1,24771.0,11,6.0,0,9.0,4.0
2017000551691,4279,7316,2,199245.0,32,5.0,0,9.0,4.0
2017000552127,4280,7307,4,87129.3,15,1.0,0,1.0,2.0
2017000552169,4281,7311,2,121701.0,38,1.0,0,9.0,4.0
2017000552483,4282,7314,2,188475.0,27,1.0,0,2.0,4.0
2017000552491,4283,7311,1,48465.0,19,6.0,0,9.0,4.0
2017000552506,4284,7311,3,347871.0,38,1.0,0,2.0,2.0
2017000552613,4285,7320,4,149703.0,42,1.0,0,3.0,4.0
2017000552766,4286,7316,9,90468.0,24,1.0,0,2.0,3.0
2017000552951,4287,7301,4,129240.0,20,1.0,0,9.0,1.0
2017000553548,4288,7313,6,175012.5,34,1.0,0,2.0,2.0
2017000553616,4289,7305,3,107700.0,37,1.0,0,2.0,1.0
2017000554272,4290,7318,5,43941.6,8,1.0,0,2.0,4.0
2017000554611,4291,7313,3,87021.59999999999,48,1.0,0,4.0,4.0
2017000554848,4292,7313,2,26925.0,14,1.0,0,1.0,4.0
2017000554851,4293,7320,4,42541.5,14,1.0,0,2.0,2.0
2017000554912,4294,7308,1,2154.0,14,4.0,0,4.0,4.0
2017000554929,4295,7317,3,180720.6,19,1.0,0,2.0,1.0
2017000554954,4296,7319,5,84436.8,11,3.0,0,2.0,4.0
2017000555002,4297,7318,4,39849.0,24,1.0,0,2.0,2.0
2017000555049,4298,7313,2,15401.099999999999,19,2.0,0,1.0,4.0
2017000555329,4299,7319,2,20247.6,9,1.0,0,4.0,4.0
2017000555406,4300,7306,2,61712.1,19,1.0,0,2.0,4.0
2017000555429,4301,7315,2,96930.0,23,1.0,0,3.0,4.0
2017000555778,4302,7316,1,51696.0,13,4.0,0,2.0,4.0
2017000555979,4303,7315,3,92622.0,15,5.0,0,3.0,4.0
2017000556088,4304,7314,3,212169.0,41,1.0,0,2.0,4.0
2017000556156,4305,7310,3,227257.77,26,5.0,0,3.0,4.0
2017000556185,4306,7303,4,90468.0,8,1.0,0,2.0,2.0
2017000556249,4307,7307,1,66774.0,19,6.0,0,1.0,4.0
2017000556476,4308,7310,4,145287.3,14,1.0,0,9.0,2.0
2017000556530,4309,7306,3,164134.8,16,1.0,0,2.0,4.0
2017000556855,4310,7301,3,77651.7,15,3.0,0,9.0,1.0
2017000557128,4311,7311,1,48249.6,19,6.0,0,2.0,4.0
2017000557233,4312,7319,1,22078.5,12,4.0,0,6.0,4.0
2017000557826,4313,7310,4,103392.0,8,1.0,0,3.0,2.0
2017000557867,4314,7302,1,38772.0,37,4.0,0,2.0,4.0
2017000558192,4315,7311,2,161550.0,27,1.0,0,7.0,4.0
2017000558467,4316,7314,3,73236.0,12,7.0,0,3.0,4.0
2017000558589,4317,7314,1,10770.0,13,4.0,0,3.0,4.0
2017000558740,4318,7306,1,16155.0,40,4.0,0,9.0,4.0
2017000558792,4319,7302,1,44910.9,20,6.0,0,2.0,4.0
2017000558838,4320,7309,3,323100.0,12,1.0,0,2.0,4.0
2017000559213,4321,7317,2,51265.2,28,5.0,0,7.0,4.0
2017000559226,4322,7307,3,179320.5,16,1.0,0,2.0,1.0
2017000559271,4323,7316,4,250941.0,13,1.0,0,2.0,1.0
2017000559276,4324,7301,2,41787.6,11,1.0,0,1.0,4.0
2017000559395,4325,7303,1,18416.7,24,6.0,0,1.0,4.0
2017000559438,4326,7322,5,167150.4,13,3.0,0,2.0,4.0
2017000559605,4327,7316,3,51049.799999999996,34,3.0,0,2.0,4.0
2017000560286,4328,7308,3,107700.0,47,1.0,0,2.0,2.0
2017000560299,4329,7306,2,37587.299999999996,10,1.0,0,2.0,4.0
2017000560423,4330,7317,3,39019.71,14,3.0,0,2.0,2.0
2017000560449,4331,7306,8,68174.09999999999,10,3.0,0,2.0,2.0
2017000560459,4332,7314,2,33171.6,12,7.0,0,7.0,4.0
2017000560462,4333,7302,2,393105.0,62,1.0,0,2.0,4.0
2017000560953,4334,7322,3,60312.0,31,1.0,0,3.0,4.0
2017000560962,4335,7318,5,94237.5,7,1.0,0,7.0,4.0
2017000561543,4336,7317,3,51588.299999999996,19,3.0,0,5.0,2.0
2017000561574,4337,7304,2,129240.0,36,3.0,0,2.0,2.0
2017000561941,4338,7318,5,60204.299999999996,13,1.0,0,2.0,1.0
2017000562030,4339,7314,5,102315.0,73,1.0,0,3.0,3.0
2017000562381,4340,7302,2,275712.0,8,1.0,0,2.0,4.0
2017000562411,4341,7318,2,25740.3,12,3.0,0,2.0,4.0
2017000562484,4342,7309,2,730206.0,14,1.0,0,2.0,4.0
2017000562640,4343,7308,3,162734.69999999998,20,1.0,0,2.0,4.0
2017000562720,4344,7315,2,284371.08,12,1.0,0,2.0,4.0
2017000562815,4345,7316,1,73236.0,23,6.0,0,6.0,4.0
2017000562870,4346,7317,3,53850.0,7,1.0,0,3.0,1.0
2017000562905,4347,7310,2,30371.399999999998,39,1.0,0,5.0,4.0
2017000563042,4348,7304,2,98007.0,13,1.0,0,2.0,4.0
2017000563262,4349,7317,1,5600.4,24,4.0,0,2.0,4.0
2017000563271,4350,7305,1,7539.0,23,4.0,0,3.0,4.0
2017000563397,4351,7314,6,170166.0,18,1.0,0,2.0,3.0
2017000563442,4352,7301,4,171243.0,15,1.0,0,2.0,2.0
2017000563518,4353,7321,2,53850.0,6,1.0,0,2.0,4.0
2017000563556,4354,7312,1,532576.5,19,4.0,0,9.0,4.0
2017000563758,4355,7307,4,218954.1,14,1.0,0,2.0,2.0
2017000564108,4356,7314,1,4415.7,11,4.0,0,2.0,4.0
2017000564193,4357,7316,2,106192.2,11,3.0,0,5.0,4.0
2017000564228,4358,7302,2,256326.0,23,1.0,0,2.0,4.0
2017000564562,4359,7313,3,266342.1,21,1.0,0,9.0,4.0
2017000564618,4360,7301,1,0.0,25,6.0,0,7.0,4.0
2017000564669,4361,7307,2,75390.0,21,3.0,0,2.0,4.0
2017000564986,4362,7320,2,116316.0,32,1.0,0,3.0,4.0
2017000565013,4363,7321,1,57081.0,15,4.0,0,10.0,4.0
2017000565040,4364,7314,1,96714.59999999999,9,6.0,0,9.0,4.0
2017000565157,4365,7308,1,12816.3,23,6.0,0,7.0,4.0
2017000565275,4366,7308,3,543238.7999999999,18,1.0,0,2.0,4.0
2017000565285,4367,7321,1,55034.7,13,6.0,0,2.0,4.0
2017000565327,4368,7314,1,77544.0,14,6.0,0,5.0,4.0
2017000565381,4369,7317,2,205707.0,16,2.0,0,2.0,4.0
2017000565575,4370,7310,2,298329.0,11,1.0,0,2.0,4.0
2017000565838,4371,7301,2,60527.399999999994,84,5.0,0,6.0,4.0
2017000565971,4372,7313,4,215400.0,8,1.0,0,2.0,2.0
2017000566010,4373,7315,3,171350.69999999998,20,1.0,0,2.0,4.0
2017000566268,4374,7307,4,21540.0,7,1.0,0,2.0,1.0
2017000566547,4375,7312,1,20570.7,12,6.0,0,6.0,4.0
2017000566647,4376,7319,3,62035.2,11,3.0,0,8.0,4.0
2017000566810,4377,7321,4,94776.0,13,1.0,0,1.0,4.0
2017000566857,4378,7302,2,76467.0,34,1.0,0,2.0,4.0
2017000566875,4379,7307,4,128163.0,23,1.0,0,2.0,1.0
2017000567201,4380,7311,3,193860.0,9,1.0,0,3.0,4.0
2017000567255,4381,7315,2,15724.199999999999,33,3.0,0,8.0,2.0
2017000567449,4382,7321,1,27140.399999999998,12,6.0,0,2.0,4.0
2017000567465,4383,7322,1,16478.1,12,6.0,0,2.0,4.0
2017000567505,4384,7317,2,20463.0,19,1.0,0,2.0,4.0
2017000567527,4385,7314,4,204630.0,14,1.0,0,2.0,3.0
2017000567554,4386,7304,1,54173.1,29,6.0,0,8.0,4.0
2017000567558,4387,7309,5,67851.0,25,1.0,0,2.0,1.0
2017000567944,4388,7306,2,20409.149999999998,10,1.0,0,1.0,4.0
2017000567970,4389,7306,1,28863.6,12,6.0,0,9.0,4.0
2017000568145,4390,7308,3,118470.0,13,3.0,0,5.0,2.0
2017000568240,4391,7317,1,61389.0,20,4.0,0,7.0,4.0
2017000568309,4392,7310,3,134625.0,43,1.0,0,9.0,1.0
2017000568413,4393,7302,1,32633.1,46,4.0,0,8.0,4.0
2017000568454,4394,7317,3,9046.8,37,3.0,0,9.0,2.0
2017000568527,4395,7301,3,166611.9,25,1.0,0,2.0,2.0
2017000568571,4396,7303,7,70974.3,29,3.0,0,7.0,3.0
2017000568756,4397,7317,4,91868.09999999999,27,1.0,0,2.0,4.0
2017000568757,4398,7319,1,129240.0,64,4.0,0,6.0,4.0
2017000568843,4399,7315,2,42326.1,20,1.0,0,2.0,4.0
2017000568931,4400,7308,1,58158.0,18,4.0,0,9.0,4.0
2017000569056,4401,7305,1,25848.0,19,6.0,0,9.0,4.0
2017000569265,4402,7302,3,51696.0,11,1.0,0,2.0,4.0
2017000569318,4403,7313,2,56542.5,13,1.0,0,2.0,4.0
2017000569502,4404,7304,3,263111.1,28,1.0,0,2.0,2.0
2017000569588,4405,7317,1,23694.0,24,6.0,0,9.0,4.0
2017000569777,4406,7322,5,46741.799999999996,18,1.0,0,2.0,2.0
2017000569783,4407,7314,1,0.0,24,6.0,0,8.0,4.0
2017000569790,4408,7316,2,204630.0,13,7.0,0,2.0,4.0
2017000570085,4409,7307,1,12277.8,26,6.0,0,6.0,4.0
2017000570101,4410,7314,2,190952.1,12,1.0,0,2.0,4.0
2017000570173,4411,7319,2,249864.0,7,1.0,0,2.0,4.0
2017000570309,4412,7309,3,107700.0,34,2.0,0,5.0,2.0
2017000570324,4413,7318,8,99687.12,12,3.0,0,3.0,3.0
2017000570353,4414,7311,3,100161.0,36,1.0,0,2.0,4.0
2017000570495,4415,7303,1,16155.0,12,4.0,0,4.0,4.0
2017000570594,4416,7321,2,53526.9,14,1.0,0,2.0,4.0
2017000570665,4417,7310,2,112008.0,12,5.0,0,6.0,4.0
2017000570746,4418,7302,3,89498.7,19,2.0,0,2.0,4.0
2017000570969,4419,7301,2,33925.5,93,2.0,0,7.0,4.0
2017000571342,4420,7307,8,372642.0,5,2.0,0,2.0,3.0
2017000571501,4421,7305,2,285835.8,34,1.0,0,2.0,4.0
2017000571619,4422,7302,6,90144.9,12,1.0,0,1.0,2.0
2017000571995,4423,7305,2,66181.65,20,1.0,0,2.0,4.0
2017000572180,4424,7311,2,164134.8,12,1.0,0,2.0,4.0
2017000572193,4425,7315,2,44587.799999999996,66,3.0,0,9.0,4.0
2017000572203,4426,7306,1,32310.0,6,6.0,0,6.0,4.0
2017000572375,4427,7321,3,79698.0,26,1.0,0,6.0,4.0
2017000572448,4428,7314,2,57188.7,19,3.0,0,2.0,4.0
2017000572927,4429,7301,4,89821.8,8,3.0,0,2.0,4.0
2017000573103,4430,7317,6,78621.0,14,1.0,0,2.0,2.0
2017000573126,4431,7321,3,43080.0,22,3.0,0,6.0,2.0
2017000573173,4432,7313,2,41356.799999999996,12,2.0,0,2.0,2.0
2017000573506,4433,7316,1,101378.01,24,4.0,0,9.0,4.0
2017000573644,4434,7314,4,237047.69999999998,22,1.0,0,2.0,2.0
2017000573652,4435,7303,6,70112.7,12,1.0,0,2.0,2.0
2017000573672,4436,7306,3,45880.2,17,1.0,0,2.0,4.0
2017000573723,4437,7304,1,95853.0,17,4.0,0,5.0,4.0
2017000573763,4438,7318,1,90468.0,32,4.0,0,2.0,4.0
2017000574027,4439,7322,2,54927.0,28,2.0,0,2.0,4.0
2017000574274,4440,7303,3,112546.5,22,1.0,0,2.0,2.0
2017000574417,4441,7316,1,33387.0,15,4.0,0,4.0,4.0
2017000574490,4442,7313,4,60645.869999999995,21,1.0,0,2.0,2.0
2017000574515,4443,7318,4,37695.0,12,3.0,0,2.0,2.0
2017000574682,4444,7312,2,128270.7,13,1.0,0,6.0,4.0
2017000574761,4445,7316,2,96930.0,9,7.0,0,8.0,4.0
2017000574792,4446,7313,3,120624.0,39,1.0,0,3.0,2.0
2017000575022,4447,7307,2,107700.0,12,3.0,0,2.0,2.0
2017000575063,4448,7307,2,32848.5,12,1.0,0,2.0,4.0
2017000575170,4449,7316,2,272481.0,21,1.0,0,9.0,4.0
2017000575246,4450,7317,1,23694.0,28,6.0,0,7.0,4.0
2017000575393,4451,7303,4,104899.8,11,1.0,0,2.0,2.0
2017000575635,4452,7301,2,273988.8,16,1.0,0,2.0,4.0
2017000575655,4453,7305,4,118146.9,19,1.0,0,3.0,2.0
2017000575687,4454,7311,4,37695.0,9,3.0,0,2.0,1.0
2017000575957,4455,7314,4,55034.7,28,3.0,0,2.0,2.0
2017000576248,4456,7315,2,215400.0,13,7.0,0,2.0,4.0
2017000576263,4457,7321,6,148626.0,15,1.0,0,2.0,2.0
2017000576319,4458,7321,2,39095.1,9,5.0,0,6.0,4.0
2017000576611,4459,7306,1,40064.4,12,4.0,0,2.0,4.0
2017000576803,4460,7308,3,107700.0,43,2.0,0,2.0,2.0
2017000576848,4461,7312,4,182013.0,12,1.0,0,2.0,2.0
2017000576933,4462,7305,1,32310.0,23,6.0,0,1.0,4.0
2017000577661,4463,7307,1,56650.2,71,6.0,0,8.0,4.0
2017000577900,4464,7322,2,7215.9,11,3.0,0,5.0,4.0
2017000577996,4465,7303,4,102961.2,10,1.0,0,2.0,2.0
2017000578790,4466,7316,2,170166.0,83,5.0,0,6.0,4.0
2017000578793,4467,7305,1,70543.5,11,6.0,0,1.0,4.0
2017000578882,4468,7309,2,269357.7,13,1.0,0,2.0,4.0
2017000579031,4469,7316,4,11847.0,14,3.0,0,6.0,2.0
2017000579200,4470,7312,1,91545.0,22,4.0,0,5.0,4.0
2017000579335,4471,7321,2,36618.0,31,1.0,0,1.0,4.0
