HHID,SPORDER,PUMA,AGEP,SCHG,COW,SEX,ESR,MIL,WKHP,RAC1P,HISP,isWorker,pop_race,NAICS2,WKW,OCCP,SCHL,isinlaborforce,SOCP,SOC2
15890,1,7315,25,0,2.0,2,1.0,4.0,40.0,9,1,1,Two or More,62,1.0,120.0,21.0,1,113031,11
15890,2,7315,26,15,1.0,1,1.0,4.0,40.0,1,1,1,White,33,5.0,7905.0,19.0,1,519160,51
15891,1,7318,69,0,6.0,2,1.0,4.0,30.0,1,2,1,Hispanic,81,1.0,4230.0,6.0,1,372012,37
15891,2,7318,47,0,6.0,2,1.0,4.0,40.0,1,2,1,Hispanic,81,1.0,4230.0,11.0,1,372012,37
15891,3,7318,44,0,6.0,1,1.0,4.0,10.0,1,2,1,Hispanic,44,1.0,7750.0,9.0,1,5120XX,51
15891,4,7318,26,0,1.0,2,1.0,4.0,30.0,1,2,1,Hispanic,62,3.0,3602.0,16.0,1,311122,31
15892,1,7306,35,0,6.0,2,6.0,4.0,,1,2,0,Hispanic,33,,7750.0,5.0,0,5120XX,51
15892,2,7306,14,10,,2,,,,1,2,0,Hispanic,0,,,10.0,0,0,0
15892,3,7306,10,6,,2,,,,1,2,0,Hispanic,0,,,6.0,0,0,0
15892,4,7306,8,4,,2,,,,1,2,0,Hispanic,0,,,4.0,0,0,0
15893,1,7316,94,0,,2,6.0,4.0,,1,1,0,White,0,,,11.0,0,0,0
15894,1,7305,48,0,1.0,2,1.0,4.0,40.0,1,2,1,Hispanic,62,1.0,5110.0,18.0,1,433021,43
15894,2,7305,37,0,7.0,1,1.0,4.0,40.0,1,2,1,Hispanic,23,1.0,220.0,20.0,1,119021,11
15895,1,7306,38,0,4.0,2,1.0,4.0,50.0,1,1,1,White,61,1.0,2310.0,21.0,1,252020,25
15895,2,7306,38,0,1.0,1,1.0,4.0,45.0,1,1,1,White,44,1.0,4700.0,21.0,1,411011,41
15895,3,7306,6,3,,1,,,,1,1,0,White,0,,,3.0,0,0,0
15895,4,7306,4,1,,2,,,,1,1,0,White,0,,,2.0,0,0,0
15896,1,7313,38,0,7.0,2,3.0,4.0,25.0,1,1,0,White,51,6.0,800.0,20.0,1,132011,13
15897,1,7315,30,0,1.0,1,1.0,4.0,40.0,1,1,1,White,32,1.0,2840.0,22.0,1,273042,27
15898,1,7319,75,0,,2,6.0,4.0,,1,1,0,White,0,,,17.0,0,0,0
15898,2,7319,76,0,2.0,1,1.0,4.0,30.0,1,1,1,White,81,1.0,4220.0,18.0,1,37201X,37
15899,1,7304,42,0,3.0,1,1.0,2.0,40.0,1,1,1,White,61,1.0,2310.0,22.0,1,252020,25
15899,2,7304,41,0,3.0,2,6.0,4.0,14.0,1,1,0,White,61,3.0,4600.0,20.0,0,399011,39
15899,3,7304,10,6,,2,,,,1,1,0,White,0,,,7.0,0,0,0
15899,4,7304,7,3,,2,,,,1,1,0,White,0,,,4.0,0,0,0
15900,1,7313,51,0,2.0,2,1.0,4.0,40.0,1,1,1,White,55,1.0,2360.0,21.0,1,2530XX,25
15900,2,7313,53,0,1.0,1,1.0,4.0,40.0,1,1,1,White,23,1.0,440.0,21.0,1,1191XX,11
15900,3,7313,23,0,,1,6.0,4.0,,1,1,0,White,0,,,16.0,0,0,0
15901,1,7304,45,0,1.0,1,1.0,4.0,45.0,1,1,1,White,56,1.0,1021.0,21.0,1,151252,15
15901,2,7304,43,0,1.0,2,1.0,4.0,50.0,6,1,1,Asian,53,1.0,440.0,18.0,1,1191XX,11
15902,1,7303,62,0,2.0,1,1.0,4.0,50.0,1,1,1,White,52,1.0,10.0,21.0,1,1110XX,11
15902,2,7303,63,0,1.0,2,1.0,4.0,24.0,1,1,1,White,62,1.0,3310.0,21.0,1,291292,29
15902,3,7303,33,0,1.0,2,1.0,4.0,40.0,1,1,1,White,81,1.0,4350.0,19.0,1,392021,39
15902,4,7303,28,0,1.0,1,1.0,4.0,38.0,1,1,1,White,45,1.0,4700.0,21.0,1,411011,41
15903,1,7319,27,0,1.0,1,1.0,2.0,40.0,1,1,1,White,23,1.0,6355.0,16.0,1,472111,47
15903,2,7319,28,0,1.0,2,1.0,4.0,40.0,1,1,1,White,54,1.0,800.0,21.0,1,132011,13
15903,3,7319,0,0,,1,,,,1,1,0,White,0,,,,0,0,0
15904,1,7305,64,0,1.0,1,6.0,4.0,,1,1,0,White,54,,4800.0,16.0,0,413011,41
15904,2,7305,27,0,1.0,1,1.0,4.0,40.0,1,1,1,White,56,1.0,120.0,21.0,1,113031,11
15904,3,7305,24,0,1.0,1,1.0,4.0,44.0,1,1,1,White,62,1.0,8255.0,19.0,1,515112,51
15905,1,7309,65,0,1.0,1,1.0,2.0,40.0,1,1,1,White,44,1.0,4720.0,22.0,1,412010,41
15905,2,7309,64,0,1.0,2,6.0,4.0,,1,1,0,White,44,,4720.0,21.0,0,412010,41
15906,1,7307,52,0,5.0,2,1.0,4.0,40.0,1,1,1,White,49,1.0,2145.0,18.0,1,232011,23
15906,2,7307,62,0,5.0,1,2.0,4.0,40.0,1,1,1,White,49,1.0,5550.0,18.0,1,435052,43
15907,1,7308,65,0,1.0,1,1.0,2.0,40.0,6,1,1,Asian,49,1.0,5550.0,19.0,1,435052,43
15907,2,7308,65,0,1.0,2,1.0,4.0,40.0,6,1,1,Asian,62,1.0,5110.0,19.0,1,433021,43
15908,1,7308,61,0,2.0,2,1.0,4.0,50.0,1,1,1,White,11,1.0,52.0,18.0,1,112022,11
15908,2,7308,58,0,1.0,1,1.0,4.0,40.0,1,1,1,White,33,1.0,8030.0,18.0,1,514041,51
15909,1,7313,59,0,6.0,1,1.0,4.0,36.0,1,1,1,White,71,1.0,4435.0,19.0,1,3930XX,39
15910,1,7322,63,0,1.0,2,1.0,4.0,40.0,1,2,1,Hispanic,44,1.0,520.0,20.0,1,131022,13
15910,2,7322,32,0,1.0,1,1.0,4.0,40.0,1,2,1,Hispanic,53,1.0,4710.0,16.0,1,411012,41
15911,1,7310,33,0,1.0,2,1.0,4.0,35.0,1,1,1,White,722,4.0,4110.0,19.0,1,353031,35
15912,1,7319,37,0,7.0,1,1.0,4.0,60.0,1,1,1,White,33,1.0,10.0,21.0,1,1110XX,11
15912,2,7319,42,0,7.0,2,3.0,4.0,30.0,1,1,0,White,54,5.0,2910.0,21.0,1,274021,27
15912,3,7319,6,2,,2,,,,1,1,0,White,0,,,3.0,0,0,0
15912,4,7319,3,0,,1,,,,1,1,0,White,0,,,1.0,0,0,0
15913,1,7321,52,0,2.0,2,1.0,4.0,40.0,1,2,1,Hispanic,62,1.0,2016.0,18.0,1,211093,21
15913,2,7321,18,15,1.0,2,1.0,4.0,15.0,1,2,1,Hispanic,44,1.0,4760.0,18.0,1,412031,41
15913,3,7321,80,0,,1,6.0,4.0,,1,2,0,Hispanic,0,,,17.0,0,0,0
15914,1,7311,29,0,5.0,1,4.0,1.0,40.0,6,1,1,Asian,MIL,1.0,9825.0,21.0,0,553010,55
15914,2,7311,29,0,2.0,2,1.0,4.0,8.0,6,1,1,Asian,81,2.0,2360.0,21.0,1,2530XX,25
15915,1,7313,32,0,2.0,1,1.0,4.0,42.0,1,1,1,White,62,1.0,800.0,21.0,1,132011,13
15915,2,7313,34,0,1.0,2,1.0,4.0,44.0,1,1,1,White,33,1.0,120.0,22.0,1,113031,11
15915,3,7313,5,1,,2,,,,1,1,0,White,0,,,2.0,0,0,0
15915,4,7313,0,0,,1,,,,1,1,0,White,0,,,,0,0,0
15916,1,7319,55,0,6.0,2,1.0,4.0,30.0,1,1,1,White,23,1.0,5740.0,16.0,1,436014,43
15916,2,7319,55,0,6.0,1,1.0,4.0,40.0,1,2,1,Hispanic,23,1.0,220.0,16.0,1,119021,11
15916,3,7319,20,15,1.0,1,1.0,4.0,16.0,1,2,1,Hispanic,23,1.0,6260.0,18.0,1,472061,47
15916,4,7319,37,0,,2,6.0,4.0,,1,2,0,Hispanic,0,,,13.0,0,0,0
15916,5,7319,37,0,,1,6.0,4.0,,1,2,0,Hispanic,0,,,12.0,0,0,0
15917,1,7303,40,0,1.0,1,1.0,2.0,40.0,9,1,1,Two or More,33,1.0,8030.0,19.0,1,514041,51
15917,2,7303,38,0,3.0,2,1.0,4.0,40.0,9,2,1,Hispanic,62,1.0,2014.0,16.0,1,211029,21
15917,3,7303,15,11,,1,,,,9,2,0,Hispanic,0,,,12.0,0,0,0
15917,4,7303,8,4,,1,,,,9,2,0,Hispanic,0,,,5.0,0,0,0
15918,1,7313,53,0,1.0,2,1.0,4.0,35.0,1,1,1,White,44,1.0,4720.0,20.0,1,412010,41
15918,2,7313,74,0,,1,6.0,4.0,,1,1,0,White,0,,,16.0,0,0,0
15919,1,7301,76,0,7.0,1,6.0,2.0,,1,1,0,White,22,,5120.0,16.0,0,433031,43
15919,2,7301,71,0,3.0,2,6.0,4.0,,1,1,0,White,61,,4600.0,16.0,0,399011,39
15920,1,7318,70,0,1.0,1,6.0,4.0,,1,2,0,Hispanic,44,,9150.0,16.0,0,533099,53
15920,2,7318,55,0,1.0,2,1.0,4.0,35.0,1,2,1,Hispanic,721,5.0,4230.0,1.0,1,372012,37
15921,1,7304,58,0,,2,6.0,4.0,,1,1,0,White,0,,,20.0,0,0,0
15921,2,7304,67,0,6.0,1,6.0,4.0,,1,1,0,White,23,,6442.0,16.0,0,472152,47
15922,1,7314,63,0,1.0,1,1.0,4.0,44.0,1,1,1,White,81,1.0,2830.0,20.0,1,273041,27
15922,2,7314,60,0,2.0,2,1.0,4.0,40.0,1,1,1,White,55,1.0,3322.0,20.0,1,292032,29
15922,3,7314,30,0,1.0,1,1.0,4.0,40.0,1,1,1,White,45,1.0,520.0,21.0,1,131022,13
15923,1,7310,29,0,5.0,1,4.0,1.0,40.0,8,2,1,Hispanic,MIL,1.0,2360.0,16.0,0,2530XX,25
15923,2,7310,31,0,1.0,2,6.0,4.0,,8,2,0,Hispanic,49,,5860.0,21.0,0,439061,43
15923,3,7310,5,2,,1,,,,8,2,0,Hispanic,0,,,2.0,0,0,0
15923,4,7310,3,0,,1,,,,8,2,0,Hispanic,0,,,1.0,0,0,0
15923,5,7310,0,0,,1,,,,8,2,0,Hispanic,0,,,,0,0,0
15924,1,7321,64,0,1.0,2,1.0,4.0,40.0,1,2,1,Hispanic,62,1.0,4230.0,15.0,1,372012,37
15924,2,7321,34,0,1.0,2,1.0,4.0,40.0,1,2,1,Hispanic,62,1.0,3645.0,19.0,1,319092,31
15925,1,7317,62,0,7.0,1,1.0,4.0,30.0,1,2,1,Hispanic,722,6.0,310.0,12.0,1,119051,11
15925,2,7317,59,0,6.0,2,1.0,4.0,35.0,1,2,1,Hispanic,722,1.0,9130.0,16.0,1,533030,53
15925,3,7317,38,0,8.0,2,6.0,4.0,20.0,1,2,0,Hispanic,722,6.0,4020.0,15.0,0,352010,35
15925,4,7317,17,14,,2,6.0,4.0,,1,2,0,Hispanic,0,,,14.0,0,0,0
15925,5,7317,9,5,,1,,,,1,2,0,Hispanic,0,,,6.0,0,0,0
15925,6,7317,81,0,,1,6.0,4.0,,1,2,0,Hispanic,0,,,16.0,0,0,0
15925,7,7317,78,0,,2,6.0,4.0,,1,2,0,Hispanic,0,,,9.0,0,0,0
15926,1,7314,24,0,3.0,2,1.0,4.0,40.0,1,1,1,White,92,1.0,5240.0,19.0,1,434051,43
15926,2,7314,32,0,1.0,1,1.0,4.0,50.0,9,1,1,Two or More,33,1.0,8990.0,19.0,1,5191XX,51
15927,1,7312,61,0,1.0,2,1.0,4.0,50.0,1,1,1,White,23,1.0,5000.0,19.0,1,431011,43
15928,1,7321,59,0,1.0,2,1.0,4.0,34.0,1,1,1,White,45,1.0,4760.0,15.0,1,412031,41
15928,2,7321,59,0,1.0,1,1.0,4.0,40.0,8,2,1,Hispanic,721,1.0,4530.0,17.0,1,396010,39
15929,1,7316,80,0,1.0,1,6.0,4.0,,1,1,0,White,44,,4700.0,22.0,0,411011,41
15930,1,7304,86,0,,2,6.0,4.0,,1,1,0,White,0,,,19.0,0,0,0
15931,1,7320,80,0,,2,6.0,4.0,,1,1,0,White,0,,,21.0,0,0,0
15931,2,7320,37,0,1.0,2,6.0,4.0,,1,1,0,White,53,,4920.0,22.0,0,419020,41
15931,3,7320,35,16,1.0,1,3.0,2.0,40.0,1,1,0,White,52,6.0,4810.0,23.0,1,413021,41
15931,4,7320,77,0,,1,6.0,2.0,,1,1,0,White,0,,,18.0,0,0,0
15932,1,7319,61,0,3.0,1,1.0,4.0,24.0,6,1,1,Asian,92,6.0,5860.0,18.0,1,439061,43
15932,2,7319,61,0,3.0,2,1.0,4.0,40.0,6,1,1,Asian,92,1.0,3515.0,21.0,1,292072,29
15933,1,7316,42,0,1.0,2,1.0,4.0,26.0,1,1,1,White,54,1.0,52.0,17.0,1,112022,11
15934,1,7306,52,0,6.0,1,1.0,4.0,40.0,6,1,1,Asian,81,1.0,7200.0,19.0,1,493023,49
15934,2,7306,52,0,1.0,2,1.0,4.0,40.0,6,1,1,Asian,81,1.0,5740.0,16.0,1,436014,43
15935,1,7313,59,0,2.0,2,1.0,4.0,40.0,1,1,1,White,62,1.0,2300.0,21.0,1,252010,25
15936,1,7304,45,0,2.0,2,1.0,4.0,40.0,6,1,1,Asian,62,1.0,3255.0,24.0,1,291141,29
15936,2,7304,50,0,7.0,1,1.0,4.0,30.0,6,1,1,Asian,62,1.0,3090.0,23.0,1,291210,29
15936,3,7304,16,12,,1,6.0,,,6,1,0,Asian,0,,,13.0,0,0,0
15936,4,7304,14,10,,1,,,,6,1,0,Asian,0,,,11.0,0,0,0
15936,5,7304,12,9,,1,,,,6,1,0,Asian,0,,,10.0,0,0,0
15937,1,7318,51,0,6.0,1,1.0,4.0,40.0,1,2,1,Hispanic,81,1.0,7240.0,12.0,1,493050,49
15937,2,7318,50,0,1.0,2,6.0,4.0,,1,2,0,Hispanic,45,,9645.0,16.0,0,537065,53
15937,3,7318,26,0,1.0,2,1.0,4.0,40.0,1,2,1,Hispanic,52,1.0,3645.0,19.0,1,319092,31
15937,4,7318,22,0,1.0,1,1.0,4.0,40.0,1,2,1,Hispanic,3M,1.0,8800.0,19.0,1,519111,51
15937,5,7318,12,9,,2,,,,1,2,0,Hispanic,0,,,9.0,0,0,0
15938,1,7315,90,0,,1,6.0,2.0,,1,1,0,White,0,,,1.0,0,0,0
15939,1,7313,67,0,,1,6.0,2.0,,1,1,0,White,0,,,20.0,0,0,0
15940,1,7318,81,0,,1,6.0,2.0,,1,1,0,White,0,,,21.0,0,0,0
15941,1,7317,31,0,1.0,1,1.0,4.0,40.0,6,1,1,Asian,33,1.0,7720.0,18.0,1,512020,51
15941,2,7317,66,0,,2,6.0,4.0,,6,1,0,Asian,0,,,1.0,0,0,0
15942,1,7316,59,0,1.0,1,1.0,4.0,50.0,8,2,1,Hispanic,722,1.0,4110.0,1.0,1,353031,35
15942,2,7316,55,0,,2,6.0,4.0,,8,2,0,Hispanic,0,,,1.0,0,0,0
15942,3,7316,23,15,1.0,2,1.0,4.0,30.0,8,2,1,Hispanic,44,1.0,4720.0,19.0,1,412010,41
15942,4,7316,20,15,1.0,1,1.0,4.0,30.0,8,2,1,Hispanic,71,1.0,4760.0,19.0,1,412031,41
15943,1,7313,43,0,1.0,2,1.0,4.0,40.0,2,1,1,Black,54,1.0,530.0,16.0,1,131023,13
15944,1,7318,48,0,1.0,2,1.0,4.0,40.0,1,2,1,Hispanic,62,1.0,5740.0,16.0,1,436014,43
15944,2,7318,23,0,2.0,2,1.0,4.0,25.0,1,2,1,Hispanic,81,1.0,4622.0,21.0,1,399032,39
15944,3,7318,22,0,2.0,2,1.0,4.0,40.0,1,2,1,Hispanic,81,6.0,2006.0,21.0,1,211019,21
15945,1,7301,34,0,1.0,2,1.0,4.0,45.0,1,2,1,Hispanic,722,1.0,725.0,20.0,1,131121,13
15945,2,7301,34,0,2.0,1,1.0,4.0,40.0,1,1,1,White,71,1.0,2400.0,18.0,1,254010,25
15946,1,7314,55,0,2.0,2,1.0,2.0,40.0,2,1,1,Black,62,1.0,101.0,18.0,1,113012,11
15946,2,7314,26,0,1.0,2,1.0,4.0,40.0,2,1,1,Black,62,1.0,3601.0,16.0,1,311121,31
15947,1,7315,70,0,6.0,1,1.0,2.0,20.0,1,1,1,White,53,1.0,4920.0,22.0,1,419020,41
15948,1,7313,43,0,1.0,1,1.0,2.0,48.0,9,1,1,Two or More,56,1.0,1021.0,21.0,1,151252,15
15948,2,7313,35,0,,2,6.0,4.0,,1,1,0,White,0,,,18.0,0,0,0
15949,1,7321,56,0,6.0,1,1.0,4.0,50.0,1,1,1,White,23,1.0,6260.0,21.0,1,472061,47
15949,2,7321,53,0,9.0,2,3.0,4.0,,1,2,0,Hispanic,99,,9920.0,16.0,1,999920,99
15950,1,7321,58,0,3.0,1,1.0,4.0,40.0,6,1,1,Asian,92,1.0,800.0,22.0,1,132011,13
15950,2,7321,56,0,1.0,2,1.0,4.0,33.0,6,1,1,Asian,45,1.0,4760.0,21.0,1,412031,41
15950,3,7321,24,0,3.0,2,1.0,4.0,40.0,6,1,1,Asian,92,1.0,5400.0,21.0,1,434171,43
15950,4,7321,16,13,,1,6.0,,,6,1,0,Asian,0,,,14.0,0,0,0
15951,1,7302,48,0,1.0,2,1.0,4.0,30.0,1,1,1,White,61,1.0,2310.0,21.0,1,252020,25
15951,2,7302,49,0,3.0,1,1.0,4.0,40.0,1,1,1,White,92,1.0,3820.0,20.0,1,333021,33
15951,3,7302,10,6,,1,,,,1,1,0,White,0,,,6.0,0,0,0
15951,4,7302,9,5,,1,,,,1,1,0,White,0,,,5.0,0,0,0
15952,1,7313,30,0,1.0,1,1.0,4.0,40.0,1,1,1,White,44,1.0,3050.0,21.0,1,291051,29
15953,1,7310,70,0,6.0,2,6.0,4.0,6.0,6,1,0,Asian,54,6.0,2100.0,23.0,0,2310XX,23
15954,1,7314,38,0,5.0,1,1.0,2.0,40.0,2,1,1,Black,62,1.0,3620.0,20.0,1,312020,31
15954,2,7314,38,15,1.0,2,1.0,2.0,40.0,2,1,1,Black,62,1.0,3255.0,20.0,1,291141,29
15954,3,7314,16,12,,2,6.0,,,2,1,0,Black,0,,,13.0,0,0,0
15954,4,7314,11,8,,1,,,,2,1,0,Black,0,,,8.0,0,0,0
15955,1,7306,24,15,5.0,1,1.0,2.0,50.0,8,2,1,Hispanic,92,1.0,8990.0,18.0,1,5191XX,51
15955,2,7306,24,15,1.0,2,1.0,4.0,15.0,8,2,1,Hispanic,722,1.0,4110.0,20.0,1,353031,35
15955,3,7306,26,0,1.0,1,6.0,2.0,40.0,8,2,0,Hispanic,42,5.0,9720.0,19.0,0,537081,53
15956,1,7307,42,0,4.0,2,1.0,4.0,40.0,1,1,1,White,61,4.0,2310.0,22.0,1,252020,25
15956,2,7307,40,0,1.0,1,1.0,4.0,60.0,1,1,1,White,52,1.0,120.0,21.0,1,113031,11
15956,3,7307,10,7,,2,,,,1,1,0,White,0,,,7.0,0,0,0
15956,4,7307,7,4,,1,,,,1,1,0,White,0,,,4.0,0,0,0
15957,1,7317,36,0,1.0,2,3.0,4.0,40.0,1,1,0,White,31,5.0,440.0,21.0,1,1191XX,11
15957,2,7317,4,1,,2,,,,1,1,0,White,0,,,2.0,0,0,0
15958,1,7309,82,0,,1,6.0,4.0,,1,1,0,White,0,,,23.0,0,0,0
15958,2,7309,64,0,,2,6.0,4.0,,6,1,0,Asian,0,,,19.0,0,0,0
15959,1,7317,29,0,1.0,1,1.0,4.0,40.0,8,2,1,Hispanic,722,1.0,4020.0,15.0,1,352010,35
15959,2,7317,2,0,,1,,,,1,1,0,White,0,,,,0,0,0
15959,3,7317,39,0,1.0,1,1.0,4.0,60.0,8,2,1,Hispanic,722,1.0,310.0,16.0,1,119051,11
15959,4,7317,37,0,,2,6.0,4.0,,8,2,0,Hispanic,0,,,15.0,0,0,0
15959,5,7317,35,0,1.0,1,1.0,4.0,48.0,8,2,1,Hispanic,722,1.0,4020.0,15.0,1,352010,35
15959,6,7317,24,0,1.0,2,1.0,4.0,38.0,8,2,1,Hispanic,722,1.0,4020.0,15.0,1,352010,35
15960,1,7316,29,0,1.0,1,1.0,4.0,40.0,1,21,1,Hispanic,45,1.0,4760.0,18.0,1,412031,41
15961,1,7301,37,0,6.0,1,1.0,4.0,40.0,9,1,1,Two or More,54,4.0,440.0,19.0,1,1191XX,11
15961,2,7301,27,0,1.0,2,1.0,4.0,40.0,1,1,1,White,61,3.0,440.0,21.0,1,1191XX,11
15962,1,7310,69,0,3.0,2,1.0,4.0,40.0,1,1,1,White,61,1.0,5820.0,19.0,1,439022,43
15963,1,7301,42,0,3.0,2,1.0,4.0,40.0,1,1,1,White,61,1.0,1822.0,21.0,1,193034,19
15963,2,7301,48,0,1.0,1,6.0,4.0,,1,1,0,White,52,,4710.0,22.0,0,411012,41
15963,3,7301,6,2,,2,,,,1,1,0,White,0,,,1.0,0,0,0
15964,1,7309,52,0,,1,6.0,4.0,,8,2,0,Hispanic,0,,,13.0,0,0,0
15964,2,7309,29,0,1.0,1,1.0,4.0,40.0,8,2,1,Hispanic,51,1.0,5000.0,18.0,1,431011,43
15964,3,7309,58,0,6.0,2,6.0,4.0,12.0,8,2,0,Hispanic,54,6.0,5860.0,1.0,0,439061,43
15964,4,7309,82,0,,2,6.0,4.0,,8,2,0,Hispanic,0,,,1.0,0,0,0
15965,1,7320,85,0,,1,6.0,2.0,,1,1,0,White,0,,,15.0,0,0,0
15966,1,7314,83,0,,2,6.0,4.0,,1,1,0,White,0,,,16.0,0,0,0
15967,1,7315,42,0,5.0,1,1.0,2.0,40.0,1,1,1,White,92,1.0,800.0,21.0,1,132011,13
15967,2,7315,35,0,5.0,2,1.0,4.0,40.0,1,2,1,Hispanic,92,1.0,3820.0,21.0,1,333021,33
15968,1,7312,80,0,,1,6.0,2.0,,7,1,0,Other,0,,,20.0,0,0,0
15969,1,7313,80,0,,1,6.0,4.0,,1,1,0,White,0,,,21.0,0,0,0
15969,2,7313,74,0,,2,6.0,4.0,,1,1,0,White,0,,,20.0,0,0,0
15970,1,7312,59,0,1.0,2,1.0,4.0,40.0,1,1,1,White,81,1.0,4522.0,21.0,1,395094,39
15971,1,7312,65,0,7.0,1,1.0,4.0,5.0,1,1,1,White,71,6.0,2710.0,21.0,1,272012,27
15972,1,7317,28,0,2.0,2,1.0,4.0,40.0,1,1,1,White,61,1.0,5740.0,21.0,1,436014,43
15973,1,7304,59,0,,2,6.0,4.0,,1,1,0,White,0,,,18.0,0,0,0
15973,2,7304,61,0,7.0,1,1.0,4.0,40.0,1,1,1,White,54,1.0,10.0,20.0,1,1110XX,11
15974,1,7320,80,0,,2,6.0,2.0,,1,1,0,White,0,,,18.0,0,0,0
15974,2,7320,70,0,,1,6.0,4.0,,1,1,0,White,0,,,21.0,0,0,0
15975,1,7307,65,0,1.0,1,1.0,4.0,50.0,1,1,1,White,45,1.0,4800.0,19.0,1,413011,41
15976,1,7309,60,0,,2,6.0,4.0,,1,1,0,White,0,,,22.0,0,0,0
15976,2,7309,62,0,,1,6.0,4.0,,1,1,0,White,0,,,21.0,0,0,0
15977,1,7317,37,0,1.0,1,1.0,2.0,40.0,2,1,1,Black,54,1.0,1108.0,21.0,1,151299,15
15978,1,7309,40,0,6.0,1,1.0,4.0,20.0,1,1,1,White,54,3.0,800.0,21.0,1,132011,13
15978,2,7309,39,0,1.0,2,1.0,4.0,50.0,1,1,1,White,54,1.0,51.0,21.0,1,112021,11
15978,3,7309,10,7,,2,,,,1,1,0,White,0,,,7.0,0,0,0
15978,4,7309,8,5,,2,,,,1,1,0,White,0,,,5.0,0,0,0
15979,1,7310,48,0,1.0,1,1.0,2.0,53.0,1,1,1,White,49,1.0,9030.0,22.0,1,532010,53
15979,2,7310,49,0,,2,6.0,4.0,,1,1,0,White,0,,,21.0,0,0,0
15979,3,7310,12,9,,2,,,,1,1,0,White,0,,,10.0,0,0,0
15980,1,7312,42,0,1.0,2,1.0,4.0,32.0,2,1,1,Black,721,6.0,4030.0,17.0,1,352021,35
15980,2,7312,4,1,,2,,,,2,1,0,Black,0,,,3.0,0,0,0
15980,3,7312,37,0,3.0,1,1.0,4.0,50.0,2,1,1,Black,48,4.0,9142.0,16.0,1,533054,53
15981,1,7318,63,0,,1,6.0,2.0,,2,1,0,Black,0,,,20.0,0,0,0
15982,1,7315,63,0,1.0,1,1.0,4.0,40.0,1,1,1,White,56,1.0,3725.0,20.0,1,331090,33
15982,2,7315,71,0,2.0,2,6.0,4.0,,1,1,0,White,61,,5120.0,16.0,0,433031,43
15983,1,7302,76,0,,1,6.0,4.0,,1,1,0,White,0,,,24.0,0,0,0
15983,2,7302,76,0,,2,6.0,4.0,,1,1,0,White,0,,,21.0,0,0,0
15984,1,7305,41,0,1.0,1,1.0,4.0,40.0,1,2,1,Hispanic,33,1.0,8500.0,18.0,1,517011,51
15984,2,7305,12,9,,2,,,,1,2,0,Hispanic,0,,,9.0,0,0,0
15984,3,7305,52,0,,2,6.0,4.0,,1,2,0,Hispanic,0,,,15.0,0,0,0
15985,1,7320,60,0,4.0,1,1.0,4.0,47.0,1,1,1,White,92,1.0,3802.0,19.0,1,333012,33
15986,1,7321,42,0,1.0,1,1.0,4.0,50.0,1,2,1,Hispanic,44,1.0,4750.0,1.0,1,412022,41
15986,2,7321,41,0,,2,6.0,4.0,,1,2,0,Hispanic,0,,,14.0,0,0,0
15986,3,7321,19,15,,2,6.0,4.0,,1,2,0,Hispanic,0,,,19.0,0,0,0
15986,4,7321,17,14,,1,6.0,4.0,,1,2,0,Hispanic,0,,,14.0,0,0,0
15987,1,7313,38,0,1.0,2,1.0,4.0,40.0,1,1,1,White,62,1.0,5740.0,20.0,1,436014,43
15987,2,7313,15,12,,2,,,,1,1,0,White,0,,,13.0,0,0,0
15987,3,7313,43,0,6.0,1,1.0,4.0,60.0,1,1,1,White,23,1.0,4220.0,19.0,1,37201X,37
15988,1,7309,80,0,1.0,1,1.0,4.0,30.0,1,23,1,Hispanic,54,1.0,10.0,22.0,1,1110XX,11
15988,2,7309,61,0,1.0,2,1.0,4.0,25.0,1,2,1,Hispanic,54,1.0,2825.0,16.0,1,273031,27
15989,1,7316,67,0,,1,6.0,2.0,,1,1,0,White,0,,,19.0,0,0,0
15989,2,7316,41,0,,2,6.0,4.0,,1,2,0,Hispanic,0,,,14.0,0,0,0
15989,3,7316,16,13,,2,6.0,,,9,2,0,Hispanic,0,,,13.0,0,0,0
15989,4,7316,4,0,,2,,,,9,2,0,Hispanic,0,,,3.0,0,0,0
15990,1,7318,48,0,1.0,2,1.0,4.0,50.0,1,1,1,White,721,1.0,310.0,21.0,1,119051,11
15991,1,7313,31,0,1.0,1,1.0,4.0,80.0,6,1,1,Asian,33,1.0,7750.0,16.0,1,5120XX,51
15991,2,7313,31,0,6.0,1,1.0,4.0,90.0,6,1,1,Asian,81,1.0,4510.0,16.0,1,395012,39
15991,3,7313,5,0,,2,,,,6,1,0,Asian,0,,,2.0,0,0,0
15991,4,7313,3,0,,2,,,,6,1,0,Asian,0,,,2.0,0,0,0
15991,5,7313,53,0,,2,6.0,4.0,,6,1,0,Asian,0,,,1.0,0,0,0
15992,1,7315,37,0,2.0,2,1.0,4.0,36.0,1,1,1,White,62,1.0,3255.0,20.0,1,291141,29
15993,1,7316,35,0,6.0,1,3.0,4.0,32.0,1,1,0,White,54,4.0,2631.0,19.0,1,271021,27
15993,2,7316,31,0,1.0,2,1.0,4.0,20.0,1,1,1,White,54,6.0,51.0,22.0,1,112021,11
15994,1,7319,66,0,2.0,2,6.0,4.0,,1,2,0,Hispanic,62,,4230.0,13.0,0,372012,37
15994,2,7319,76,0,,1,6.0,4.0,,1,2,0,Hispanic,0,,,6.0,0,0,0
