HHID,SPORDER,PUMA,AGEP,SCHG,COW,SEX,ESR,MIL,WKHP,RAC1P,HISP,isWorker,pop_race,NAICS2,WKW,OCCP,SCHL,isinlaborforce,SOCP,SOC2
4991,1,7313,37,0,,1,6.0,4.0,,2,1,0,Black,0,,,16.0,0,0,0
4992,1,7308,18,13,2.0,2,1.0,4.0,10.0,1,1,1,White,56,1.0,5000.0,13.0,1,431011,43
4993,1,7303,18,14,,1,6.0,4.0,,2,1,0,Black,0,,,16.0,0,0,0
4994,1,7322,31,0,1.0,1,6.0,4.0,,1,1,0,White,48,,5410.0,19.0,0,434181,43
4995,1,7316,30,0,1.0,1,1.0,4.0,40.0,1,19,1,Hispanic,62,5.0,3401.0,21.0,1,292042,29
4996,1,7310,20,0,5.0,1,4.0,1.0,50.0,1,1,1,White,MIL,1.0,9825.0,16.0,0,553010,55
4997,1,7301,20,0,5.0,1,4.0,1.0,50.0,1,1,1,White,MIL,1.0,9825.0,16.0,0,553010,55
4998,1,7315,18,15,6.0,2,6.0,4.0,60.0,1,1,0,White,81,5.0,4600.0,16.0,0,399011,39
4999,1,7312,19,0,5.0,1,4.0,1.0,45.0,1,1,1,White,MIL,1.0,9130.0,16.0,0,533030,53
5000,1,7308,31,0,1.0,2,6.0,4.0,40.0,1,1,0,White,722,1.0,4010.0,18.0,0,351012,35
5001,1,7315,20,15,1.0,2,1.0,4.0,40.0,1,1,1,White,44,6.0,4760.0,19.0,1,412031,41
5002,1,7305,22,15,,2,6.0,4.0,,8,2,0,Hispanic,0,,,19.0,0,0,0
5003,1,7306,65,0,7.0,2,6.0,4.0,,2,1,0,Black,62,,10.0,19.0,0,1110XX,11
5004,1,7317,18,15,2.0,2,6.0,4.0,,1,1,0,White,61,,2545.0,16.0,0,259040,25
5005,1,7301,20,0,5.0,1,4.0,1.0,50.0,8,5,1,Hispanic,MIL,1.0,5260.0,16.0,0,434071,43
5006,1,7313,29,0,,2,6.0,4.0,,8,2,0,Hispanic,0,,,16.0,0,0,0
5007,1,7316,26,0,5.0,1,4.0,1.0,75.0,6,1,1,Asian,MIL,1.0,9310.0,16.0,0,535020,53
5008,1,7315,22,15,,2,6.0,4.0,,8,2,0,Hispanic,0,,,19.0,0,0,0
5009,1,7316,34,0,1.0,1,1.0,4.0,40.0,8,1,1,White,722,1.0,4700.0,17.0,1,411011,41
5010,1,7306,42,16,2.0,1,6.0,4.0,,9,1,0,Two or More,81,,2025.0,22.0,0,21109X,21
5011,1,7313,72,0,,1,6.0,4.0,,1,1,0,White,0,,,16.0,0,0,0
5012,1,7310,26,0,5.0,1,4.0,1.0,40.0,1,1,1,White,MIL,1.0,9825.0,19.0,0,553010,55
5013,1,7308,76,0,,2,6.0,4.0,,2,1,0,Black,0,,,16.0,0,0,0
5014,1,7301,18,0,5.0,1,4.0,1.0,40.0,2,1,1,Black,MIL,5.0,9825.0,16.0,0,553010,55
5015,1,7304,49,0,,1,6.0,4.0,,8,24,0,Hispanic,0,,,15.0,0,0,0
5016,1,7301,19,0,5.0,1,4.0,1.0,50.0,1,1,1,White,MIL,1.0,9825.0,16.0,0,553010,55
5017,1,7316,19,0,5.0,1,4.0,1.0,63.0,2,1,1,Black,MIL,1.0,9300.0,16.0,0,5350XX,53
5018,1,7313,78,0,,1,6.0,4.0,,1,1,0,White,0,,,21.0,0,0,0
5019,1,7312,22,0,5.0,1,4.0,1.0,55.0,1,1,1,White,MIL,1.0,9825.0,16.0,0,553010,55
5020,1,7310,22,0,5.0,1,4.0,1.0,40.0,1,1,1,White,MIL,1.0,9825.0,16.0,0,553010,55
5021,1,7315,21,15,2.0,1,1.0,4.0,8.0,8,2,1,Hispanic,61,6.0,5860.0,16.0,1,439061,43
5022,1,7303,17,0,,1,6.0,4.0,,9,1,0,Two or More,0,,,16.0,0,0,0
5023,1,7312,23,0,5.0,2,4.0,1.0,52.0,8,6,1,Hispanic,MIL,1.0,9825.0,19.0,0,553010,55
5024,1,7304,22,14,5.0,1,1.0,4.0,40.0,9,9,1,Hispanic,62,1.0,9645.0,14.0,1,537065,53
5025,1,7317,19,15,1.0,2,6.0,4.0,20.0,2,1,0,Black,722,6.0,5240.0,18.0,0,434051,43
5026,1,7322,43,0,1.0,1,6.0,4.0,,8,2,0,Hispanic,23,,8140.0,10.0,0,514120,51
5027,1,7301,19,0,5.0,1,4.0,1.0,99.0,1,1,1,White,MIL,6.0,9830.0,17.0,0,559830,55
5028,1,7316,23,0,5.0,1,4.0,1.0,68.0,1,1,1,White,MIL,1.0,3870.0,16.0,0,333050,33
5029,1,7310,18,0,5.0,1,1.0,2.0,30.0,1,1,1,White,23,1.0,6330.0,16.0,1,472080,47
5030,1,7307,48,0,,2,6.0,4.0,,1,23,0,Hispanic,0,,,15.0,0,0,0
5031,1,7310,28,0,5.0,1,4.0,1.0,65.0,9,1,1,Two or More,MIL,1.0,1551.0,19.0,0,173023,17
5032,1,7313,72,0,,1,6.0,2.0,,1,1,0,White,0,,,16.0,0,0,0
5033,1,7316,20,0,5.0,1,4.0,3.0,64.0,1,1,1,White,MIL,1.0,3645.0,16.0,0,319092,31
5034,1,7310,21,0,5.0,1,4.0,1.0,55.0,8,2,1,Hispanic,MIL,1.0,9300.0,16.0,0,5350XX,53
5035,1,7301,24,0,5.0,1,4.0,1.0,50.0,8,2,1,Hispanic,MIL,1.0,6305.0,16.0,0,472070,47
5036,1,7312,20,0,5.0,1,4.0,1.0,50.0,1,1,1,White,MIL,1.0,9830.0,16.0,0,559830,55
5037,1,7316,24,0,5.0,1,4.0,1.0,72.0,1,1,1,White,MIL,1.0,9800.0,21.0,0,551010,55
5038,1,7317,27,0,,1,6.0,4.0,,6,1,0,Asian,0,,,16.0,0,0,0
5039,1,7312,27,0,5.0,1,4.0,1.0,72.0,1,1,1,White,MIL,1.0,7340.0,16.0,0,499071,49
5040,1,7303,16,13,,1,6.0,,,2,1,0,Black,0,,,13.0,0,0,0
5041,1,7321,71,0,,1,6.0,4.0,,8,2,0,Hispanic,0,,,12.0,0,0,0
5042,1,7317,18,15,1.0,2,1.0,4.0,30.0,1,1,1,White,44,6.0,4760.0,16.0,1,412031,41
5043,1,7307,48,0,,1,6.0,4.0,,8,2,0,Hispanic,0,,,16.0,0,0,0
5044,1,7301,19,0,5.0,1,4.0,1.0,55.0,1,1,1,White,MIL,1.0,9825.0,16.0,0,553010,55
5045,1,7316,22,0,5.0,1,4.0,1.0,84.0,1,1,1,White,MIL,1.0,4020.0,16.0,0,352010,35
5046,1,7309,77,0,,2,6.0,4.0,,1,1,0,White,0,,,19.0,0,0,0
5047,1,7322,32,0,1.0,1,6.0,4.0,84.0,2,1,0,Black,3M,4.0,8990.0,12.0,0,5191XX,51
5048,1,7317,19,15,6.0,2,6.0,4.0,15.0,1,1,0,White,49,6.0,5510.0,19.0,0,435021,43
5049,1,7319,25,0,1.0,1,6.0,4.0,,9,3,0,Hispanic,81,,8300.0,13.0,0,516011,51
5050,1,7322,42,16,2.0,1,6.0,4.0,,9,1,0,Two or More,81,,2025.0,22.0,0,21109X,21
5051,1,7316,69,0,,1,6.0,2.0,,1,1,0,White,0,,,19.0,0,0,0
5052,1,7317,31,0,,1,6.0,4.0,,6,1,0,Asian,0,,,21.0,0,0,0
5053,1,7316,19,0,5.0,1,4.0,1.0,65.0,6,1,1,Asian,MIL,1.0,9300.0,16.0,0,5350XX,53
5054,1,7316,44,0,,1,6.0,4.0,,8,2,0,Hispanic,0,,,9.0,0,0,0
5055,1,7322,41,0,6.0,1,6.0,4.0,,1,2,0,Hispanic,48,,9130.0,13.0,0,533030,53
5056,1,7314,38,0,1.0,1,1.0,4.0,40.0,1,1,1,White,56,5.0,3930.0,16.0,1,339030,33
5057,1,7313,63,0,1.0,2,6.0,4.0,,1,1,0,White,81,,3630.0,16.0,0,319011,31
5058,1,7317,20,15,1.0,2,3.0,4.0,10.0,1,16,0,Hispanic,44,1.0,4760.0,20.0,1,412031,41
5059,1,7313,35,0,,1,6.0,4.0,,2,1,0,Black,0,,,1.0,0,0,0
5060,1,7301,20,0,5.0,1,4.0,1.0,50.0,1,1,1,White,MIL,1.0,9825.0,16.0,0,553010,55
5061,1,7310,20,0,5.0,1,4.0,1.0,55.0,1,1,1,White,MIL,1.0,7140.0,16.0,0,493011,49
5062,1,7310,94,0,,2,6.0,4.0,,1,1,0,White,0,,,19.0,0,0,0
5063,1,7315,18,15,,2,6.0,4.0,,1,1,0,White,0,,,18.0,0,0,0
5064,1,7306,60,0,,1,6.0,4.0,,1,1,0,White,0,,,16.0,0,0,0
5065,1,7316,31,0,5.0,1,4.0,1.0,75.0,9,3,1,Hispanic,MIL,1.0,7100.0,19.0,0,49209X,49
5066,1,7301,19,0,5.0,1,4.0,1.0,55.0,1,1,1,White,MIL,1.0,9830.0,16.0,0,559830,55
5067,1,7306,68,0,,2,6.0,4.0,,8,2,0,Hispanic,0,,,18.0,0,0,0
5068,1,7319,61,0,,1,6.0,4.0,,2,1,0,Black,0,,,19.0,0,0,0
5069,1,7301,22,0,5.0,1,4.0,1.0,50.0,1,1,1,White,MIL,1.0,7140.0,18.0,0,493011,49
5070,1,7315,22,15,1.0,1,1.0,4.0,10.0,2,1,1,Black,44,6.0,4760.0,19.0,1,412031,41
5071,1,7312,19,14,5.0,1,4.0,1.0,99.0,9,2,1,Hispanic,MIL,6.0,9830.0,14.0,0,559830,55
5072,1,7319,37,0,,1,6.0,4.0,,8,2,0,Hispanic,0,,,19.0,0,0,0
5073,1,7314,34,0,1.0,1,6.0,4.0,,1,1,0,White,56,,4251.0,15.0,0,373011,37
5074,1,7310,19,0,5.0,2,4.0,1.0,55.0,1,1,1,White,MIL,1.0,7140.0,17.0,0,493011,49
5075,1,7315,17,15,,2,6.0,4.0,,9,11,0,Hispanic,0,,,16.0,0,0,0
5076,1,7316,21,15,5.0,1,4.0,1.0,85.0,1,1,1,White,MIL,1.0,3645.0,19.0,0,319092,31
5077,1,7312,19,0,5.0,1,4.0,1.0,55.0,9,2,1,Hispanic,MIL,1.0,7140.0,18.0,0,493011,49
5078,1,7318,51,0,2.0,2,1.0,4.0,70.0,1,1,1,White,81,1.0,2100.0,23.0,1,2310XX,23
5079,1,7316,71,16,,2,6.0,4.0,,2,1,0,Black,0,,,21.0,0,0,0
5080,1,7309,88,0,,1,6.0,4.0,,9,2,0,Hispanic,0,,,1.0,0,0,0
5081,1,7310,19,0,5.0,1,4.0,1.0,63.0,9,1,1,Two or More,MIL,2.0,6442.0,16.0,0,472152,47
5082,1,7315,18,15,,1,6.0,4.0,,1,1,0,White,0,,,16.0,0,0,0
5083,1,7318,94,0,,1,6.0,2.0,,1,1,0,White,0,,,1.0,0,0,0
5084,1,7310,18,14,5.0,1,4.0,1.0,31.0,9,2,1,Hispanic,MIL,4.0,9830.0,18.0,0,559830,55
5085,1,7312,19,0,5.0,1,4.0,1.0,63.0,9,1,1,Two or More,MIL,2.0,6442.0,16.0,0,472152,47
5086,1,7301,20,0,5.0,1,4.0,1.0,50.0,1,1,1,White,MIL,1.0,9825.0,16.0,0,553010,55
5087,1,7310,23,0,5.0,2,4.0,3.0,65.0,6,1,1,Asian,MIL,1.0,3640.0,20.0,0,319091,31
5088,1,7301,19,0,5.0,1,4.0,1.0,45.0,1,1,1,White,MIL,1.0,9825.0,16.0,0,553010,55
5089,1,7317,18,15,2.0,2,6.0,4.0,,1,1,0,White,61,,2545.0,16.0,0,259040,25
5090,1,7310,58,0,,2,6.0,4.0,,1,1,0,White,0,,,16.0,0,0,0
5091,1,7303,29,0,1.0,1,6.0,2.0,30.0,1,1,0,White,23,6.0,6260.0,16.0,0,472061,47
5092,1,7318,40,0,,1,6.0,4.0,,6,1,0,Asian,0,,,22.0,0,0,0
5093,1,7315,18,15,6.0,2,6.0,4.0,6.0,1,1,0,White,81,6.0,4600.0,18.0,0,399011,39
5094,1,7315,20,15,2.0,1,1.0,4.0,4.0,1,1,1,White,61,6.0,3960.0,19.0,1,33909X,33
5095,1,7301,20,0,5.0,1,4.0,1.0,40.0,1,1,1,White,MIL,5.0,9825.0,16.0,0,553010,55
5096,1,7318,83,0,,2,6.0,4.0,,9,2,0,Hispanic,0,,,11.0,0,0,0
5097,1,7322,46,0,1.0,1,6.0,4.0,,1,24,0,Hispanic,722,,4130.0,19.0,0,359011,35
5098,1,7315,19,15,2.0,2,6.0,4.0,40.0,1,20,0,Hispanic,71,6.0,4622.0,19.0,0,399032,39
5099,1,7301,28,0,5.0,1,4.0,1.0,50.0,1,1,1,White,MIL,1.0,6230.0,16.0,0,472031,47
5100,1,7315,18,15,,1,6.0,4.0,,1,1,0,White,0,,,16.0,0,0,0
5101,1,7309,73,0,,1,6.0,2.0,,1,1,0,White,0,,,15.0,0,0,0
5102,1,7315,18,15,1.0,2,1.0,4.0,8.0,1,1,1,White,61,6.0,5860.0,16.0,1,439061,43
5103,1,7310,66,0,,2,6.0,4.0,,1,1,0,White,0,,,22.0,0,0,0
5104,1,7319,87,0,,1,6.0,2.0,,1,1,0,White,0,,,18.0,0,0,0
5105,1,7305,78,0,,2,6.0,2.0,,2,1,0,Black,0,,,21.0,0,0,0
5106,1,7307,25,0,1.0,1,1.0,4.0,40.0,8,2,1,Hispanic,44,3.0,4760.0,19.0,1,412031,41
5107,1,7322,37,0,,1,6.0,4.0,,8,2,0,Hispanic,0,,,19.0,0,0,0
5108,1,7310,18,0,5.0,1,4.0,1.0,32.0,1,2,1,Hispanic,MIL,1.0,9825.0,18.0,0,553010,55
5109,1,7317,18,15,,1,6.0,4.0,,1,1,0,White,0,,,16.0,0,0,0
5110,1,7310,23,0,5.0,1,4.0,1.0,50.0,2,1,1,Black,MIL,1.0,7030.0,16.0,0,492091,49
5111,1,7306,67,0,,1,6.0,4.0,,1,1,0,White,0,,,19.0,0,0,0
5112,1,7301,49,0,1.0,1,3.0,4.0,42.0,1,1,0,White,56,5.0,5350.0,18.0,1,434XXX,43
5113,1,7301,19,0,5.0,1,4.0,1.0,40.0,1,1,1,White,MIL,1.0,7100.0,16.0,0,49209X,49
5114,1,7315,19,15,2.0,2,6.0,4.0,40.0,1,20,0,Hispanic,71,6.0,4622.0,19.0,0,399032,39
5115,1,7310,19,15,2.0,2,6.0,4.0,40.0,1,20,0,Hispanic,71,6.0,4622.0,19.0,0,399032,39
5116,1,7301,19,0,5.0,1,4.0,1.0,40.0,8,2,1,Hispanic,MIL,5.0,9825.0,16.0,0,553010,55
5117,1,7312,20,0,5.0,1,4.0,1.0,50.0,1,1,1,White,MIL,1.0,9825.0,16.0,0,553010,55
5118,1,7315,21,15,4.0,2,1.0,4.0,20.0,2,1,1,Black,61,4.0,2016.0,18.0,1,211093,21
5119,1,7301,26,0,5.0,1,4.0,1.0,65.0,8,2,1,Hispanic,MIL,1.0,7030.0,16.0,0,492091,49
5120,1,7317,31,0,,1,6.0,4.0,,6,1,0,Asian,0,,,21.0,0,0,0
5121,1,7316,30,0,5.0,1,4.0,1.0,85.0,1,1,1,White,MIL,1.0,6835.0,20.0,0,475032,47
5122,1,7301,19,0,5.0,1,4.0,1.0,40.0,6,1,1,Asian,MIL,5.0,9825.0,16.0,0,553010,55
5123,1,7307,35,0,,1,6.0,4.0,,8,2,0,Hispanic,0,,,16.0,0,0,0
5124,1,7320,69,0,,1,6.0,2.0,,1,1,0,White,0,,,19.0,0,0,0
5125,1,7301,19,0,5.0,1,4.0,1.0,50.0,1,1,1,White,MIL,1.0,5040.0,16.0,0,432099,43
5126,1,7316,46,15,1.0,1,6.0,4.0,,6,1,0,Asian,722,,4130.0,22.0,0,359011,35
5127,1,7301,24,0,5.0,2,4.0,1.0,84.0,2,7,1,Hispanic,MIL,1.0,7140.0,19.0,0,493011,49
5128,1,7301,23,0,5.0,1,4.0,1.0,45.0,1,1,1,White,MIL,1.0,9830.0,18.0,0,559830,55
5129,1,7315,85,0,,2,6.0,4.0,,1,1,0,White,0,,,9.0,0,0,0
5130,1,7315,19,15,,2,6.0,4.0,,1,1,0,White,0,,,19.0,0,0,0
5131,1,7301,21,0,5.0,1,4.0,1.0,45.0,1,1,1,White,MIL,1.0,2145.0,16.0,0,232011,23
5132,1,7315,94,0,,2,6.0,4.0,,8,17,0,Hispanic,0,,,16.0,0,0,0
5133,1,7301,28,0,5.0,1,4.0,1.0,45.0,6,1,1,Asian,MIL,1.0,9800.0,21.0,0,551010,55
5134,1,7314,90,0,,2,6.0,4.0,,1,1,0,White,0,,,16.0,0,0,0
5135,1,7310,20,0,5.0,1,4.0,1.0,50.0,1,1,1,White,MIL,1.0,9830.0,16.0,0,559830,55
5136,1,7316,27,0,6.0,2,6.0,4.0,40.0,3,2,0,Hispanic,81,5.0,3602.0,14.0,0,311122,31
5137,1,7315,20,15,,2,6.0,4.0,,2,1,0,Black,0,,,19.0,0,0,0
5138,1,7312,24,0,5.0,1,4.0,1.0,99.0,1,1,1,White,MIL,1.0,3740.0,19.0,0,332011,33
5139,1,7312,21,0,5.0,1,4.0,1.0,25.0,8,7,1,Hispanic,MIL,1.0,9825.0,16.0,0,553010,55
5140,1,7321,28,0,5.0,1,4.0,1.0,78.0,2,1,1,Black,MIL,1.0,6835.0,19.0,0,475032,47
5141,1,7309,76,0,,1,6.0,4.0,,1,1,0,White,0,,,21.0,0,0,0
5142,1,7322,25,0,1.0,1,6.0,4.0,,8,2,0,Hispanic,23,,6410.0,11.0,0,472140,47
5143,1,7316,35,0,5.0,1,4.0,1.0,98.0,2,1,1,Black,MIL,1.0,3645.0,20.0,0,319092,31
5144,1,7313,82,0,,2,6.0,4.0,,1,1,0,White,0,,,16.0,0,0,0
5145,1,7315,18,15,,1,6.0,4.0,,1,1,0,White,0,,,18.0,0,0,0
5146,1,7302,36,0,1.0,1,1.0,4.0,45.0,9,2,1,Hispanic,11,1.0,6050.0,15.0,1,4520XX,45
5147,1,7316,29,0,1.0,1,6.0,2.0,30.0,1,1,0,White,23,6.0,6260.0,16.0,0,472061,47
5148,1,7315,19,15,1.0,1,6.0,4.0,20.0,1,1,0,White,44,6.0,4760.0,16.0,0,412031,41
5149,1,7318,17,14,,1,6.0,4.0,,1,2,0,Hispanic,0,,,14.0,0,0,0
5150,1,7306,87,0,,2,6.0,4.0,,1,1,0,White,0,,,19.0,0,0,0
5151,1,7314,54,0,,1,6.0,4.0,,8,2,0,Hispanic,0,,,18.0,0,0,0
5152,1,7322,40,0,6.0,1,6.0,4.0,,1,24,0,Hispanic,23,,6260.0,19.0,0,472061,47
5153,1,7301,21,0,5.0,1,4.0,1.0,50.0,1,1,1,White,MIL,1.0,3740.0,16.0,0,332011,33
5154,1,7316,19,0,5.0,1,4.0,1.0,60.0,1,1,1,White,MIL,2.0,9300.0,16.0,0,5350XX,53
5155,1,7313,68,0,,2,6.0,4.0,,8,2,0,Hispanic,0,,,18.0,0,0,0
5156,1,7316,24,0,5.0,1,4.0,1.0,20.0,1,1,1,White,MIL,1.0,7100.0,19.0,0,49209X,49
5157,1,7316,81,0,,2,6.0,4.0,,8,2,0,Hispanic,0,,,16.0,0,0,0
5158,1,7313,94,0,,2,6.0,4.0,,1,1,0,White,0,,,16.0,0,0,0
5159,1,7306,30,0,,1,6.0,4.0,,9,3,0,Hispanic,0,,,16.0,0,0,0
5160,1,7315,18,15,1.0,2,6.0,4.0,,1,1,0,White,71,,3960.0,16.0,0,33909X,33
5161,1,7315,18,15,,1,6.0,4.0,,1,1,0,White,0,,,16.0,0,0,0
5162,1,7317,19,15,,1,6.0,4.0,,1,1,0,White,0,,,18.0,0,0,0
5163,1,7310,53,0,,2,6.0,4.0,,1,1,0,White,0,,,15.0,0,0,0
5164,1,7315,21,15,,1,6.0,4.0,,6,1,0,Asian,0,,,18.0,0,0,0
5165,1,7310,19,0,5.0,2,4.0,1.0,40.0,8,2,1,Hispanic,MIL,1.0,9300.0,16.0,0,5350XX,53
5166,1,7301,22,0,5.0,1,4.0,1.0,50.0,1,1,1,White,MIL,1.0,9825.0,16.0,0,553010,55
5167,1,7302,53,0,,1,6.0,4.0,,9,11,0,Hispanic,0,,,19.0,0,0,0
5168,1,7314,63,0,,1,6.0,4.0,,2,1,0,Black,0,,,16.0,0,0,0
5169,1,7310,20,15,1.0,2,1.0,4.0,20.0,1,1,1,White,61,1.0,5400.0,16.0,1,434171,43
5170,1,7315,18,15,,2,6.0,4.0,,2,1,0,Black,0,,,16.0,0,0,0
5171,1,7312,23,0,5.0,1,4.0,1.0,99.0,2,1,1,Black,MIL,1.0,9300.0,16.0,0,5350XX,53
5172,1,7310,46,0,,1,6.0,4.0,,8,2,0,Hispanic,0,,,16.0,0,0,0
5173,1,7301,23,0,5.0,1,4.0,1.0,60.0,1,1,1,White,MIL,1.0,9620.0,16.0,0,537062,53
5174,1,7306,71,0,,1,6.0,4.0,,1,1,0,White,0,,,16.0,0,0,0
5175,1,7319,27,0,1.0,1,6.0,4.0,,8,2,0,Hispanic,56,,8990.0,15.0,0,5191XX,51
5176,1,7313,64,0,,2,6.0,4.0,,1,1,0,White,0,,,19.0,0,0,0
5177,1,7301,19,0,5.0,1,4.0,1.0,50.0,1,1,1,White,MIL,1.0,9825.0,16.0,0,553010,55
5178,1,7316,46,0,,1,6.0,4.0,,9,2,0,Hispanic,0,,,15.0,0,0,0
5179,1,7302,15,12,,1,,,,2,1,0,Black,0,,,12.0,0,0,0
5180,1,7301,20,0,5.0,2,4.0,1.0,45.0,1,1,1,White,MIL,1.0,2910.0,19.0,0,274021,27
5181,1,7313,90,0,,2,6.0,4.0,,6,1,0,Asian,0,,,19.0,0,0,0
5182,1,7322,32,0,6.0,1,6.0,4.0,60.0,1,1,0,White,81,6.0,7200.0,13.0,0,493023,49
5183,1,7301,21,0,5.0,1,4.0,1.0,25.0,8,7,1,Hispanic,MIL,1.0,9825.0,16.0,0,553010,55
5184,1,7319,41,0,,1,6.0,4.0,,9,2,0,Hispanic,0,,,9.0,0,0,0
5185,1,7312,22,0,5.0,1,4.0,1.0,60.0,1,1,1,White,MIL,2.0,7640.0,16.0,0,4990XX,49
5186,1,7310,17,13,1.0,1,6.0,4.0,,9,3,0,Hispanic,44,,4965.0,13.0,0,419099,41
5187,1,7321,90,0,,1,6.0,2.0,,1,1,0,White,0,,,16.0,0,0,0
5188,1,7320,82,0,,1,6.0,3.0,,2,1,0,Black,0,,,19.0,0,0,0
5189,1,7320,24,14,1.0,2,6.0,4.0,,1,3,0,Hispanic,722,,4720.0,17.0,0,412010,41
5190,1,7317,35,0,2.0,2,1.0,4.0,70.0,1,1,1,White,81,1.0,136.0,16.0,1,113121,11
5191,1,7312,21,0,5.0,1,4.0,1.0,45.0,1,1,1,White,MIL,1.0,7020.0,18.0,0,492020,49
5192,1,7316,29,0,1.0,1,6.0,4.0,,1,24,0,Hispanic,722,,4130.0,14.0,0,359011,35
5193,1,7319,27,0,1.0,1,6.0,4.0,,1,1,0,White,44,,4030.0,13.0,0,352021,35
5194,1,7301,20,0,5.0,1,4.0,1.0,50.0,1,1,1,White,MIL,1.0,9825.0,17.0,0,553010,55
5195,1,7316,23,0,5.0,1,4.0,1.0,76.0,6,1,1,Asian,MIL,1.0,7340.0,19.0,0,499071,49
5196,1,7321,84,0,,2,6.0,4.0,,2,1,0,Black,0,,,18.0,0,0,0
5197,1,7321,68,0,,1,6.0,4.0,,1,1,0,White,0,,,21.0,0,0,0
5198,1,7322,41,0,1.0,1,6.0,4.0,60.0,1,1,0,White,23,4.0,6260.0,19.0,0,472061,47
5199,1,7318,23,0,5.0,1,4.0,1.0,50.0,8,1,1,White,MIL,1.0,137.0,18.0,0,113131,11
5200,1,7307,65,0,,1,6.0,4.0,,1,1,0,White,0,,,12.0,0,0,0
5201,1,7315,24,16,2.0,2,1.0,4.0,40.0,9,1,1,Two or More,61,1.0,440.0,21.0,1,1191XX,11
5202,1,7312,20,0,5.0,1,4.0,1.0,50.0,1,1,1,White,MIL,1.0,6230.0,16.0,0,472031,47
5203,1,7317,22,15,1.0,1,6.0,4.0,25.0,1,1,0,White,49,6.0,9130.0,16.0,0,533030,53
5204,1,7313,75,0,,2,6.0,4.0,,1,1,0,White,0,,,16.0,0,0,0
5205,1,7316,23,0,5.0,1,4.0,1.0,85.0,6,1,1,Asian,MIL,1.0,7210.0,16.0,0,493031,49
5206,1,7313,59,0,6.0,1,6.0,2.0,30.0,2,1,0,Black,81,2.0,7200.0,19.0,0,493023,49
5207,1,7320,55,0,,1,6.0,4.0,,8,9,0,Hispanic,0,,,21.0,0,0,0
5208,1,7315,19,15,2.0,2,6.0,4.0,40.0,1,1,0,White,71,6.0,4622.0,19.0,0,399032,39
5209,1,7315,23,15,,2,6.0,4.0,,1,1,0,White,0,,,19.0,0,0,0
5210,1,7312,23,0,5.0,1,4.0,1.0,81.0,2,1,1,Black,MIL,1.0,1460.0,16.0,0,172141,17
5211,1,7318,42,16,2.0,1,6.0,4.0,,9,1,0,Two or More,81,,2025.0,22.0,0,21109X,21
5212,1,7322,41,0,,1,6.0,4.0,,9,2,0,Hispanic,0,,,9.0,0,0,0
5213,1,7319,22,14,5.0,1,1.0,4.0,40.0,9,9,1,Hispanic,62,1.0,9645.0,14.0,1,537065,53
5214,1,7314,69,0,,1,6.0,2.0,,1,1,0,White,0,,,18.0,0,0,0
5215,1,7306,53,0,1.0,2,3.0,2.0,,1,1,0,White,62,,5940.0,22.0,1,439XXX,43
5216,1,7309,65,0,,2,6.0,4.0,,1,1,0,White,0,,,19.0,0,0,0
5217,1,7318,49,0,,2,6.0,4.0,,8,2,0,Hispanic,0,,,17.0,0,0,0
5218,1,7318,34,0,,1,6.0,4.0,,1,1,0,White,0,,,13.0,0,0,0
5219,1,7301,20,0,5.0,1,4.0,1.0,50.0,9,5,1,Hispanic,MIL,1.0,9830.0,16.0,0,559830,55
5220,1,7320,94,0,,2,6.0,4.0,,9,24,0,Hispanic,0,,,16.0,0,0,0
5221,1,7302,55,0,,1,6.0,4.0,,2,1,0,Black,0,,,17.0,0,0,0
5222,1,7301,19,0,5.0,1,4.0,1.0,50.0,9,5,1,Hispanic,MIL,1.0,6230.0,16.0,0,472031,47
5223,1,7319,41,0,,1,6.0,4.0,,9,2,0,Hispanic,0,,,9.0,0,0,0
5224,1,7316,22,0,5.0,1,4.0,1.0,40.0,2,1,1,Black,MIL,1.0,3740.0,16.0,0,332011,33
5225,1,7302,31,0,,1,6.0,4.0,,6,1,0,Asian,0,,,21.0,0,0,0
5226,1,7310,19,0,5.0,1,4.0,1.0,50.0,9,11,1,Hispanic,MIL,3.0,9645.0,18.0,0,537065,53
5227,1,7317,18,15,,2,6.0,4.0,,2,1,0,Black,0,,,16.0,0,0,0
5228,1,7316,23,0,5.0,1,4.0,1.0,65.0,8,2,1,Hispanic,MIL,1.0,9300.0,16.0,0,5350XX,53
5229,1,7301,19,0,5.0,1,4.0,1.0,50.0,8,23,1,Hispanic,MIL,1.0,6230.0,16.0,0,472031,47
5230,1,7315,19,15,2.0,2,6.0,4.0,40.0,1,1,0,White,71,6.0,4622.0,19.0,0,399032,39
5231,1,7315,21,15,5.0,1,3.0,4.0,,6,1,0,Asian,61,,9620.0,16.0,1,537062,53
5232,1,7322,20,15,1.0,2,1.0,4.0,10.0,8,2,1,Hispanic,722,1.0,4720.0,17.0,1,412010,41
5233,1,7319,32,0,1.0,1,6.0,4.0,84.0,2,1,0,Black,3M,4.0,8990.0,12.0,0,5191XX,51
5234,1,7318,40,0,4.0,2,6.0,4.0,,1,1,0,White,53,,6660.0,19.0,0,474011,47
5235,1,7316,40,0,9.0,1,3.0,4.0,,1,1,0,White,99,,9920.0,19.0,1,999920,99
5236,1,7316,22,0,5.0,1,4.0,1.0,69.0,1,1,1,White,MIL,1.0,5360.0,18.0,0,434161,43
