SERIALNO,HHID,SPORDER,PUMA,AGEP,SCHG,COW,SEX,ESR,MIL,WKHP,isinlaborforce
2018HU1226541,21933,3,7308,7,4,,2,,,,0
2018HU1226541,21933,4,7308,5,1,,2,,,,0
2018HU1226633,21934,1,7319,52,0,1.0,2,1.0,4.0,40.0,1
2018HU1226633,21934,2,7319,52,0,6.0,1,1.0,4.0,40.0,1
2018HU1226633,21934,3,7319,20,15,3.0,2,1.0,4.0,15.0,1
2018HU1226642,21935,1,7306,31,16,2.0,2,1.0,4.0,10.0,1
2018HU1226642,21935,2,7306,32,0,1.0,2,1.0,4.0,35.0,1
2018HU1226642,21935,3,7306,54,0,6.0,2,1.0,4.0,30.0,1
2018HU1226720,21936,1,7302,79,0,,1,6.0,2.0,,0
2018HU1226720,21936,2,7302,75,0,,2,6.0,4.0,,0
2018HU1226720,21936,3,7302,50,0,1.0,1,1.0,4.0,40.0,1
2018HU1226720,21936,4,7302,13,9,,2,,,,0
2018HU1226720,21936,5,7302,34,0,1.0,2,1.0,4.0,40.0,1
2018HU1226874,21937,1,7314,63,0,1.0,2,1.0,4.0,40.0,1
2018HU1226874,21937,2,7314,65,0,1.0,1,1.0,4.0,40.0,1
2018HU1226881,21938,1,7321,71,0,6.0,1,1.0,4.0,40.0,1
2018HU1226881,21938,2,7321,56,0,1.0,2,1.0,4.0,40.0,1
2018HU1226884,21939,1,7306,64,0,,2,6.0,4.0,,0
2018HU1226884,21939,2,7306,65,0,1.0,1,6.0,4.0,,0
2018HU1227204,21940,1,7317,30,0,5.0,1,4.0,1.0,40.0,0
2018HU1227204,21940,2,7317,34,0,,2,6.0,4.0,,0
2018HU1227204,21940,3,7317,4,1,,1,,,,0
2018HU1227204,21940,4,7317,1,0,,2,,,,0
2018HU1227313,21941,1,7303,55,0,1.0,2,1.0,4.0,8.0,1
2018HU1227313,21941,2,7303,65,0,1.0,1,1.0,4.0,40.0,1
2018HU1227576,21942,1,7306,54,0,1.0,1,1.0,4.0,40.0,1
2018HU1227576,21942,2,7306,53,0,,2,6.0,4.0,,0
2018HU1227576,21942,3,7306,26,0,1.0,1,1.0,4.0,30.0,1
2018HU1227576,21942,4,7306,19,15,,1,6.0,4.0,,0
2018HU1227576,21942,5,7306,14,11,,1,,,,0
2018HU1227576,21942,6,7306,8,5,,1,,,,0
2018HU1227585,21943,1,7314,53,0,1.0,2,1.0,4.0,40.0,1
2018HU1227585,21943,2,7314,49,0,5.0,1,1.0,4.0,40.0,1
2018HU1227585,21943,3,7314,15,12,,1,,,,0
2018HU1227877,21944,1,7317,42,0,1.0,2,1.0,4.0,40.0,1
2018HU1227877,21944,2,7317,6,3,,2,,,,0
2018HU1227942,21945,1,7321,65,0,1.0,2,1.0,4.0,40.0,1
2018HU1227942,21945,2,7321,33,0,1.0,2,1.0,4.0,20.0,1
2018HU1227942,21945,3,7321,65,0,,2,6.0,4.0,,0
2018HU1227991,21946,1,7314,65,0,1.0,1,1.0,2.0,40.0,1
2018HU1228112,21947,1,7306,47,0,1.0,1,1.0,4.0,50.0,1
2018HU1228112,21947,2,7306,44,0,,2,6.0,4.0,,0
2018HU1228176,21948,1,7318,34,0,2.0,2,1.0,4.0,50.0,1
2018HU1228176,21948,2,7318,4,1,,1,,,,0
2018HU1228176,21948,3,7318,2,0,,1,,,,0
2018HU1228176,21948,4,7318,39,0,1.0,1,1.0,4.0,50.0,1
2018HU1228494,21949,1,7309,67,0,1.0,2,6.0,4.0,,0
2018HU1228584,21950,1,7313,43,0,1.0,1,1.0,4.0,25.0,1
2018HU1228584,21950,2,7313,37,0,,2,6.0,4.0,,0
2018HU1228584,21950,3,7313,14,11,,1,,,,0
2018HU1228584,21950,4,7313,11,8,,2,,,,0
2018HU1228584,21950,5,7313,7,4,,2,,,,0
2018HU1228584,21950,6,7313,0,0,,1,,,,0
2018HU1228933,21951,1,7310,67,0,2.0,1,1.0,4.0,50.0,1
2018HU1228933,21951,2,7310,62,0,6.0,2,6.0,4.0,5.0,0
2018HU1228933,21951,3,7310,34,15,6.0,1,6.0,4.0,,0
2018HU1228965,21952,1,7315,66,0,1.0,2,2.0,4.0,40.0,1
2018HU1228965,21952,2,7315,74,0,1.0,1,1.0,4.0,40.0,1
2018HU1229209,21953,1,7320,46,0,6.0,2,1.0,4.0,37.0,1
2018HU1229209,21953,2,7320,47,0,3.0,1,1.0,4.0,40.0,1
2018HU1229209,21953,3,7320,11,8,,2,,,,0
2018HU1229209,21953,4,7320,9,5,,2,,,,0
2018HU1229217,21954,1,7317,58,0,,2,6.0,4.0,,0
2018HU1229217,21954,2,7317,34,0,1.0,2,1.0,4.0,32.0,1
2018HU1229217,21954,3,7317,13,9,,2,,,,0
2018HU1229511,21955,1,7310,33,0,1.0,1,1.0,3.0,40.0,1
2018HU1229827,21956,1,7312,66,0,5.0,2,1.0,4.0,40.0,1
2018HU1229827,21956,2,7312,69,0,5.0,1,6.0,2.0,40.0,0
2018HU1229924,21957,1,7308,83,0,,1,6.0,4.0,,0
2018HU1229924,21957,2,7308,79,0,,2,6.0,4.0,,0
2018HU1230237,21958,1,7317,40,0,7.0,1,1.0,4.0,65.0,1
2018HU1230237,21958,2,7317,28,15,1.0,2,6.0,4.0,,0
2018HU1230291,21959,1,7308,47,0,7.0,2,1.0,4.0,30.0,1
2018HU1230291,21959,2,7308,50,0,1.0,1,1.0,4.0,40.0,1
2018HU1230291,21959,3,7308,16,13,1.0,2,6.0,,12.0,0
2018HU1230406,21960,1,7302,83,0,1.0,1,2.0,3.0,40.0,1
2018HU1230406,21960,2,7302,74,0,1.0,2,1.0,4.0,40.0,1
2018HU1230406,21960,3,7302,54,0,,1,6.0,4.0,,0
2018HU1230540,21961,1,7309,56,0,1.0,2,1.0,4.0,36.0,1
2018HU1230540,21961,2,7309,68,0,3.0,1,1.0,4.0,40.0,1
2018HU1230613,21962,1,7308,34,0,1.0,1,1.0,4.0,40.0,1
2018HU1230743,21963,1,7309,51,0,4.0,2,6.0,4.0,,0
2018HU1230743,21963,2,7309,60,0,1.0,1,1.0,4.0,50.0,1
2018HU1230743,21963,3,7309,10,7,,2,,,,0
2018HU1230853,21964,1,7313,35,0,1.0,2,1.0,4.0,20.0,1
2018HU1230853,21964,2,7313,16,13,,2,6.0,,,0
2018HU1230853,21964,3,7313,9,5,,1,,,,0
2018HU1230853,21964,4,7313,61,0,,2,6.0,4.0,,0
2018HU1230931,21965,1,7317,24,0,5.0,1,4.0,1.0,40.0,0
2018HU1230931,21965,2,7317,24,0,1.0,2,1.0,4.0,40.0,1
2018HU1230995,21966,1,7309,67,0,6.0,1,1.0,4.0,60.0,1
2018HU1230995,21966,2,7309,58,0,,2,6.0,4.0,,0
2018HU1230995,21966,3,7309,22,15,1.0,2,1.0,4.0,30.0,1
2018HU1231129,21967,1,7313,94,0,,1,6.0,2.0,,0
2018HU1231423,21968,1,7313,40,0,1.0,2,1.0,4.0,40.0,1
2018HU1231423,21968,2,7313,37,0,1.0,1,1.0,2.0,60.0,1
2018HU1231423,21968,3,7313,16,12,,1,6.0,,,0
2018HU1231439,21969,1,7305,49,15,,2,6.0,4.0,,0
2018HU1231439,21969,2,7305,65,0,4.0,1,1.0,4.0,60.0,1
2018HU1231439,21969,3,7305,17,14,,2,6.0,4.0,,0
2018HU1231439,21969,4,7305,14,10,,2,,,,0
2018HU1231439,21969,5,7305,9,5,,1,,,,0
2018HU1231440,21970,1,7301,75,0,,2,6.0,4.0,,0
2018HU1231440,21970,2,7301,35,0,1.0,1,1.0,4.0,35.0,1
2018HU1231440,21970,3,7301,32,0,1.0,1,1.0,4.0,50.0,1
2018HU1231714,21971,1,7321,56,0,4.0,1,1.0,4.0,40.0,1
2018HU1232037,21972,1,7314,31,0,1.0,2,1.0,4.0,40.0,1
2018HU1232037,21972,2,7314,32,0,1.0,1,1.0,4.0,50.0,1
2018HU1232037,21972,3,7314,3,0,,1,,,,0
2018HU1232037,21972,4,7314,0,0,,1,,,,0
2018HU1232044,21973,1,7303,47,0,6.0,1,1.0,4.0,48.0,1
2018HU1232044,21973,2,7303,42,0,1.0,2,1.0,4.0,40.0,1
2018HU1232044,21973,3,7303,8,5,,1,,,,0
2018HU1232044,21973,4,7303,7,4,,1,,,,0
2018HU1232277,21974,1,7313,59,0,5.0,1,6.0,4.0,,0
2018HU1232277,21974,2,7313,59,0,5.0,2,6.0,4.0,,0
2018HU1232277,21974,3,7313,36,0,2.0,1,1.0,4.0,40.0,1
2018HU1232277,21974,4,7313,31,0,2.0,2,1.0,4.0,55.0,1
2018HU1232277,21974,5,7313,37,0,1.0,1,1.0,2.0,40.0,1
2018HU1232303,21975,1,7314,53,0,1.0,1,1.0,4.0,40.0,1
2018HU1232303,21975,2,7314,57,0,,1,6.0,4.0,,0
2018HU1232303,21975,3,7314,63,0,,2,6.0,4.0,,0
2018HU1232369,21976,1,7318,94,0,,2,6.0,4.0,,0
2018HU1232369,21976,2,7318,62,0,1.0,2,1.0,4.0,40.0,1
2018HU1232369,21976,3,7318,86,0,,1,6.0,4.0,,0
2018HU1232369,21976,4,7318,35,0,1.0,1,1.0,4.0,32.0,1
2018HU1232369,21976,5,7318,18,14,6.0,1,1.0,4.0,6.0,1
2018HU1232614,21977,1,7309,64,0,6.0,2,1.0,4.0,55.0,1
2018HU1232614,21977,2,7309,78,0,,1,6.0,4.0,,0
2018HU1232788,21978,1,7306,37,14,1.0,1,1.0,4.0,40.0,1
2018HU1232788,21978,2,7306,36,0,1.0,2,1.0,4.0,40.0,1
2018HU1232788,21978,3,7306,9,5,,2,,,,0
2018HU1232788,21978,4,7306,7,3,,1,,,,0
2018HU1232860,21979,1,7307,55,0,1.0,2,1.0,4.0,40.0,1
2018HU1232860,21979,2,7307,60,0,1.0,1,1.0,4.0,36.0,1
2018HU1232933,21980,1,7322,29,15,5.0,2,1.0,2.0,55.0,1
2018HU1232933,21980,2,7322,61,0,7.0,2,6.0,4.0,,0
2018HU1232933,21980,3,7322,39,0,1.0,2,1.0,4.0,40.0,1
2018HU1232933,21980,4,7322,29,0,1.0,1,1.0,2.0,40.0,1
2018HU1232933,21980,5,7322,36,0,5.0,1,1.0,2.0,40.0,1
2018HU1232944,21981,1,7312,21,15,5.0,2,6.0,4.0,40.0,0
2018HU1233042,21982,1,7301,26,15,5.0,1,4.0,1.0,40.0,0
2018HU1233042,21982,2,7301,26,0,1.0,2,3.0,4.0,,1
2018HU1233042,21982,3,7301,3,0,,2,,,,0
2018HU1233182,21983,1,7306,70,0,,2,6.0,4.0,,0
2018HU1233204,21984,1,7310,46,0,7.0,2,1.0,4.0,40.0,1
2018HU1233204,21984,2,7310,46,0,7.0,1,1.0,4.0,70.0,1
2018HU1233204,21984,3,7310,16,13,,1,6.0,,,0
2018HU1233204,21984,4,7310,12,9,,1,,,,0
2018HU1233325,21985,1,7316,64,0,,1,6.0,4.0,,0
2018HU1233325,21985,2,7316,64,0,,2,6.0,4.0,,0
2018HU1233375,21986,1,7310,53,0,,2,6.0,4.0,,0
2018HU1233641,21987,1,7307,63,0,7.0,1,1.0,4.0,40.0,1
2018HU1233641,21987,2,7307,52,0,1.0,2,1.0,4.0,20.0,1
2018HU1233641,21987,3,7307,78,0,,2,6.0,4.0,,0
2018HU1233651,21988,1,7312,34,0,1.0,1,1.0,4.0,36.0,1
2018HU1233651,21988,2,7312,33,0,2.0,2,1.0,4.0,36.0,1
2018HU1233651,21988,3,7312,2,0,,1,,,,0
2018HU1233651,21988,4,7312,35,0,1.0,1,1.0,4.0,36.0,1
2018HU1233849,21989,1,7314,27,0,2.0,2,1.0,4.0,40.0,1
2018HU1234095,21990,1,7314,37,0,5.0,1,4.0,1.0,45.0,0
2018HU1234095,21990,2,7314,40,0,,2,6.0,4.0,,0
2018HU1234095,21990,3,7314,12,9,,1,,,,0
2018HU1234095,21990,4,7314,11,8,,1,,,,0
2018HU1234095,21990,5,7314,8,0,,1,,,,0
2018HU1234183,21991,1,7309,53,0,3.0,1,1.0,4.0,40.0,1
2018HU1234183,21991,2,7309,55,0,2.0,2,1.0,4.0,45.0,1
2018HU1234183,21991,3,7309,15,12,,2,,,,0
2018HU1234332,21992,1,7309,47,0,1.0,1,1.0,4.0,12.0,1
2018HU1234332,21992,2,7309,46,0,1.0,2,1.0,4.0,45.0,1
2018HU1234332,21992,3,7309,15,12,,2,,,,0
2018HU1234332,21992,4,7309,12,9,,1,,,,0
2018HU1234540,21993,1,7315,31,0,1.0,2,1.0,4.0,40.0,1
2018HU1234540,21993,2,7315,39,0,2.0,1,1.0,4.0,40.0,1
2018HU1234540,21993,3,7315,3,0,,2,,,,0
2018HU1234725,21994,1,7307,54,0,1.0,1,1.0,4.0,45.0,1
2018HU1234725,21994,2,7307,51,0,,2,6.0,4.0,,0
2018HU1234725,21994,3,7307,14,10,,2,,,,0
2018HU1234725,21994,4,7307,11,7,,2,,,,0
2018HU1234788,21995,1,7319,62,0,1.0,1,6.0,4.0,,0
2018HU1234788,21995,2,7319,89,0,,2,6.0,4.0,,0
2018HU1234788,21995,3,7319,62,0,6.0,2,1.0,4.0,4.0,1
2018HU1234793,21996,1,7315,26,15,,1,6.0,4.0,,0
2018HU1234793,21996,2,7315,30,0,1.0,1,1.0,4.0,50.0,1
2018HU1234793,21996,3,7315,23,0,1.0,2,1.0,4.0,50.0,1
2018HU1234883,21997,1,7312,23,0,1.0,1,1.0,4.0,40.0,1
2018HU1234883,21997,2,7312,23,0,1.0,1,1.0,4.0,16.0,1
2018HU1235206,21998,1,7314,41,0,1.0,1,1.0,4.0,50.0,1
2018HU1235206,21998,2,7314,12,9,,2,,,,0
2018HU1235279,21999,1,7303,67,0,,1,6.0,4.0,,0
2018HU1235443,22000,1,7317,43,0,1.0,2,1.0,2.0,45.0,1
2018HU1235443,22000,2,7317,24,15,1.0,1,1.0,4.0,20.0,1
2018HU1235443,22000,3,7317,19,15,1.0,1,1.0,2.0,6.0,1
2018HU1235443,22000,4,7317,18,14,9.0,2,3.0,4.0,,1
2018HU1235520,22001,1,7310,61,0,6.0,2,1.0,4.0,50.0,1
2018HU1235579,22002,1,7317,60,15,3.0,1,1.0,4.0,40.0,1
2018HU1235579,22002,2,7317,53,0,1.0,2,1.0,4.0,40.0,1
2018HU1235579,22002,3,7317,20,15,1.0,2,6.0,4.0,,0
2018HU1235837,22003,1,7310,74,0,6.0,2,6.0,4.0,15.0,0
2018HU1235837,22003,2,7310,78,0,6.0,1,6.0,2.0,2.0,0
2018HU1235879,22004,1,7318,34,15,5.0,1,4.0,1.0,40.0,0
2018HU1235879,22004,2,7318,33,15,1.0,2,6.0,4.0,26.0,0
2018HU1235879,22004,3,7318,0,0,,2,,,,0
2018HU1235980,22005,1,7302,90,0,,2,6.0,4.0,,0
2018HU1235980,22005,2,7302,87,0,,1,6.0,2.0,,0
2018HU1236203,22006,1,7320,25,0,5.0,1,4.0,1.0,50.0,0
2018HU1236203,22006,2,7320,35,15,1.0,2,6.0,4.0,25.0,0
2018HU1236225,22007,1,7316,30,0,7.0,1,6.0,4.0,,0
2018HU1236382,22008,1,7316,63,0,6.0,1,6.0,4.0,2.0,0
2018HU1236382,22008,2,7316,61,0,5.0,2,1.0,4.0,33.0,1
2018HU1236477,22009,1,7310,66,0,6.0,1,6.0,2.0,,0
2018HU1236477,22009,2,7310,65,0,4.0,2,6.0,4.0,,0
2018HU1236658,22010,1,7308,87,0,,2,6.0,4.0,,0
2018HU1236902,22011,1,7305,66,0,1.0,1,3.0,4.0,,1
2018HU1236902,22011,2,7305,52,0,1.0,2,1.0,4.0,40.0,1
2018HU1237152,22012,1,7315,67,0,1.0,2,6.0,4.0,,0
2018HU1237152,22012,2,7315,36,0,1.0,1,1.0,4.0,40.0,1
2018HU1237228,22013,1,7315,26,0,1.0,1,1.0,4.0,40.0,1
2018HU1237228,22013,2,7315,27,0,1.0,1,1.0,4.0,30.0,1
2018HU1237228,22013,3,7315,26,0,1.0,1,1.0,4.0,45.0,1
2018HU1237255,22014,1,7318,45,0,,2,6.0,4.0,,0
2018HU1237255,22014,2,7318,49,0,1.0,1,1.0,4.0,60.0,1
2018HU1237255,22014,3,7318,22,0,1.0,2,1.0,4.0,40.0,1
2018HU1237255,22014,4,7318,15,12,,2,,,,0
2018HU1237255,22014,5,7318,13,10,,2,,,,0
2018HU1237419,22015,1,7312,21,15,4.0,1,3.0,4.0,,1
2018HU1237419,22015,2,7312,22,0,1.0,1,3.0,4.0,,1
2018HU1237425,22016,1,7316,28,0,1.0,1,1.0,2.0,40.0,1
2018HU1237425,22016,2,7316,28,16,5.0,2,1.0,2.0,42.0,1
2018HU1237530,22017,1,7309,32,0,1.0,1,1.0,2.0,40.0,1
2018HU1237530,22017,2,7309,32,0,2.0,2,1.0,4.0,40.0,1
2018HU1237530,22017,3,7309,2,0,,1,,,,0
2018HU1237594,22018,1,7319,67,0,4.0,2,6.0,4.0,,0
2018HU1237594,22018,2,7319,70,0,,1,6.0,4.0,,0
2018HU1237672,22019,1,7316,23,0,2.0,2,1.0,4.0,32.0,1
2018HU1237672,22019,2,7316,22,0,1.0,2,1.0,4.0,40.0,1
2018HU1237807,22020,1,7314,36,0,6.0,1,1.0,4.0,40.0,1
2018HU1237807,22020,2,7314,14,11,,2,,,,0
2018HU1237807,22020,3,7314,13,10,,1,,,,0
2018HU1237807,22020,4,7314,11,8,,1,,,,0
2018HU1237925,22021,1,7302,49,0,,2,6.0,4.0,,0
2018HU1237925,22021,2,7302,53,0,7.0,1,1.0,4.0,50.0,1
2018HU1237925,22021,3,7302,12,9,,1,,,,0
2018HU1237925,22021,4,7302,10,6,,1,,,,0
2018HU1237925,22021,5,7302,6,3,,1,,,,0
2018HU1237999,22022,1,7312,61,0,1.0,2,1.0,4.0,20.0,1
2018HU1237999,22022,2,7312,61,0,1.0,1,1.0,4.0,50.0,1
2018HU1238006,22023,1,7314,36,0,1.0,2,1.0,4.0,40.0,1
2018HU1238006,22023,2,7314,36,0,1.0,1,1.0,4.0,40.0,1
2018HU1238195,22024,1,7315,78,0,,2,6.0,4.0,,0
2018HU1238195,22024,2,7315,57,0,6.0,1,1.0,4.0,10.0,1
2018HU1238195,22024,3,7315,52,0,,1,6.0,4.0,,0
2018HU1238364,22025,1,7318,30,16,1.0,2,1.0,4.0,48.0,1
2018HU1238364,22025,2,7318,2,0,,1,,,,0
2018HU1238364,22025,3,7318,0,0,,1,,,,0
2018HU1238364,22025,4,7318,30,0,1.0,1,1.0,4.0,35.0,1
2018HU1238412,22026,1,7314,73,0,6.0,1,1.0,4.0,6.0,1
2018HU1238412,22026,2,7314,71,0,,2,6.0,4.0,,0
2018HU1238443,22027,1,7318,40,0,1.0,2,1.0,4.0,40.0,1
2018HU1238443,22027,2,7318,43,0,1.0,1,1.0,4.0,40.0,1
2018HU1238443,22027,3,7318,18,14,,1,6.0,4.0,,0
2018HU1238443,22027,4,7318,12,9,,2,,,,0
2018HU1238504,22028,1,7311,73,0,,2,6.0,4.0,,0
2018HU1238504,22028,2,7311,49,0,1.0,1,1.0,4.0,40.0,1
2018HU1238546,22029,1,7311,32,0,1.0,2,1.0,4.0,40.0,1
2018HU1238546,22029,2,7311,32,16,1.0,1,1.0,2.0,50.0,1
2018HU1238546,22029,3,7311,0,0,,2,,,,0
2018HU1238745,22030,1,7306,51,15,1.0,2,1.0,4.0,40.0,1
2018HU1238745,22030,2,7306,59,0,1.0,1,1.0,4.0,40.0,1
2018HU1238745,22030,3,7306,7,3,,1,,,,0
2018HU1238745,22030,4,7306,18,14,,1,6.0,4.0,,0
2018HU1238948,22031,1,7308,62,0,6.0,1,1.0,4.0,30.0,1
2018HU1238948,22031,2,7308,66,0,3.0,2,2.0,4.0,13.0,1
2018HU1238948,22031,3,7308,60,0,3.0,1,1.0,4.0,50.0,1
2018HU1238982,22032,1,7315,38,0,1.0,1,1.0,4.0,45.0,1
2018HU1238982,22032,2,7315,32,0,1.0,2,1.0,4.0,30.0,1
2018HU1238982,22032,3,7315,0,0,,1,,,,0
2018HU1239088,22033,1,7305,49,0,1.0,1,1.0,2.0,40.0,1
2018HU1239088,22033,2,7305,50,0,,2,6.0,4.0,,0
2018HU1239088,22033,3,7305,17,14,,1,6.0,4.0,,0
2018HU1239088,22033,4,7305,13,10,,2,,,,0
2018HU1239357,22034,1,7315,37,0,1.0,1,1.0,3.0,40.0,1
2018HU1239357,22034,2,7315,28,0,1.0,2,1.0,4.0,40.0,1
2018HU1239357,22034,3,7315,25,0,1.0,1,1.0,4.0,40.0,1
2018HU1239491,22035,1,7304,29,0,1.0,1,1.0,4.0,30.0,1
2018HU1239491,22035,2,7304,27,0,3.0,2,1.0,4.0,40.0,1
2018HU1239531,22036,1,7308,29,16,5.0,2,1.0,4.0,48.0,1
2018HU1239531,22036,2,7308,30,0,2.0,2,1.0,4.0,45.0,1
2018HU1239586,22037,1,7301,66,0,1.0,1,1.0,4.0,40.0,1
2018HU1239586,22037,2,7301,65,0,,2,6.0,4.0,,0
2018HU1239586,22037,3,7301,42,15,1.0,2,2.0,4.0,40.0,1
2018HU1239586,22037,4,7301,39,0,,2,6.0,4.0,,0
2018HU1239586,22037,5,7301,16,13,,1,6.0,,,0
2018HU1239586,22037,6,7301,14,11,,1,,,,0
2018HU1239586,22037,7,7301,13,10,,1,,,,0
2018HU1239586,22037,8,7301,44,0,1.0,1,1.0,4.0,40.0,1
2018HU1239725,22038,1,7304,65,0,7.0,1,1.0,4.0,30.0,1
2018HU1239725,22038,2,7304,64,0,,2,6.0,4.0,,0
2018HU1239725,22038,3,7304,32,0,,2,6.0,4.0,,0
2018HU1240364,22039,1,7302,60,0,6.0,1,1.0,4.0,50.0,1
2018HU1240386,22040,1,7307,78,0,,2,6.0,4.0,,0
2018HU1240386,22040,2,7307,57,0,7.0,2,1.0,4.0,40.0,1
2018HU1240482,22041,1,7313,71,0,,1,6.0,4.0,,0
2018HU1240482,22041,2,7313,51,0,,2,6.0,4.0,,0
2018HU1240482,22041,3,7313,19,15,9.0,2,3.0,4.0,,1
2018HU1240482,22041,4,7313,15,12,,1,,,,0
2018HU1240550,22042,1,7302,76,0,,1,6.0,2.0,,0
2018HU1240596,22043,1,7318,24,0,1.0,2,1.0,4.0,40.0,1
2018HU1240596,22043,2,7318,58,0,6.0,2,6.0,4.0,,0
2018HU1240605,22044,1,7319,81,0,,2,6.0,4.0,,0
2018HU1240605,22044,2,7319,53,0,,1,6.0,4.0,,0
2018HU1240605,22044,3,7319,51,0,,2,6.0,4.0,,0
2018HU1240605,22044,4,7319,71,0,,2,6.0,4.0,,0
2018HU1240605,22044,5,7319,35,0,1.0,2,1.0,4.0,40.0,1
2018HU1240605,22044,6,7319,24,0,1.0,1,1.0,4.0,32.0,1
2018HU1240605,22044,7,7319,9,6,,2,,,,0
2018HU1240650,22045,1,7301,57,0,4.0,2,1.0,4.0,40.0,1
2018HU1240650,22045,2,7301,55,0,1.0,1,1.0,4.0,50.0,1
2018HU1240684,22046,1,7312,21,15,,2,6.0,4.0,,0
2018HU1240684,22046,2,7312,24,15,1.0,2,1.0,4.0,26.0,1
2018HU1240684,22046,3,7312,21,15,,2,6.0,4.0,,0
2018HU1240684,22046,4,7312,21,15,1.0,2,2.0,4.0,4.0,1
2018HU1240770,22047,1,7322,62,0,,2,6.0,4.0,,0
2018HU1240770,22047,2,7322,64,0,1.0,1,1.0,4.0,40.0,1
2018HU1240770,22047,3,7322,42,0,1.0,2,1.0,4.0,40.0,1
2018HU1240770,22047,4,7322,33,15,1.0,2,1.0,4.0,40.0,1
2018HU1240770,22047,5,7322,16,13,,1,6.0,,,0
2018HU1240770,22047,6,7322,15,11,,1,,,,0
2018HU1240770,22047,7,7322,13,10,,1,,,,0
2018HU1240770,22047,8,7322,8,4,,1,,,,0
2018HU1240905,22048,1,7321,77,0,,2,6.0,4.0,,0
2018HU1240997,22049,1,7312,49,0,1.0,1,1.0,4.0,40.0,1
2018HU1240997,22049,2,7312,43,0,1.0,2,1.0,4.0,40.0,1
2018HU1240997,22049,3,7312,18,14,,1,6.0,4.0,,0
2018HU1240997,22049,4,7312,17,14,,1,6.0,4.0,,0
2018HU1240997,22049,5,7312,75,0,,1,6.0,4.0,,0
2018HU1240997,22049,6,7312,71,0,,2,6.0,4.0,,0
2018HU1241076,22050,1,7319,58,0,4.0,2,6.0,4.0,30.0,0
2018HU1241215,22051,1,7308,35,0,1.0,1,1.0,4.0,40.0,1
2018HU1241215,22051,2,7308,34,0,1.0,2,1.0,4.0,40.0,1
2018HU1241215,22051,3,7308,3,1,,2,,,,0
2018HU1241284,22052,1,7316,33,0,3.0,1,1.0,4.0,40.0,1
2018HU1241513,22053,1,7318,42,15,2.0,2,1.0,4.0,40.0,1
2018HU1241513,22053,2,7318,34,0,1.0,1,2.0,4.0,40.0,1
2018HU1241513,22053,3,7318,22,0,1.0,1,1.0,4.0,45.0,1
2018HU1241513,22053,4,7318,2,0,,1,,,,0
2018HU1241740,22054,1,7303,62,0,1.0,1,1.0,4.0,50.0,1
2018HU1241740,22054,2,7303,70,0,1.0,2,6.0,4.0,,0
2018HU1241777,22055,1,7318,34,0,1.0,1,1.0,4.0,40.0,1
2018HU1241777,22055,2,7318,5,0,,2,,,,0
2018HU1241777,22055,3,7318,1,0,,2,,,,0
2018HU1241777,22055,4,7318,30,0,1.0,2,1.0,4.0,25.0,1
2018HU1241842,22056,1,7307,42,0,1.0,1,1.0,4.0,40.0,1
2018HU1241842,22056,2,7307,56,0,1.0,2,1.0,4.0,40.0,1
2018HU1241842,22056,3,7307,22,0,1.0,1,1.0,4.0,30.0,1
2018HU1241982,22057,1,7312,75,0,,1,6.0,3.0,,0
2018HU1241982,22057,2,7312,72,0,,2,6.0,4.0,,0
2018HU1241985,22058,1,7317,50,0,1.0,1,1.0,4.0,40.0,1
2018HU1241985,22058,2,7317,35,0,1.0,2,1.0,4.0,40.0,1
2018HU1241985,22058,3,7317,15,11,,2,,,,0
2018HU1241985,22058,4,7317,12,9,,1,,,,0
2018HU1241985,22058,5,7317,9,7,,2,,,,0
2018HU1241985,22058,6,7317,5,2,,1,,,,0
2018HU1241990,22059,1,7317,38,0,1.0,2,1.0,4.0,30.0,1
2018HU1241990,22059,2,7317,39,0,3.0,1,1.0,4.0,40.0,1
2018HU1242064,22060,1,7301,25,15,5.0,2,6.0,2.0,,0
2018HU1242064,22060,2,7301,28,0,5.0,1,4.0,1.0,50.0,0
2018HU1242064,22060,3,7301,9,6,,1,,,,0
2018HU1242258,22061,1,7321,29,0,1.0,1,1.0,4.0,45.0,1
2018HU1242258,22061,2,7321,2,0,,1,,,,0
2018HU1242258,22061,3,7321,28,15,1.0,2,1.0,4.0,40.0,1
2018HU1242689,22062,1,7317,52,0,1.0,1,1.0,4.0,40.0,1
2018HU1242689,22062,2,7317,62,0,1.0,2,1.0,4.0,20.0,1
2018HU1242727,22063,1,7315,71,0,3.0,1,1.0,4.0,32.0,1
2018HU1242727,22063,2,7315,68,0,3.0,2,1.0,4.0,36.0,1
2018HU1242727,22063,3,7315,34,0,,2,6.0,4.0,,0
2018HU1242727,22063,4,7315,31,0,3.0,2,1.0,4.0,32.0,1
2018HU1242734,22064,1,7312,20,15,,1,6.0,4.0,,0
2018HU1242734,22064,2,7312,20,15,1.0,1,1.0,4.0,20.0,1
2018HU1242819,22065,1,7303,76,0,,2,6.0,4.0,,0
2018HU1242865,22066,1,7320,78,0,4.0,1,6.0,4.0,40.0,0
2018HU1242865,22066,2,7320,77,0,,2,6.0,4.0,,0
2018HU1243229,22067,1,7316,64,0,6.0,2,3.0,4.0,,1
2018HU1243383,22068,1,7301,36,0,6.0,2,1.0,4.0,60.0,1
2018HU1243383,22068,2,7301,15,13,,2,,,,0
