SERIALNO,HHID,SPORDER,PUMA,AGEP,SCHG,COW,SEX,ESR,MIL,WKHP,isinlaborforce
2018HU1243383,22068,3,7301,13,10,,1,,,,0
2018HU1243385,22069,1,7314,94,0,,1,6.0,4.0,,0
2018HU1243385,22069,2,7314,89,0,,2,6.0,4.0,,0
2018HU1243535,22070,1,7322,47,0,1.0,1,1.0,4.0,53.0,1
2018HU1243535,22070,2,7322,42,0,1.0,2,1.0,4.0,25.0,1
2018HU1243535,22070,3,7322,16,13,,1,6.0,,,0
2018HU1243535,22070,4,7322,11,8,,1,,,,0
2018HU1243535,22070,5,7322,7,4,,2,,,,0
2018HU1243535,22070,6,7322,68,0,,2,6.0,4.0,,0
2018HU1243552,22071,1,7322,68,0,1.0,2,1.0,4.0,21.0,1
2018HU1243552,22071,2,7322,74,0,,1,6.0,4.0,,0
2018HU1243552,22071,3,7322,39,0,6.0,2,1.0,4.0,35.0,1
2018HU1243552,22071,4,7322,31,0,1.0,1,1.0,4.0,40.0,1
2018HU1243705,22072,1,7320,55,0,2.0,1,1.0,4.0,40.0,1
2018HU1243705,22072,2,7320,25,0,1.0,1,1.0,4.0,38.0,1
2018HU1243705,22072,3,7320,94,0,,2,6.0,4.0,,0
2018HU1243982,22073,1,7313,61,0,2.0,2,1.0,4.0,40.0,1
2018HU1244077,22074,1,7309,57,0,1.0,1,1.0,2.0,40.0,1
2018HU1244077,22074,2,7309,54,0,,2,6.0,4.0,,0
2018HU1244077,22074,3,7309,17,13,1.0,2,1.0,4.0,10.0,1
2018HU1244080,22075,1,7314,89,0,,2,6.0,4.0,,0
2018HU1244098,22076,1,7309,37,0,1.0,2,6.0,4.0,,0
2018HU1244098,22076,2,7309,38,0,1.0,1,1.0,4.0,45.0,1
2018HU1244098,22076,3,7309,9,5,,2,,,,0
2018HU1244098,22076,4,7309,7,3,,1,,,,0
2018HU1244098,22076,5,7309,4,0,,1,,,,0
2018HU1244267,22077,1,7318,57,15,1.0,2,1.0,4.0,36.0,1
2018HU1244296,22078,1,7302,41,0,2.0,1,1.0,4.0,55.0,1
2018HU1244296,22078,2,7302,39,0,2.0,2,1.0,4.0,80.0,1
2018HU1244361,22079,1,7301,48,0,6.0,1,1.0,4.0,60.0,1
2018HU1244361,22079,2,7301,43,0,1.0,2,1.0,4.0,40.0,1
2018HU1244361,22079,3,7301,28,0,1.0,1,1.0,4.0,53.0,1
2018HU1244361,22079,4,7301,18,15,3.0,2,1.0,4.0,16.0,1
2018HU1244361,22079,5,7301,39,0,1.0,2,1.0,4.0,30.0,1
2018HU1244474,22080,1,7305,39,0,1.0,1,1.0,4.0,57.0,1
2018HU1244474,22080,2,7305,38,0,3.0,2,1.0,4.0,40.0,1
2018HU1244474,22080,3,7305,15,12,,2,,,,0
2018HU1244474,22080,4,7305,11,9,,2,,,,0
2018HU1244474,22080,5,7305,20,0,1.0,2,1.0,4.0,40.0,1
2018HU1244542,22081,1,7321,31,0,1.0,1,1.0,4.0,40.0,1
2018HU1244542,22081,2,7321,36,0,1.0,1,1.0,4.0,40.0,1
2018HU1244542,22081,3,7321,61,0,1.0,1,3.0,4.0,,1
2018HU1244549,22082,1,7322,72,0,,1,6.0,2.0,,0
2018HU1244549,22082,2,7322,68,0,,2,6.0,4.0,,0
2018HU1244571,22083,1,7309,34,0,1.0,1,1.0,4.0,40.0,1
2018HU1244571,22083,2,7309,33,0,7.0,2,1.0,4.0,40.0,1
2018HU1244612,22084,1,7313,86,0,,2,6.0,4.0,,0
2018HU1244761,22085,1,7309,43,0,1.0,2,1.0,4.0,36.0,1
2018HU1244761,22085,2,7309,51,0,7.0,1,1.0,4.0,50.0,1
2018HU1244761,22085,3,7309,17,14,,1,6.0,4.0,,0
2018HU1244761,22085,4,7309,12,8,,1,,,,0
2018HU1244761,22085,5,7309,10,6,,1,,,,0
2018HU1244771,22086,1,7311,54,0,6.0,1,1.0,4.0,10.0,1
2018HU1244771,22086,2,7311,48,0,1.0,2,1.0,4.0,20.0,1
2018HU1244771,22086,3,7311,28,15,9.0,1,3.0,4.0,,1
2018HU1244771,22086,4,7311,25,16,1.0,2,1.0,4.0,12.0,1
2018HU1245205,22087,1,7316,77,0,,1,6.0,2.0,,0
2018HU1245205,22087,2,7316,74,0,,2,6.0,4.0,,0
2018HU1245380,22088,1,7319,89,0,,1,6.0,2.0,,0
2018HU1245380,22088,2,7319,83,0,,2,6.0,4.0,,0
2018HU1245533,22089,1,7320,74,0,4.0,2,6.0,4.0,,0
2018HU1245626,22090,1,7314,47,0,3.0,2,1.0,4.0,45.0,1
2018HU1245626,22090,2,7314,12,9,,2,,,,0
2018HU1245636,22091,1,7316,46,0,2.0,2,1.0,4.0,40.0,1
2018HU1245636,22091,2,7316,46,0,1.0,1,1.0,4.0,50.0,1
2018HU1245774,22092,1,7321,70,0,,1,6.0,4.0,,0
2018HU1245774,22092,2,7321,68,0,,2,6.0,4.0,,0
2018HU1246015,22093,1,7315,76,0,1.0,2,1.0,4.0,28.0,1
2018HU1246056,22094,1,7304,73,0,1.0,2,1.0,4.0,10.0,1
2018HU1246056,22094,2,7304,74,0,6.0,1,6.0,4.0,20.0,0
2018HU1246131,22095,1,7311,70,0,1.0,1,6.0,4.0,,0
2018HU1246131,22095,2,7311,69,0,,2,6.0,4.0,,0
2018HU1246423,22096,1,7316,64,0,1.0,1,6.0,4.0,40.0,0
2018HU1246474,22097,1,7321,48,0,1.0,2,3.0,4.0,52.0,1
2018HU1246474,22097,2,7321,43,0,1.0,1,1.0,2.0,35.0,1
2018HU1246515,22098,1,7314,56,0,1.0,2,1.0,4.0,45.0,1
2018HU1246515,22098,2,7314,56,0,7.0,1,1.0,4.0,55.0,1
2018HU1246515,22098,3,7314,26,0,1.0,1,1.0,4.0,40.0,1
2018HU1246652,22099,1,7314,55,0,,2,6.0,4.0,,0
2018HU1246652,22099,2,7314,52,0,1.0,1,1.0,4.0,55.0,1
2018HU1246796,22100,1,7317,28,0,1.0,1,1.0,4.0,65.0,1
2018HU1246796,22100,2,7317,66,0,1.0,1,1.0,4.0,25.0,1
2018HU1246823,22101,1,7317,61,0,3.0,2,6.0,4.0,,0
2018HU1246823,22101,2,7317,41,0,1.0,1,1.0,4.0,83.0,1
2018HU1246823,22101,3,7317,31,0,1.0,2,1.0,4.0,40.0,1
2018HU1246870,22102,1,7320,66,0,1.0,1,6.0,4.0,,0
2018HU1246870,22102,2,7320,66,0,,2,6.0,4.0,,0
2018HU1246890,22103,1,7308,43,0,8.0,1,6.0,4.0,10.0,0
2018HU1246890,22103,2,7308,42,0,3.0,2,1.0,4.0,18.0,1
2018HU1246890,22103,3,7308,14,11,,2,,,,0
2018HU1246890,22103,4,7308,12,9,,2,,,,0
2018HU1246890,22103,5,7308,11,7,,1,,,,0
2018HU1246979,22104,1,7305,40,0,,2,6.0,4.0,,0
2018HU1246979,22104,2,7305,40,0,1.0,1,1.0,4.0,50.0,1
2018HU1246979,22104,3,7305,13,9,,2,,,,0
2018HU1246979,22104,4,7305,10,7,,1,,,,0
2018HU1246979,22104,5,7305,8,4,,1,,,,0
2018HU1247308,22105,1,7322,79,0,,2,6.0,4.0,,0
2018HU1247308,22105,2,7322,78,0,,1,6.0,4.0,,0
2018HU1247650,22106,1,7315,72,0,1.0,1,6.0,4.0,,0
2018HU1247650,22106,2,7315,70,0,,2,6.0,4.0,,0
2018HU1247707,22107,1,7308,26,0,1.0,1,1.0,4.0,40.0,1
2018HU1247707,22107,2,7308,25,15,1.0,2,1.0,4.0,13.0,1
2018HU1247728,22108,1,7310,39,0,1.0,2,6.0,4.0,,0
2018HU1247728,22108,2,7310,40,0,7.0,1,3.0,2.0,40.0,1
2018HU1247728,22108,3,7310,5,2,,2,,,,0
2018HU1247728,22108,4,7310,3,1,,1,,,,0
2018HU1247849,22109,1,7306,27,0,1.0,2,1.0,4.0,40.0,1
2018HU1247899,22110,1,7301,48,0,6.0,1,6.0,4.0,15.0,0
2018HU1248192,22111,1,7316,66,0,,2,6.0,4.0,,0
2018HU1248192,22111,2,7316,67,0,,1,6.0,4.0,,0
2018HU1248304,22112,1,7312,36,0,1.0,2,1.0,4.0,30.0,1
2018HU1248304,22112,2,7312,40,0,1.0,1,1.0,4.0,8.0,1
2018HU1248304,22112,3,7312,5,1,,2,,,,0
2018HU1248716,22113,1,7301,47,0,,2,6.0,4.0,,0
2018HU1248716,22113,2,7301,12,9,,2,,,,0
2018HU1248831,22114,1,7301,74,0,2.0,2,1.0,4.0,45.0,1
2018HU1248831,22114,2,7301,77,15,1.0,1,6.0,3.0,,0
2018HU1248836,22115,1,7311,61,0,1.0,1,1.0,4.0,44.0,1
2018HU1248836,22115,2,7311,58,0,2.0,2,1.0,4.0,40.0,1
2018HU1248836,22115,3,7311,18,0,9.0,1,3.0,4.0,,1
2018HU1248850,22116,1,7322,32,0,1.0,2,1.0,4.0,40.0,1
2018HU1248850,22116,2,7322,3,0,,2,,,,0
2018HU1248850,22116,3,7322,17,14,,1,6.0,4.0,,0
2018HU1248850,22116,4,7322,61,0,3.0,2,6.0,4.0,,0
2018HU1248850,22116,5,7322,59,0,,1,6.0,2.0,,0
2018HU1248912,22117,1,7316,29,0,1.0,1,1.0,4.0,50.0,1
2018HU1249012,22118,1,7304,68,0,,1,6.0,4.0,,0
2018HU1249012,22118,2,7304,61,0,,2,6.0,4.0,,0
2018HU1249136,22119,1,7302,53,0,3.0,2,6.0,4.0,,0
2018HU1249136,22119,2,7302,70,0,2.0,1,1.0,3.0,40.0,1
2018HU1249136,22119,3,7302,20,0,,2,6.0,4.0,,0
2018HU1249167,22120,1,7315,41,0,1.0,1,1.0,4.0,49.0,1
2018HU1249167,22120,2,7315,35,0,5.0,2,1.0,4.0,40.0,1
2018HU1249180,22121,1,7309,52,0,1.0,1,1.0,2.0,40.0,1
2018HU1249180,22121,2,7309,49,0,1.0,2,6.0,4.0,21.0,0
2018HU1249180,22121,3,7309,18,0,1.0,1,3.0,4.0,20.0,1
2018HU1249180,22121,4,7309,13,10,,1,,,,0
2018HU1249244,22122,1,7320,63,0,,2,6.0,4.0,,0
2018HU1249244,22122,2,7320,26,0,4.0,2,1.0,4.0,30.0,1
2018HU1249244,22122,3,7320,6,2,,1,,,,0
2018HU1249244,22122,4,7320,1,0,,2,,,,0
2018HU1249244,22122,5,7320,0,0,,1,,,,0
2018HU1249266,22123,1,7305,80,0,1.0,1,6.0,2.0,,0
2018HU1249266,22123,2,7305,74,0,,2,6.0,4.0,,0
2018HU1249438,22124,1,7322,70,0,3.0,2,1.0,4.0,40.0,1
2018HU1249438,22124,2,7322,74,0,,1,6.0,4.0,,0
2018HU1249519,22125,1,7310,73,0,,1,6.0,4.0,,0
2018HU1249519,22125,2,7310,67,0,,2,6.0,4.0,,0
2018HU1249543,22126,1,7304,71,0,6.0,1,1.0,2.0,10.0,1
2018HU1249543,22126,2,7304,67,0,6.0,2,1.0,4.0,10.0,1
2018HU1249964,22127,1,7318,34,0,1.0,2,1.0,4.0,40.0,1
2018HU1249964,22127,2,7318,40,0,1.0,1,1.0,4.0,40.0,1
2018HU1249964,22127,3,7318,15,12,,2,,,,0
2018HU1249964,22127,4,7318,5,1,,2,,,,0
2018HU1249964,22127,5,7318,4,1,,1,,,,0
2018HU1250317,22128,1,7306,51,0,,2,6.0,4.0,,0
2018HU1250317,22128,2,7306,58,0,1.0,1,1.0,4.0,20.0,1
2018HU1250317,22128,3,7306,29,0,1.0,1,1.0,2.0,35.0,1
2018HU1250317,22128,4,7306,53,15,1.0,1,1.0,4.0,40.0,1
2018HU1250359,22129,1,7302,40,0,6.0,2,1.0,4.0,20.0,1
2018HU1250359,22129,2,7302,15,11,,2,,,,0
2018HU1250359,22129,3,7302,12,9,,2,,,,0
2018HU1250359,22129,4,7302,8,4,,1,,,,0
2018HU1250359,22129,5,7302,6,3,,2,,,,0
2018HU1250359,22129,6,7302,1,0,,1,,,,0
2018HU1250606,22130,1,7307,35,0,5.0,1,6.0,2.0,,0
2018HU1250606,22130,2,7307,33,0,1.0,2,1.0,4.0,38.0,1
2018HU1250606,22130,3,7307,7,4,,2,,,,0
2018HU1250898,22131,1,7309,64,0,1.0,1,1.0,4.0,45.0,1
2018HU1250898,22131,2,7309,64,0,,2,6.0,4.0,,0
2018HU1250997,22132,1,7315,24,0,1.0,1,1.0,4.0,40.0,1
2018HU1250997,22132,2,7315,27,0,1.0,2,1.0,4.0,45.0,1
2018HU1250997,22132,3,7315,24,15,4.0,1,1.0,4.0,40.0,1
2018HU1251017,22133,1,7316,67,0,,2,6.0,4.0,,0
2018HU1251017,22133,2,7316,35,0,1.0,2,1.0,4.0,40.0,1
2018HU1251017,22133,3,7316,28,0,1.0,2,1.0,4.0,39.0,1
2018HU1251395,22134,1,7308,55,0,1.0,1,1.0,4.0,36.0,1
2018HU1251395,22134,2,7308,50,0,1.0,2,1.0,4.0,45.0,1
2018HU1251395,22134,3,7308,21,15,1.0,2,3.0,4.0,,1
2018HU1251395,22134,4,7308,13,9,,1,,,,0
2018HU1251536,22135,1,7312,33,0,1.0,1,1.0,4.0,40.0,1
2018HU1251536,22135,2,7312,9,6,,1,,,,0
2018HU1251536,22135,3,7312,62,0,1.0,1,1.0,4.0,40.0,1
2018HU1251536,22135,4,7312,65,0,1.0,1,6.0,4.0,,0
2018HU1251536,22135,5,7312,62,0,5.0,2,1.0,4.0,40.0,1
2018HU1251608,22136,1,7305,66,0,,2,6.0,4.0,,0
2018HU1251724,22137,1,7308,66,0,1.0,1,1.0,4.0,40.0,1
2018HU1251724,22137,2,7308,65,0,2.0,2,6.0,4.0,,0
2018HU1251724,22137,3,7308,55,0,1.0,1,1.0,4.0,40.0,1
2018HU1251728,22138,1,7304,54,0,1.0,1,1.0,2.0,48.0,1
2018HU1251728,22138,2,7304,55,0,1.0,1,1.0,4.0,40.0,1
2018HU1251778,22139,1,7316,40,0,1.0,1,1.0,4.0,40.0,1
2018HU1251778,22139,2,7316,33,0,1.0,2,1.0,4.0,40.0,1
2018HU1251809,22140,1,7319,38,0,1.0,1,1.0,4.0,40.0,1
2018HU1251809,22140,2,7319,36,0,7.0,2,6.0,4.0,,0
2018HU1251809,22140,3,7319,9,5,,1,,,,0
2018HU1251809,22140,4,7319,5,2,,2,,,,0
2018HU1251809,22140,5,7319,2,0,,1,,,,0
2018HU1251905,22141,1,7310,72,0,,1,6.0,4.0,,0
2018HU1251905,22141,2,7310,67,0,,2,6.0,4.0,,0
2018HU1252184,22142,1,7306,38,0,1.0,1,1.0,4.0,50.0,1
2018HU1252184,22142,2,7306,10,6,,2,,,,0
2018HU1252184,22142,3,7306,7,3,,1,,,,0
2018HU1252184,22142,4,7306,75,0,,1,6.0,2.0,,0
2018HU1252184,22142,5,7306,65,0,,2,6.0,4.0,,0
2018HU1252465,22143,1,7304,59,0,,1,6.0,2.0,,0
2018HU1252465,22143,2,7304,17,13,1.0,1,1.0,4.0,40.0,1
2018HU1252465,22143,3,7304,12,9,,2,,,,0
2018HU1252759,22144,1,7312,48,0,,2,6.0,4.0,,0
2018HU1252759,22144,2,7312,48,0,1.0,1,1.0,4.0,55.0,1
2018HU1252759,22144,3,7312,13,9,,2,,,,0
2018HU1252759,22144,4,7312,8,5,,1,,,,0
2018HU1252865,22145,1,7312,22,16,,2,6.0,4.0,,0
2018HU1252865,22145,2,7312,38,0,3.0,2,1.0,4.0,40.0,1
2018HU1252865,22145,3,7312,26,15,5.0,2,3.0,4.0,25.0,1
2018HU1252865,22145,4,7312,22,15,1.0,2,1.0,4.0,15.0,1
2018HU1252930,22146,1,7309,69,0,1.0,1,6.0,2.0,,0
2018HU1252951,22147,1,7310,26,0,6.0,2,1.0,4.0,35.0,1
2018HU1252951,22147,2,7310,24,0,1.0,1,1.0,4.0,30.0,1
2018HU1253067,22148,1,7311,40,0,1.0,1,1.0,4.0,40.0,1
2018HU1253067,22148,2,7311,40,0,3.0,2,1.0,4.0,24.0,1
2018HU1253067,22148,3,7311,5,0,,2,,,,0
2018HU1253067,22148,4,7311,2,0,,2,,,,0
2018HU1253067,22148,5,7311,0,0,,2,,,,0
2018HU1253067,22148,6,7311,0,0,,2,,,,0
2018HU1253107,22149,1,7302,39,0,1.0,1,1.0,2.0,45.0,1
2018HU1253107,22149,2,7302,14,10,,2,,,,0
2018HU1253107,22149,3,7302,10,6,,1,,,,0
2018HU1253146,22150,1,7318,50,0,1.0,1,1.0,4.0,30.0,1
2018HU1253146,22150,2,7318,47,0,,2,6.0,4.0,,0
2018HU1253146,22150,3,7318,29,0,1.0,2,1.0,4.0,30.0,1
2018HU1253146,22150,4,7318,25,0,1.0,2,1.0,4.0,20.0,1
2018HU1253146,22150,5,7318,17,14,,2,6.0,4.0,,0
2018HU1253187,22151,1,7312,31,0,2.0,2,1.0,4.0,40.0,1
2018HU1253187,22151,2,7312,30,0,1.0,1,1.0,4.0,40.0,1
2018HU1253528,22152,1,7313,50,0,4.0,1,1.0,4.0,40.0,1
2018HU1253528,22152,2,7313,36,0,1.0,2,1.0,4.0,40.0,1
2018HU1253528,22152,3,7313,0,0,,1,,,,0
2018HU1253588,22153,1,7303,48,0,4.0,1,1.0,4.0,40.0,1
2018HU1253588,22153,2,7303,47,0,,2,6.0,4.0,,0
2018HU1253588,22153,3,7303,21,0,1.0,2,1.0,4.0,20.0,1
2018HU1253631,22154,1,7321,41,0,1.0,2,1.0,4.0,40.0,1
2018HU1253631,22154,2,7321,16,13,,2,6.0,,,0
2018HU1253991,22155,1,7317,20,15,,2,6.0,4.0,,0
2018HU1253991,22155,2,7317,21,15,1.0,2,3.0,4.0,35.0,1
2018HU1253991,22155,3,7317,21,15,1.0,2,2.0,4.0,20.0,1
2018HU1253991,22155,4,7317,21,15,,2,6.0,4.0,,0
2018HU1253991,22155,5,7317,20,15,,2,6.0,4.0,,0
2018HU1253991,22155,6,7317,20,15,,2,6.0,4.0,,0
2018HU1254431,22156,1,7305,75,0,,1,6.0,2.0,,0
2018HU1254431,22156,2,7305,63,0,2.0,2,1.0,4.0,40.0,1
2018HU1254457,22157,1,7304,58,0,6.0,1,1.0,4.0,10.0,1
2018HU1254614,22158,1,7316,65,0,1.0,1,6.0,4.0,,0
2018HU1254614,22158,2,7316,58,0,3.0,2,1.0,4.0,40.0,1
2018HU1254614,22158,3,7316,18,14,3.0,2,6.0,4.0,16.0,0
2018HU1254864,22159,1,7314,35,0,1.0,2,1.0,4.0,40.0,1
2018HU1254864,22159,2,7314,36,0,4.0,1,1.0,4.0,40.0,1
2018HU1254864,22159,3,7314,4,1,,2,,,,0
2018HU1254897,22160,1,7306,42,0,1.0,1,1.0,4.0,40.0,1
2018HU1254897,22160,2,7306,37,0,1.0,2,1.0,4.0,40.0,1
2018HU1254897,22160,3,7306,11,7,,1,,,,0
2018HU1254897,22160,4,7306,8,5,,1,,,,0
2018HU1254922,22161,1,7320,70,16,7.0,2,1.0,4.0,40.0,1
2018HU1254922,22161,2,7320,73,15,8.0,1,6.0,4.0,,0
2018HU1254988,22162,1,7307,72,0,,1,6.0,2.0,,0
2018HU1254988,22162,2,7307,69,0,,2,6.0,4.0,,0
2018HU1255115,22163,1,7314,81,0,,1,6.0,2.0,,0
2018HU1255214,22164,1,7307,40,0,6.0,1,1.0,4.0,40.0,1
2018HU1255214,22164,2,7307,39,0,1.0,2,6.0,4.0,,0
2018HU1255214,22164,3,7307,3,0,,2,,,,0
2018HU1255338,22165,1,7309,55,0,1.0,1,1.0,2.0,60.0,1
2018HU1255338,22165,2,7309,53,0,3.0,2,1.0,4.0,60.0,1
2018HU1255338,22165,3,7309,22,15,6.0,1,3.0,4.0,10.0,1
2018HU1255381,22166,1,7303,50,15,,2,6.0,4.0,,0
2018HU1255381,22166,2,7303,52,0,1.0,1,1.0,4.0,55.0,1
2018HU1255381,22166,3,7303,23,15,,1,6.0,4.0,,0
2018HU1255381,22166,4,7303,18,15,1.0,2,6.0,4.0,10.0,0
2018HU1255451,22167,1,7302,26,0,5.0,2,1.0,2.0,40.0,1
2018HU1255451,22167,2,7302,21,0,5.0,1,4.0,1.0,40.0,0
2018HU1255710,22168,1,7316,80,0,,2,6.0,4.0,,0
2018HU1255724,22169,1,7311,32,0,1.0,1,1.0,4.0,40.0,1
2018HU1255724,22169,2,7311,34,0,1.0,1,1.0,4.0,40.0,1
2018HU1255724,22169,3,7311,31,0,4.0,1,1.0,2.0,50.0,1
2018HU1255730,22170,1,7321,36,0,1.0,2,1.0,4.0,40.0,1
2018HU1255730,22170,2,7321,15,12,,1,,,,0
2018HU1255929,22171,1,7310,26,0,1.0,2,1.0,4.0,10.0,1
2018HU1255929,22171,2,7310,4,1,,1,,,,0
2018HU1255929,22171,3,7310,2,0,,2,,,,0
2018HU1256026,22172,1,7313,59,0,3.0,2,1.0,4.0,30.0,1
2018HU1256026,22172,2,7313,55,0,1.0,1,1.0,4.0,40.0,1
2018HU1256026,22172,3,7313,21,15,1.0,2,1.0,4.0,24.0,1
2018HU1256026,22172,4,7313,19,14,,2,6.0,4.0,,0
2018HU1256095,22173,1,7302,67,0,,1,6.0,4.0,,0
2018HU1256095,22173,2,7302,68,0,,2,6.0,4.0,,0
2018HU1256424,22174,1,7301,59,0,1.0,1,1.0,4.0,40.0,1
2018HU1256424,22174,2,7301,71,0,,2,6.0,4.0,,0
2018HU1256491,22175,1,7306,63,0,4.0,2,6.0,4.0,3.0,0
2018HU1256491,22175,2,7306,35,0,1.0,1,6.0,4.0,,0
2018HU1256491,22175,3,7306,4,1,,1,,,,0
2018HU1256674,22176,1,7313,61,0,1.0,2,1.0,4.0,80.0,1
2018HU1256702,22177,1,7314,35,0,1.0,1,3.0,4.0,50.0,1
2018HU1256711,22178,1,7321,65,0,,2,6.0,4.0,,0
2018HU1256711,22178,2,7321,12,9,,2,,,,0
2018HU1257043,22179,1,7319,85,0,6.0,1,1.0,2.0,35.0,1
2018HU1257043,22179,2,7319,80,0,,2,6.0,4.0,,0
2018HU1257117,22180,1,7319,59,0,1.0,1,6.0,4.0,,0
2018HU1257117,22180,2,7319,53,0,6.0,2,1.0,4.0,45.0,1
2018HU1257137,22181,1,7313,84,0,,1,6.0,2.0,,0
2018HU1257137,22181,2,7313,78,0,,2,6.0,4.0,,0
2018HU1257202,22182,1,7307,47,0,1.0,2,6.0,4.0,,0
2018HU1257202,22182,2,7307,51,15,6.0,1,1.0,4.0,80.0,1
2018HU1257202,22182,3,7307,17,14,,1,6.0,4.0,,0
2018HU1257202,22182,4,7307,16,12,,1,6.0,,,0
2018HU1257486,22183,1,7310,33,0,3.0,2,1.0,4.0,40.0,1
2018HU1257526,22184,1,7318,44,0,1.0,2,1.0,4.0,40.0,1
2018HU1257526,22184,2,7318,43,0,1.0,1,1.0,4.0,40.0,1
2018HU1257526,22184,3,7318,16,13,,1,6.0,,,0
2018HU1257526,22184,4,7318,15,12,,1,,,,0
2018HU1257526,22184,5,7318,13,10,,1,,,,0
2018HU1257596,22185,1,7309,83,0,,1,6.0,2.0,,0
2018HU1257596,22185,2,7309,79,0,,2,6.0,4.0,,0
2018HU1257655,22186,1,7315,28,0,1.0,1,1.0,4.0,42.0,1
2018HU1257655,22186,2,7315,29,0,1.0,2,1.0,4.0,50.0,1
2018HU1257655,22186,3,7315,1,0,,1,,,,0
2018HU1257696,22187,1,7311,76,0,,2,6.0,2.0,,0
2018HU1257696,22187,2,7311,57,0,1.0,1,1.0,3.0,40.0,1
2018HU1257718,22188,1,7306,29,16,1.0,1,1.0,2.0,40.0,1
2018HU1257718,22188,2,7306,30,0,1.0,1,1.0,4.0,40.0,1
2018HU1257718,22188,3,7306,27,0,1.0,1,1.0,4.0,40.0,1
2018HU1258095,22189,1,7321,28,0,1.0,1,1.0,4.0,40.0,1
2018HU1258095,22189,2,7321,39,0,,2,6.0,4.0,,0
2018HU1258095,22189,3,7321,9,5,,2,,,,0
2018HU1258095,22189,4,7321,5,1,,2,,,,0
2018HU1258283,22190,1,7316,36,0,1.0,1,1.0,4.0,55.0,1
2018HU1258491,22191,1,7301,70,0,1.0,1,1.0,4.0,40.0,1
2018HU1258491,22191,2,7301,64,0,,2,6.0,4.0,,0
2018HU1258517,22192,1,7312,79,0,,1,6.0,2.0,,0
2018HU1258517,22192,2,7312,34,0,,2,6.0,4.0,,0
2018HU1258702,22193,1,7303,63,15,6.0,2,1.0,4.0,35.0,1
2018HU1258702,22193,2,7303,32,16,6.0,1,1.0,4.0,10.0,1
2018HU1258702,22193,3,7303,56,0,1.0,2,6.0,4.0,,0
2018HU1258702,22193,4,7303,24,0,1.0,2,1.0,4.0,26.0,1
2018HU1258702,22193,5,7303,23,15,1.0,2,3.0,4.0,24.0,1
2018HU1258702,22193,6,7303,19,0,1.0,2,1.0,4.0,25.0,1
2018HU1258702,22193,7,7303,4,0,,1,,,,0
2018HU1258759,22194,1,7302,68,0,,1,6.0,4.0,,0
2018HU1258759,22194,2,7302,70,0,,2,6.0,4.0,,0
2018HU1258980,22195,1,7302,61,0,2.0,2,1.0,4.0,55.0,1
2018HU1258984,22196,1,7319,73,15,,1,6.0,2.0,,0
2018HU1258984,22196,2,7319,62,0,6.0,2,1.0,4.0,10.0,1
2018HU1259152,22197,1,7302,79,0,1.0,1,6.0,2.0,,0
2018HU1259152,22197,2,7302,78,0,,2,6.0,4.0,,0
2018HU1259393,22198,1,7302,61,0,4.0,2,1.0,4.0,40.0,1
2018HU1259393,22198,2,7302,17,13,,2,6.0,4.0,,0
2018HU1259393,22198,3,7302,10,6,,1,,,,0
2018HU1259393,22198,4,7302,1,0,,1,,,,0
2018HU1259393,22198,5,7302,32,0,1.0,2,1.0,4.0,40.0,1
2018HU1259393,22198,6,7302,2,0,,2,,,,0
2018HU1259429,22199,1,7303,42,0,1.0,2,1.0,4.0,33.0,1
2018HU1259429,22199,2,7303,24,0,1.0,1,1.0,4.0,40.0,1
2018HU1259485,22200,1,7321,54,0,1.0,1,1.0,4.0,40.0,1
2018HU1259485,22200,2,7321,48,0,2.0,2,1.0,4.0,40.0,1
2018HU1259671,22201,1,7318,51,0,1.0,2,1.0,4.0,32.0,1
2018HU1259671,22201,2,7318,30,0,1.0,2,1.0,4.0,40.0,1
2018HU1259671,22201,3,7318,16,13,,2,6.0,,,0
2018HU1259686,22202,1,7309,67,0,1.0,1,6.0,2.0,40.0,0
2018HU1259686,22202,2,7309,67,0,,2,6.0,4.0,,0
2018HU1259791,22203,1,7310,76,0,1.0,2,6.0,4.0,,0
2018HU1259800,22204,1,7321,30,0,1.0,1,1.0,4.0,40.0,1
2018HU1259800,22204,2,7321,11,7,,1,,,,0
2018HU1259800,22204,3,7321,33,0,1.0,1,1.0,4.0,40.0,1
2018HU1259808,22205,1,7304,53,0,6.0,1,3.0,4.0,40.0,1
2018HU1259808,22205,2,7304,50,0,1.0,2,1.0,4.0,40.0,1
2018HU1259808,22205,3,7304,14,11,,1,,,,0
2018HU1259808,22205,4,7304,12,9,,1,,,,0
2018HU1260017,22206,1,7310,54,0,6.0,1,6.0,4.0,75.0,0
2018HU1260017,22206,2,7310,38,0,,2,6.0,4.0,,0
2018HU1260017,22206,3,7310,1,0,,1,,,,0
2018HU1260152,22207,1,7307,37,0,8.0,2,1.0,4.0,15.0,1
2018HU1260152,22207,2,7307,43,0,1.0,1,1.0,4.0,60.0,1
2018HU1260152,22207,3,7307,9,6,,1,,,,0
2018HU1260152,22207,4,7307,7,4,,1,,,,0
2018HU1260152,22207,5,7307,4,0,,1,,,,0
2018HU1260152,22207,6,7307,1,0,,1,,,,0
2018HU1260208,22208,1,7310,67,0,,2,6.0,4.0,,0
2018HU1260244,22209,1,7301,40,15,1.0,1,6.0,2.0,,0
2018HU1260244,22209,2,7301,40,0,1.0,2,1.0,4.0,40.0,1
