HHID,SPORDER,PUMA,AGEP,SCHG,COW,SEX,ESR,MIL,WKHP
6361,4,7313,25,,1.0,1,1.0,4.0,36.0
6362,1,7308,39,,5.0,1,1.0,4.0,40.0
6362,2,7308,36,,,2,6.0,4.0,
6362,3,7308,5,2.0,,2,,,
6362,4,7308,2,,,2,,,
6363,1,7307,50,16.0,2.0,1,1.0,2.0,60.0
6363,2,7307,46,,3.0,2,1.0,4.0,18.0
6363,3,7307,19,15.0,1.0,1,1.0,4.0,20.0
6363,4,7307,17,13.0,,2,6.0,4.0,
6363,5,7307,11,7.0,,2,,,
6363,6,7307,8,5.0,,1,,,
6364,1,7313,94,,,1,6.0,2.0,
6365,1,7306,81,,,1,6.0,2.0,
6365,2,7306,77,,,2,6.0,4.0,
6366,1,7312,32,16.0,5.0,1,4.0,1.0,60.0
6367,1,7321,60,,6.0,2,1.0,4.0,7.0
6367,2,7321,70,,1.0,1,1.0,4.0,30.0
6367,3,7321,18,14.0,,2,6.0,4.0,
6368,1,7321,80,,,1,6.0,4.0,
6368,2,7321,78,,,2,6.0,4.0,
6368,3,7321,43,,1.0,2,1.0,4.0,20.0
6368,4,7321,46,,1.0,1,1.0,4.0,40.0
6369,1,7305,37,,1.0,2,1.0,4.0,40.0
6369,2,7305,32,15.0,1.0,1,6.0,4.0,
6369,3,7305,5,2.0,,1,,,
6369,4,7305,1,,,1,,,
6370,1,7304,87,,,1,6.0,2.0,
6370,2,7304,79,,1.0,2,6.0,2.0,
6371,1,7320,56,,1.0,1,1.0,4.0,40.0
6371,2,7320,54,,4.0,2,1.0,4.0,40.0
6371,3,7320,25,,1.0,1,1.0,4.0,40.0
6371,4,7320,15,12.0,,2,,,
6372,1,7308,61,,6.0,2,1.0,4.0,40.0
6373,1,7319,33,,1.0,2,1.0,4.0,40.0
6374,1,7320,60,,,2,6.0,4.0,
6374,2,7320,66,,1.0,1,6.0,4.0,
6375,1,7303,76,,,1,6.0,2.0,
6375,2,7303,70,,,2,6.0,4.0,
6375,3,7303,28,,1.0,1,1.0,4.0,40.0
6376,1,7307,56,,,1,6.0,4.0,
6376,2,7307,49,,2.0,2,2.0,4.0,40.0
6377,1,7309,40,,1.0,1,1.0,4.0,40.0
6377,2,7309,36,,,2,6.0,4.0,
6377,3,7309,7,,,1,,,
6377,4,7309,4,1.0,,1,,,
6377,5,7309,1,,,1,,,
6378,1,7310,64,,2.0,1,1.0,4.0,60.0
6378,2,7310,63,,,2,6.0,4.0,
6379,1,7313,64,,6.0,1,6.0,4.0,
6380,1,7314,39,,3.0,1,1.0,4.0,40.0
6380,2,7314,43,,2.0,2,1.0,4.0,32.0
6380,3,7314,3,1.0,,1,,,
6381,1,7311,69,,1.0,2,1.0,4.0,40.0
6381,2,7311,49,15.0,1.0,1,1.0,2.0,40.0
6382,1,7316,83,,,1,6.0,4.0,
6383,1,7306,41,,1.0,1,1.0,4.0,40.0
6383,2,7306,40,,,2,6.0,4.0,
6383,3,7306,14,10.0,,1,,,
6383,4,7306,12,8.0,,2,,,
6384,1,7321,21,,1.0,1,1.0,4.0,40.0
6384,2,7321,18,,1.0,2,1.0,4.0,36.0
6385,1,7315,38,,1.0,1,1.0,4.0,40.0
6385,2,7315,29,,,2,6.0,4.0,
6385,3,7315,9,6.0,,1,,,
6385,4,7315,6,2.0,,1,,,
6386,1,7303,53,,4.0,2,1.0,4.0,50.0
6386,2,7303,59,,6.0,1,3.0,4.0,24.0
6387,1,7317,50,,1.0,2,1.0,4.0,20.0
6387,2,7317,51,,,1,6.0,4.0,
6387,3,7317,16,13.0,,1,6.0,,
6388,1,7315,34,,8.0,2,1.0,4.0,20.0
6388,2,7315,32,,7.0,1,1.0,2.0,60.0
6388,3,7315,4,,,1,,,
6389,1,7316,45,,1.0,1,1.0,4.0,40.0
6390,1,7315,69,,6.0,1,1.0,4.0,40.0
6390,2,7315,67,,,2,6.0,4.0,
6391,1,7301,23,,1.0,2,1.0,4.0,40.0
6391,2,7301,23,,5.0,1,6.0,2.0,45.0
6392,1,7311,36,,1.0,1,1.0,4.0,20.0
6393,1,7319,51,,1.0,2,1.0,4.0,38.0
6393,2,7319,23,,2.0,2,1.0,4.0,15.0
6393,3,7319,16,13.0,,1,6.0,,
6394,1,7313,57,,,2,6.0,4.0,
6394,2,7313,66,,,1,6.0,4.0,
6394,3,7313,22,,1.0,2,1.0,4.0,40.0
6395,1,7318,66,,2.0,2,6.0,4.0,
6396,1,7309,79,,1.0,1,6.0,4.0,40.0
6396,2,7309,55,,,2,6.0,4.0,
6397,1,7316,35,16.0,1.0,2,6.0,4.0,16.0
6398,1,7312,79,,6.0,1,6.0,2.0,
6398,2,7312,46,,1.0,1,1.0,4.0,56.0
6398,3,7312,60,,1.0,2,1.0,4.0,38.0
6399,1,7302,94,,,2,6.0,4.0,
6400,1,7304,74,,,2,6.0,4.0,
6400,2,7304,74,,,1,6.0,4.0,
6401,1,7302,70,,,1,6.0,2.0,
6402,1,7317,72,,,2,6.0,4.0,
6402,2,7317,45,,1.0,2,1.0,4.0,40.0
6403,1,7316,49,,1.0,1,1.0,4.0,50.0
6404,1,7315,32,,3.0,2,1.0,4.0,40.0
6404,2,7315,35,,5.0,1,4.0,1.0,60.0
6404,3,7315,12,8.0,,2,,,
6404,4,7315,9,5.0,,2,,,
6405,1,7318,32,,1.0,2,1.0,4.0,40.0
6405,2,7318,32,,1.0,1,1.0,4.0,40.0
6406,1,7316,61,,1.0,2,1.0,4.0,40.0
6407,1,7318,28,,1.0,2,3.0,4.0,
6407,2,7318,30,,5.0,1,4.0,1.0,50.0
6408,1,7310,75,16.0,,1,6.0,3.0,
6409,1,7305,60,,2.0,2,1.0,4.0,40.0
6410,1,7318,66,,3.0,2,6.0,4.0,
6410,2,7318,40,,1.0,1,1.0,4.0,45.0
6410,3,7318,36,,1.0,1,1.0,4.0,50.0
6411,1,7314,71,,1.0,1,1.0,4.0,24.0
6412,1,7301,29,,1.0,1,1.0,4.0,45.0
6412,2,7301,29,,1.0,2,1.0,4.0,32.0
6412,3,7301,3,,,2,,,
6412,4,7301,1,,,1,,,
6413,1,7322,21,,5.0,1,4.0,1.0,50.0
6413,2,7322,21,15.0,1.0,1,1.0,4.0,10.0
6413,3,7322,21,,1.0,2,1.0,4.0,30.0
6414,1,7310,38,,6.0,1,1.0,4.0,40.0
6414,2,7310,41,,1.0,2,1.0,4.0,40.0
6415,1,7301,33,,5.0,1,1.0,2.0,40.0
6416,1,7318,52,,3.0,2,1.0,4.0,40.0
6416,2,7318,51,,1.0,1,1.0,4.0,40.0
6416,3,7318,24,15.0,1.0,1,3.0,4.0,25.0
6416,4,7318,18,,1.0,1,1.0,4.0,35.0
6417,1,7315,60,,1.0,1,3.0,2.0,37.0
6417,2,7315,65,,,2,6.0,4.0,
6417,3,7315,31,15.0,1.0,1,3.0,4.0,20.0
6417,4,7315,29,,1.0,1,1.0,4.0,33.0
6418,1,7311,57,,1.0,2,1.0,4.0,40.0
6418,2,7311,15,11.0,,2,,,
6418,3,7311,9,5.0,,2,,,
6419,1,7305,71,15.0,,1,6.0,4.0,
6419,2,7305,72,,,2,6.0,4.0,
6420,1,7319,25,,5.0,2,6.0,4.0,
6420,2,7319,25,15.0,,1,6.0,4.0,
6421,1,7308,68,,1.0,1,1.0,4.0,40.0
6421,2,7308,39,15.0,1.0,2,1.0,4.0,38.0
6422,1,7317,49,,6.0,1,1.0,4.0,30.0
6422,2,7317,9,,,2,,,
6423,1,7319,62,,4.0,1,1.0,4.0,50.0
6423,2,7319,63,,4.0,2,1.0,4.0,27.0
6424,1,7310,79,,2.0,1,1.0,4.0,50.0
6424,2,7310,78,,6.0,2,6.0,4.0,2.0
6425,1,7302,59,,3.0,1,1.0,4.0,40.0
6425,2,7302,61,,2.0,2,1.0,4.0,5.0
6425,3,7302,28,,2.0,2,1.0,4.0,40.0
6425,4,7302,17,14.0,,1,6.0,4.0,
6426,1,7317,89,,,1,6.0,4.0,
6427,1,7313,76,,,2,6.0,4.0,
6428,1,7318,69,,3.0,1,6.0,4.0,
6429,1,7317,31,,1.0,2,6.0,4.0,
6429,2,7317,31,,1.0,1,1.0,4.0,40.0
6429,3,7317,4,1.0,,1,,,
6429,4,7317,0,,,1,,,
6430,1,7302,40,,1.0,2,1.0,4.0,25.0
6430,2,7302,45,,1.0,1,1.0,4.0,40.0
6431,1,7312,73,,,2,6.0,4.0,
6432,1,7314,40,,1.0,1,6.0,4.0,
6432,2,7314,39,,1.0,2,1.0,4.0,40.0
6433,1,7303,50,,1.0,1,1.0,4.0,50.0
6433,2,7303,53,,,2,6.0,4.0,
6433,3,7303,21,15.0,,2,6.0,4.0,
6433,4,7303,21,15.0,,2,6.0,4.0,
6434,1,7307,50,,1.0,2,1.0,2.0,20.0
6434,2,7307,50,,1.0,1,6.0,4.0,38.0
6434,3,7307,26,,1.0,1,1.0,4.0,40.0
6435,1,7322,40,,5.0,1,4.0,1.0,50.0
6435,2,7322,59,,1.0,2,6.0,2.0,
6436,1,7317,20,,6.0,1,1.0,4.0,40.0
6436,2,7317,20,15.0,,1,6.0,4.0,
6436,3,7317,20,,1.0,1,1.0,4.0,40.0
6436,4,7317,19,15.0,1.0,1,1.0,4.0,40.0
6437,1,7305,27,,1.0,1,1.0,4.0,45.0
6437,2,7305,26,,1.0,2,1.0,4.0,45.0
6438,1,7309,67,,,1,6.0,4.0,
6438,2,7309,64,,,2,6.0,4.0,
6439,1,7321,27,,3.0,2,1.0,4.0,55.0
6439,2,7321,32,,3.0,1,1.0,4.0,55.0
6440,1,7307,37,,,2,6.0,4.0,
6440,2,7307,44,,,1,6.0,4.0,
6440,3,7307,5,,,1,,,
6440,4,7307,4,,,2,,,
6441,1,7314,26,,5.0,1,4.0,1.0,50.0
6441,2,7314,24,,,2,6.0,4.0,
6441,3,7314,2,,,1,,,
6442,1,7307,48,,1.0,2,1.0,4.0,32.0
6442,2,7307,13,10.0,,2,,,
6443,1,7316,48,,5.0,1,1.0,4.0,40.0
6443,2,7316,40,,2.0,2,1.0,4.0,55.0
6444,1,7308,44,,2.0,1,1.0,4.0,40.0
6445,1,7314,46,,2.0,2,2.0,4.0,30.0
6445,2,7314,44,,1.0,1,1.0,4.0,50.0
6446,1,7321,59,,,1,6.0,4.0,
6446,2,7321,63,,,1,6.0,4.0,
6446,3,7321,33,,2.0,1,1.0,4.0,40.0
6447,1,7306,35,,1.0,1,1.0,4.0,40.0
6447,2,7306,35,,,2,6.0,4.0,
6447,3,7306,5,1.0,,1,,,
6447,4,7306,2,,,1,,,
6447,5,7306,10,7.0,,2,,,
6448,1,7306,62,,1.0,1,6.0,4.0,
6448,2,7306,62,,1.0,2,6.0,4.0,
6448,3,7306,32,,3.0,1,6.0,4.0,
6449,1,7320,55,,5.0,1,1.0,4.0,40.0
6449,2,7320,51,,5.0,2,1.0,4.0,40.0
6449,3,7320,22,15.0,1.0,2,6.0,4.0,
6449,4,7320,20,15.0,,2,6.0,4.0,
6449,5,7320,87,,,2,6.0,4.0,
6449,6,7320,55,,1.0,2,6.0,4.0,
6450,1,7319,27,,,2,6.0,2.0,
6450,2,7319,29,15.0,5.0,1,4.0,1.0,45.0
6450,3,7319,0,,,2,,,
6451,1,7302,82,,,1,6.0,2.0,
6451,2,7302,77,,,2,6.0,4.0,
6452,1,7322,49,,1.0,1,1.0,4.0,50.0
6452,2,7322,38,,1.0,2,1.0,4.0,24.0
6452,3,7322,16,13.0,,2,6.0,,
6452,4,7322,14,11.0,,1,,,
6452,5,7322,10,6.0,,2,,,
6453,1,7306,28,,1.0,2,1.0,4.0,25.0
6454,1,7310,37,,1.0,2,1.0,4.0,30.0
6455,1,7308,38,,1.0,1,1.0,4.0,40.0
6455,2,7308,37,,1.0,2,1.0,4.0,40.0
6455,3,7308,5,2.0,,2,,,
6455,4,7308,2,,,2,,,
6456,1,7318,44,,1.0,1,1.0,4.0,40.0
6456,2,7318,23,,,2,6.0,4.0,
6456,3,7318,20,,1.0,1,3.0,4.0,
6457,1,7302,65,,6.0,2,6.0,4.0,20.0
6457,2,7302,72,,,1,6.0,2.0,
6458,1,7305,49,,1.0,2,1.0,4.0,40.0
6459,1,7321,52,16.0,2.0,2,1.0,4.0,25.0
6459,2,7321,23,,6.0,2,1.0,4.0,36.0
6459,3,7321,17,13.0,1.0,2,6.0,4.0,3.0
6459,4,7321,14,11.0,,2,,,
6460,1,7312,24,15.0,,1,6.0,4.0,
6460,2,7312,25,15.0,,2,6.0,4.0,
6461,1,7308,80,,,1,6.0,4.0,
6461,2,7308,78,,,2,6.0,4.0,
6462,1,7311,73,,4.0,1,6.0,4.0,
6462,2,7311,71,,,2,6.0,4.0,
6462,3,7311,37,,1.0,2,1.0,4.0,38.0
6463,1,7308,62,,,1,6.0,4.0,
6463,2,7308,31,16.0,3.0,2,1.0,4.0,40.0
6463,3,7308,63,,1.0,1,6.0,4.0,12.0
6464,1,7301,60,,1.0,1,6.0,4.0,
6464,2,7301,64,,,2,6.0,4.0,
6464,3,7301,9,5.0,,2,,,
6465,1,7319,94,,,2,6.0,4.0,
6466,1,7307,25,,1.0,1,1.0,4.0,40.0
6466,2,7307,25,,1.0,2,1.0,4.0,40.0
6467,1,7315,51,,2.0,2,1.0,4.0,40.0
6467,2,7315,49,,1.0,1,1.0,4.0,50.0
6467,3,7315,18,14.0,1.0,2,1.0,4.0,15.0
6467,4,7315,12,8.0,,1,,,
6468,1,7320,61,,2.0,1,1.0,2.0,30.0
6468,2,7320,64,,,2,6.0,4.0,
6469,1,7310,94,,,1,6.0,2.0,
6470,1,7312,41,,1.0,1,1.0,4.0,40.0
6470,2,7312,39,,2.0,2,1.0,4.0,50.0
6470,3,7312,6,2.0,,2,,,
6471,1,7317,57,,3.0,2,1.0,4.0,40.0
6471,2,7317,61,,3.0,1,1.0,4.0,40.0
6472,1,7312,40,,1.0,1,1.0,4.0,40.0
6472,2,7312,44,,1.0,1,1.0,4.0,35.0
6473,1,7315,48,,7.0,1,1.0,4.0,50.0
6474,1,7321,80,,,1,6.0,4.0,
6475,1,7316,26,,1.0,2,1.0,4.0,40.0
6476,1,7314,68,,,2,6.0,4.0,
6477,1,7313,41,,2.0,1,1.0,4.0,50.0
6478,1,7319,63,,1.0,1,1.0,4.0,40.0
6478,2,7319,55,,,2,6.0,4.0,
6478,3,7319,29,,1.0,2,1.0,4.0,30.0
6478,4,7319,25,15.0,1.0,1,1.0,4.0,20.0
6479,1,7308,30,,1.0,1,1.0,4.0,50.0
6479,2,7308,27,,1.0,2,6.0,4.0,
6480,1,7320,24,,1.0,2,1.0,4.0,40.0
6480,2,7320,28,,3.0,1,1.0,4.0,40.0
6480,3,7320,25,,1.0,2,1.0,4.0,40.0
6481,1,7320,42,,1.0,1,1.0,3.0,40.0
6481,2,7320,39,,1.0,2,1.0,4.0,40.0
6481,3,7320,5,2.0,,1,,,
6482,1,7301,86,15.0,,2,6.0,4.0,
6483,1,7309,78,,,2,6.0,2.0,
6483,2,7309,83,,,1,6.0,4.0,
6484,1,7305,65,,1.0,2,6.0,4.0,
6485,1,7307,26,,5.0,2,4.0,1.0,45.0
6485,2,7307,32,,1.0,1,1.0,3.0,40.0
6485,3,7307,2,,,1,,,
6486,1,7304,29,,1.0,2,2.0,4.0,40.0
6486,2,7304,33,,1.0,1,1.0,4.0,40.0
6486,3,7304,0,,,1,,,
6487,1,7310,94,,,2,6.0,4.0,
6488,1,7317,33,,1.0,1,1.0,4.0,55.0
6489,1,7318,66,,2.0,1,1.0,4.0,40.0
6489,2,7318,68,,1.0,2,1.0,4.0,40.0
6489,3,7318,36,,1.0,2,1.0,4.0,40.0
6489,4,7318,34,,2.0,2,1.0,4.0,40.0
6489,5,7318,36,,1.0,1,1.0,4.0,40.0
6489,6,7318,36,,1.0,1,1.0,4.0,80.0
6490,1,7304,63,,1.0,2,1.0,4.0,40.0
6490,2,7304,64,,3.0,1,1.0,4.0,30.0
6490,3,7304,58,,1.0,1,1.0,4.0,40.0
6491,1,7301,29,16.0,1.0,2,1.0,4.0,30.0
6491,2,7301,32,,5.0,1,4.0,1.0,50.0
6492,1,7319,53,,1.0,2,1.0,4.0,40.0
6492,2,7319,55,,1.0,1,1.0,4.0,60.0
6493,1,7304,49,,1.0,2,6.0,4.0,
6493,2,7304,79,,,2,6.0,4.0,
6494,1,7307,44,,3.0,2,1.0,4.0,40.0
6494,2,7307,44,,1.0,1,1.0,4.0,40.0
6494,3,7307,13,9.0,,1,,,
6494,4,7307,13,9.0,,1,,,
6494,5,7307,18,,1.0,2,1.0,4.0,20.0
6494,6,7307,17,14.0,1.0,1,1.0,4.0,20.0
6495,1,7316,48,,1.0,2,1.0,4.0,40.0
6495,2,7316,45,,1.0,1,1.0,4.0,40.0
6496,1,7316,72,,1.0,2,6.0,4.0,
6497,1,7311,23,16.0,1.0,1,1.0,4.0,5.0
6497,2,7311,24,16.0,1.0,1,1.0,4.0,40.0
6498,1,7321,40,,1.0,2,1.0,4.0,30.0
6498,2,7321,15,12.0,,2,,,
6498,3,7321,65,,9.0,2,3.0,4.0,
6499,1,7317,39,,1.0,1,1.0,4.0,40.0
6499,2,7317,33,,1.0,1,1.0,4.0,40.0
6500,1,7321,62,,5.0,1,1.0,4.0,60.0
6500,2,7321,57,,3.0,2,1.0,4.0,40.0
6500,3,7321,29,16.0,1.0,2,1.0,4.0,24.0
6500,4,7321,25,15.0,1.0,1,1.0,4.0,35.0
6500,5,7321,89,,,2,6.0,4.0,
6500,6,7321,38,,1.0,1,1.0,4.0,40.0
6501,1,7317,32,16.0,4.0,2,1.0,4.0,40.0
6501,2,7317,42,,1.0,2,1.0,4.0,40.0
6502,1,7308,37,,1.0,1,1.0,4.0,40.0
6502,2,7308,36,,1.0,2,1.0,4.0,40.0
6502,3,7308,6,2.0,,1,,,
6502,4,7308,2,,,2,,,
6503,1,7320,48,,1.0,1,1.0,4.0,43.0
6503,2,7320,41,,3.0,2,1.0,4.0,40.0
6503,3,7320,6,3.0,,2,,,
6503,4,7320,5,2.0,,1,,,
6504,1,7320,42,,1.0,2,1.0,4.0,50.0
6504,2,7320,51,,1.0,1,1.0,4.0,40.0
6505,1,7303,64,,1.0,2,1.0,4.0,30.0
6505,2,7303,66,,,1,6.0,4.0,
6506,1,7313,66,,1.0,2,1.0,4.0,40.0
6506,2,7313,68,,6.0,1,1.0,4.0,10.0
6506,3,7313,58,,1.0,1,6.0,4.0,
6506,4,7313,56,,1.0,1,1.0,4.0,40.0
6507,1,7316,40,,1.0,1,1.0,4.0,45.0
6507,2,7316,39,,1.0,2,1.0,4.0,40.0
6508,1,7312,50,,5.0,1,6.0,2.0,4.0
6508,2,7312,4,,,1,,,
6509,1,7314,32,,1.0,2,6.0,4.0,
6509,2,7314,33,,7.0,1,1.0,4.0,40.0
6509,3,7314,1,,,1,,,
6510,1,7314,78,,1.0,2,1.0,4.0,20.0
6511,1,7318,65,,,2,6.0,4.0,
6511,2,7318,73,,,2,6.0,4.0,
6512,1,7310,77,,,1,6.0,4.0,
6512,2,7310,68,,,2,6.0,4.0,
6512,3,7310,46,,,1,6.0,4.0,
6513,1,7305,50,,5.0,1,1.0,2.0,40.0
6513,2,7305,51,,1.0,2,1.0,4.0,40.0
6513,3,7305,18,15.0,1.0,1,1.0,4.0,20.0
6513,4,7305,15,12.0,,2,,,
6513,5,7305,10,7.0,,1,,,
6513,6,7305,10,7.0,,1,,,
6514,1,7321,57,,1.0,2,1.0,4.0,40.0
6514,2,7321,80,,,2,6.0,4.0,
6515,1,7321,39,,2.0,2,1.0,4.0,40.0
6515,2,7321,39,,1.0,1,1.0,4.0,45.0
6515,3,7321,16,13.0,,2,6.0,,
6515,4,7321,2,,,2,,,
6516,1,7302,75,,6.0,1,1.0,2.0,8.0
6516,2,7302,68,,,2,6.0,4.0,
6517,1,7302,59,,1.0,1,1.0,4.0,50.0
6517,2,7302,57,,1.0,2,1.0,4.0,25.0
6517,3,7302,22,,1.0,1,1.0,4.0,40.0
6518,1,7311,72,,6.0,1,6.0,2.0,4.0
6518,2,7311,69,,1.0,2,6.0,3.0,
6518,3,7311,50,,1.0,1,1.0,4.0,40.0
6518,4,7311,46,,6.0,1,1.0,4.0,40.0
6518,5,7311,27,,1.0,1,6.0,4.0,30.0
6519,1,7303,66,,1.0,1,1.0,2.0,40.0
6519,2,7303,57,,1.0,2,1.0,4.0,40.0
6519,3,7303,39,,1.0,1,1.0,4.0,32.0
6519,4,7303,25,,1.0,2,1.0,4.0,24.0
6520,1,7302,62,,,2,6.0,4.0,
6521,1,7304,28,,1.0,2,1.0,4.0,60.0
6521,2,7304,24,,1.0,1,6.0,4.0,40.0
6522,1,7319,33,,,2,6.0,4.0,
6522,2,7319,34,,5.0,1,4.0,1.0,40.0
6522,3,7319,11,7.0,,2,,,
6522,4,7319,7,4.0,,2,,,
6523,1,7320,71,,1.0,1,1.0,4.0,40.0
6523,2,7320,47,,1.0,2,1.0,4.0,45.0
6524,1,7309,47,,1.0,1,1.0,4.0,50.0
6524,2,7309,47,,2.0,2,1.0,4.0,40.0
6524,3,7309,7,2.0,,1,,,
6525,1,7301,61,,1.0,1,1.0,4.0,50.0
6525,2,7301,67,,,2,6.0,4.0,
6526,1,7313,36,,1.0,2,1.0,4.0,50.0
6527,1,7321,52,,1.0,2,6.0,4.0,
6527,2,7321,48,,1.0,1,1.0,4.0,40.0
6527,3,7321,23,,1.0,2,1.0,4.0,40.0
6527,4,7321,17,13.0,,1,6.0,4.0,
6527,5,7321,0,,,1,,,
6527,6,7321,26,,1.0,1,1.0,4.0,40.0
6528,1,7310,64,,,2,6.0,4.0,
6528,2,7310,63,,,1,6.0,4.0,
6529,1,7321,23,,1.0,2,1.0,4.0,45.0
6529,2,7321,23,14.0,1.0,1,1.0,4.0,40.0
6529,3,7321,5,2.0,,2,,,
6530,1,7304,44,,1.0,1,1.0,4.0,40.0
6531,1,7310,43,,,2,6.0,4.0,
6531,2,7310,14,10.0,,2,,,
6531,3,7310,11,7.0,,2,,,
6532,1,7308,70,,,1,6.0,4.0,
6532,2,7308,71,,,2,6.0,4.0,
6532,3,7308,48,,1.0,2,2.0,4.0,10.0
6533,1,7308,36,,1.0,2,1.0,4.0,24.0
6533,2,7308,44,,1.0,1,1.0,4.0,24.0
6534,1,7312,30,16.0,1.0,1,1.0,4.0,50.0
6534,2,7312,29,,1.0,2,1.0,4.0,60.0
6535,1,7317,29,,,2,6.0,4.0,
6535,2,7317,6,3.0,,2,,,
6535,3,7317,3,,,2,,,
6536,1,7305,27,,1.0,1,1.0,4.0,40.0
6536,2,7305,27,,1.0,2,3.0,4.0,
6536,3,7305,22,,1.0,1,1.0,4.0,40.0
6537,1,7310,41,,2.0,2,1.0,4.0,12.0
6537,2,7310,9,5.0,,2,,,
6537,3,7310,8,5.0,,2,,,
6538,1,7313,57,,9.0,1,3.0,4.0,
6539,1,7308,47,,5.0,1,1.0,4.0,40.0
6539,2,7308,44,,1.0,2,1.0,4.0,40.0
6540,1,7316,39,,4.0,1,1.0,4.0,50.0
6540,2,7316,38,,1.0,2,1.0,4.0,30.0
6541,1,7302,32,,1.0,1,1.0,4.0,50.0
6541,2,7302,31,,,2,6.0,4.0,
6541,3,7302,11,8.0,,1,,,
6541,4,7302,6,3.0,,1,,,
6542,1,7309,46,,5.0,1,1.0,4.0,50.0
6542,2,7309,44,,2.0,2,1.0,4.0,40.0
6542,3,7309,1,,,2,,,
6542,4,7309,1,,,2,,,
6543,1,7316,34,,1.0,2,1.0,4.0,37.0
6544,1,7303,55,,2.0,2,6.0,4.0,
6544,2,7303,58,,1.0,1,1.0,4.0,40.0
6545,1,7316,69,,,1,6.0,4.0,
6545,2,7316,55,,,2,6.0,4.0,
6546,1,7318,40,,6.0,1,1.0,4.0,40.0
6547,1,7312,22,,1.0,1,1.0,4.0,40.0
6547,2,7312,23,,1.0,1,1.0,2.0,40.0
6548,1,7307,65,,2.0,1,1.0,4.0,25.0
6549,1,7314,26,16.0,1.0,1,1.0,4.0,15.0
6549,2,7314,23,15.0,1.0,1,1.0,4.0,30.0
6550,1,7304,34,,1.0,1,1.0,4.0,40.0
6550,2,7304,35,,6.0,2,1.0,4.0,10.0
6550,3,7304,4,,,2,,,
6550,4,7304,1,,,1,,,
6551,1,7319,67,,3.0,1,6.0,4.0,
6551,2,7319,60,,1.0,2,1.0,4.0,20.0
6552,1,7321,75,,,1,6.0,4.0,
6552,2,7321,75,,,2,6.0,4.0,
6553,1,7314,38,,2.0,1,1.0,4.0,40.0
6553,2,7314,37,15.0,1.0,2,1.0,4.0,40.0
6554,1,7303,68,,1.0,2,1.0,4.0,40.0
6554,2,7303,50,,1.0,2,6.0,4.0,
6555,1,7318,35,,1.0,2,1.0,4.0,35.0
6555,2,7318,33,,1.0,1,1.0,4.0,28.0
6556,1,7316,51,,6.0,2,1.0,4.0,10.0
6557,1,7314,52,,1.0,1,1.0,4.0,40.0
6557,2,7314,49,,2.0,2,1.0,4.0,20.0
6557,3,7314,17,14.0,2.0,2,6.0,4.0,15.0
6557,4,7314,16,12.0,,1,6.0,,
6558,1,7304,62,,1.0,1,6.0,4.0,
6558,2,7304,65,,,2,6.0,4.0,
6559,1,7302,51,,1.0,2,6.0,4.0,
6559,2,7302,61,,1.0,1,1.0,4.0,50.0
6560,1,7305,53,,,1,6.0,2.0,
6560,2,7305,50,,1.0,2,1.0,4.0,40.0
6561,1,7314,44,,7.0,2,1.0,4.0,50.0
6562,1,7313,84,,1.0,2,6.0,4.0,35.0
6562,2,7313,63,,1.0,2,6.0,4.0,
6563,1,7303,63,,,2,6.0,4.0,
6563,2,7303,63,,3.0,1,1.0,4.0,40.0
6564,1,7316,48,,6.0,1,1.0,4.0,60.0
6564,2,7316,46,,,2,6.0,4.0,
6564,3,7316,12,10.0,,1,,,
6564,4,7316,10,7.0,,1,,,
6564,5,7316,6,3.0,,2,,,
6565,1,7307,52,,7.0,2,1.0,4.0,40.0
6565,2,7307,54,,7.0,1,1.0,4.0,35.0
6566,1,7311,77,,,2,6.0,4.0,
6566,2,7311,77,,,1,6.0,2.0,
6567,1,7320,48,,1.0,1,1.0,3.0,50.0
6567,2,7320,17,13.0,1.0,1,6.0,4.0,8.0
6568,1,7303,29,,5.0,1,4.0,1.0,40.0
6569,1,7319,53,,5.0,1,1.0,4.0,40.0
6569,2,7319,47,,4.0,2,1.0,4.0,40.0
6570,1,7317,21,15.0,1.0,1,6.0,4.0,20.0
6571,1,7316,41,,1.0,1,1.0,4.0,50.0
6572,1,7304,34,,1.0,1,1.0,4.0,50.0
6572,2,7304,37,,1.0,2,6.0,4.0,
6572,3,7304,2,,,2,,,
6572,4,7304,1,,,1,,,
6572,5,7304,12,9.0,,1,,,
6573,1,7302,35,,6.0,1,1.0,4.0,40.0
6574,1,7321,89,,,2,6.0,4.0,
6574,2,7321,76,,1.0,1,1.0,4.0,40.0
6575,1,7302,30,,1.0,1,1.0,2.0,45.0
6575,2,7302,30,,1.0,2,1.0,3.0,40.0
6576,1,7318,66,,,2,6.0,4.0,
6577,1,7317,34,15.0,,2,6.0,4.0,
6577,2,7317,31,,1.0,2,2.0,4.0,30.0
6578,1,7301,61,,1.0,2,1.0,4.0,32.0
6578,2,7301,66,,1.0,1,6.0,4.0,
6579,1,7313,63,,,2,6.0,4.0,
6579,2,7313,20,15.0,6.0,2,6.0,4.0,
6579,3,7313,8,5.0,,2,,,
6579,4,7313,3,,,2,,,
6580,1,7316,70,,1.0,1,1.0,4.0,40.0
6580,2,7316,53,,1.0,1,6.0,4.0,
6581,1,7314,43,,6.0,1,1.0,3.0,40.0
6581,2,7314,38,,2.0,2,1.0,4.0,40.0
6581,3,7314,5,1.0,,1,,,
6581,4,7314,0,,,2,,,
