mgra,PUMA,REGION
180,7316,1
181,7316,1
182,7316,1
183,7316,1
184,7316,1
185,7316,1
186,7316,1
187,7316,1
188,7316,1
189,7316,1
190,7316,1
191,7316,1
192,7316,1
193,7316,1
194,7316,1
195,7316,1
196,7316,1
197,7316,1
198,7316,1
199,7316,1
200,7316,1
201,7316,1
202,7316,1
203,7316,1
204,7316,1
205,7316,1
206,7316,1
207,7316,1
208,7316,1
209,7316,1
210,7316,1
211,7316,1
212,7316,1
213,7316,1
214,7316,1
215,7316,1
216,7316,1
217,7316,1
218,7316,1
219,7316,1
220,7316,1
221,7316,1
222,7316,1
223,7316,1
224,7316,1
225,7316,1
226,7316,1
227,7316,1
228,7316,1
229,7316,1
230,7316,1
231,7316,1
232,7316,1
233,7316,1
234,7316,1
235,7316,1
236,7316,1
237,7316,1
238,7316,1
239,7316,1
240,7316,1
241,7316,1
242,7316,1
243,7316,1
244,7316,1
245,7316,1
246,7316,1
247,7316,1
248,7316,1
249,7316,1
250,7316,1
251,7316,1
252,7316,1
253,7316,1
254,7316,1
255,7316,1
256,7316,1
257,7316,1
258,7316,1
259,7316,1
260,7316,1
261,7316,1
262,7316,1
263,7316,1
264,7316,1
265,7316,1
266,7316,1
267,7316,1
268,7316,1
269,7316,1
270,7316,1
271,7316,1
272,7316,1
273,7316,1
274,7316,1
275,7316,1
276,7316,1
277,7316,1
278,7316,1
279,7316,1
280,7316,1
281,7316,1
282,7316,1
283,7316,1
284,7316,1
285,7316,1
286,7316,1
287,7316,1
288,7316,1
289,7316,1
290,7316,1
291,7316,1
292,7316,1
293,7316,1
294,7316,1
295,7316,1
296,7316,1
297,7316,1
298,7316,1
299,7316,1
300,7316,1
301,7316,1
302,7316,1
303,7316,1
304,7316,1
305,7316,1
306,7316,1
307,7316,1
308,7316,1
309,7316,1
310,7316,1
311,7316,1
312,7316,1
313,7316,1
314,7316,1
315,7316,1
316,7316,1
317,7316,1
318,7316,1
319,7316,1
320,7316,1
321,7316,1
322,7316,1
323,7316,1
324,7316,1
325,7316,1
326,7316,1
327,7316,1
328,7316,1
329,7316,1
330,7316,1
331,7316,1
332,7316,1
333,7316,1
334,7316,1
335,7316,1
336,7316,1
337,7316,1
338,7316,1
339,7316,1
340,7316,1
341,7316,1
342,7316,1
343,7316,1
344,7316,1
345,7316,1
346,7316,1
347,7316,1
348,7316,1
349,7316,1
350,7316,1
351,7316,1
352,7316,1
353,7316,1
354,7316,1
355,7316,1
356,7316,1
357,7316,1
358,7316,1
359,7316,1
360,7316,1
361,7316,1
362,7316,1
363,7316,1
364,7316,1
365,7316,1
366,7316,1
367,7316,1
368,7316,1
369,7316,1
370,7316,1
371,7316,1
372,7316,1
373,7316,1
374,7316,1
375,7316,1
376,7316,1
377,7316,1
378,7316,1
379,7316,1
380,7316,1
381,7316,1
382,7316,1
383,7316,1
384,7316,1
385,7316,1
386,7316,1
387,7316,1
388,7316,1
389,7316,1
390,7316,1
391,7316,1
392,7316,1
393,7316,1
394,7316,1
395,7316,1
396,7316,1
397,7316,1
398,7316,1
399,7316,1
400,7316,1
401,7316,1
402,7316,1
403,7316,1
404,7316,1
405,7316,1
406,7316,1
407,7316,1
408,7316,1
409,7316,1
410,7316,1
411,7316,1
412,7316,1
413,7316,1
414,7316,1
415,7316,1
416,7316,1
417,7316,1
418,7316,1
419,7316,1
420,7316,1
421,7316,1
422,7316,1
423,7316,1
424,7316,1
425,7316,1
426,7316,1
427,7316,1
428,7316,1
429,7316,1
430,7316,1
431,7316,1
432,7316,1
433,7316,1
434,7316,1
435,7316,1
436,7316,1
437,7316,1
438,7316,1
439,7316,1
440,7316,1
441,7316,1
442,7316,1
443,7316,1
444,7316,1
445,7316,1
446,7316,1
447,7316,1
448,7316,1
449,7316,1
450,7316,1
451,7316,1
452,7316,1
453,7316,1
454,7316,1
455,7316,1
456,7316,1
457,7316,1
458,7316,1
459,7316,1
460,7316,1
461,7316,1
462,7316,1
463,7316,1
464,7316,1
465,7316,1
466,7316,1
467,7316,1
468,7316,1
469,7316,1
470,7316,1
471,7316,1
472,7316,1
473,7316,1
474,7316,1
475,7316,1
476,7316,1
477,7316,1
478,7316,1
479,7316,1
480,7316,1
481,7316,1
482,7316,1
483,7316,1
484,7316,1
485,7316,1
486,7316,1
487,7316,1
488,7316,1
489,7316,1
490,7316,1
491,7316,1
492,7317,1
493,7317,1
494,7317,1
495,7317,1
496,7317,1
497,7317,1
498,7317,1
499,7317,1
500,7317,1
501,7317,1
502,7317,1
503,7317,1
504,7317,1
505,7317,1
506,7317,1
507,7317,1
508,7317,1
509,7317,1
510,7317,1
511,7317,1
512,7317,1
513,7317,1
514,7317,1
515,7317,1
516,7317,1
517,7317,1
518,7317,1
519,7317,1
520,7317,1
521,7317,1
522,7317,1
523,7317,1
524,7317,1
525,7317,1
526,7317,1
527,7317,1
528,7317,1
529,7317,1
530,7317,1
531,7317,1
532,7317,1
533,7317,1
534,7317,1
535,7317,1
536,7317,1
537,7317,1
538,7317,1
539,7317,1
540,7317,1
541,7317,1
542,7317,1
543,7317,1
544,7317,1
545,7317,1
546,7317,1
547,7317,1
548,7317,1
549,7317,1
550,7317,1
551,7317,1
552,7317,1
553,7317,1
554,7317,1
555,7317,1
556,7317,1
557,7317,1
558,7317,1
559,7317,1
560,7317,1
561,7317,1
562,7317,1
563,7317,1
564,7317,1
565,7317,1
566,7317,1
567,7317,1
568,7317,1
569,7317,1
570,7317,1
571,7317,1
572,7317,1
573,7317,1
574,7317,1
575,7317,1
576,7317,1
577,7317,1
578,7317,1
579,7317,1
580,7317,1
581,7317,1
582,7317,1
583,7317,1
584,7317,1
585,7317,1
586,7317,1
587,7317,1
588,7317,1
589,7317,1
590,7317,1
591,7317,1
592,7317,1
593,7317,1
594,7317,1
595,7317,1
596,7317,1
597,7317,1
598,7317,1
599,7317,1
600,7317,1
601,7317,1
602,7317,1
603,7317,1
604,7317,1
605,7317,1
606,7317,1
607,7317,1
608,7317,1
609,7317,1
610,7317,1
611,7317,1
612,7317,1
613,7317,1
614,7317,1
615,7317,1
616,7317,1
617,7317,1
618,7317,1
619,7317,1
620,7317,1
621,7317,1
622,7317,1
623,7317,1
624,7317,1
625,7317,1
626,7317,1
627,7317,1
628,7317,1
629,7317,1
630,7317,1
631,7317,1
632,7317,1
633,7317,1
634,7317,1
635,7317,1
636,7317,1
637,7317,1
638,7317,1
639,7317,1
640,7317,1
641,7317,1
642,7317,1
643,7317,1
644,7317,1
645,7317,1
646,7317,1
647,7317,1
648,7317,1
649,7317,1
650,7317,1
651,7317,1
652,7317,1
653,7317,1
654,7317,1
655,7317,1
656,7317,1
657,7317,1
658,7317,1
659,7317,1
660,7317,1
661,7317,1
662,7317,1
663,7317,1
664,7317,1
665,7317,1
666,7317,1
667,7317,1
668,7317,1
669,7317,1
670,7317,1
671,7317,1
672,7317,1
673,7317,1
674,7317,1
675,7317,1
676,7317,1
677,7317,1
678,7317,1
679,7317,1
680,7317,1
681,7317,1
682,7317,1
683,7317,1
684,7317,1
685,7317,1
686,7317,1
687,7317,1
688,7317,1
689,7317,1
690,7317,1
691,7317,1
692,7317,1
693,7317,1
694,7317,1
695,7317,1
696,7317,1
697,7317,1
698,7317,1
699,7317,1
700,7317,1
701,7317,1
702,7317,1
703,7317,1
704,7317,1
705,7317,1
706,7317,1
707,7317,1
708,7317,1
709,7317,1
710,7317,1
711,7317,1
712,7317,1
713,7317,1
714,7317,1
715,7317,1
716,7317,1
717,7317,1
718,7317,1
719,7317,1
720,7317,1
721,7317,1
722,7317,1
723,7317,1
724,7317,1
725,7317,1
726,7317,1
727,7317,1
728,7317,1
729,7317,1
730,7317,1
731,7317,1
732,7317,1
733,7317,1
734,7317,1
735,7317,1
736,7317,1
737,7317,1
738,7317,1
739,7317,1
740,7317,1
741,7317,1
742,7317,1
743,7317,1
744,7317,1
745,7317,1
746,7317,1
747,7317,1
748,7317,1
749,7317,1
750,7317,1
751,7317,1
752,7317,1
753,7317,1
754,7317,1
755,7317,1
756,7317,1
757,7317,1
758,7317,1
759,7317,1
760,7317,1
761,7317,1
762,7317,1
763,7317,1
764,7317,1
765,7317,1
766,7317,1
767,7317,1
768,7317,1
769,7317,1
770,7317,1
771,7317,1
772,7317,1
773,7317,1
774,7317,1
775,7317,1
776,7317,1
777,7317,1
778,7317,1
779,7317,1
780,7317,1
781,7317,1
782,7317,1
783,7317,1
784,7317,1
785,7317,1
786,7317,1
787,7317,1
788,7317,1
789,7317,1
790,7317,1
791,7317,1
792,7317,1
793,7317,1
794,7317,1
795,7317,1
796,7317,1
797,7317,1
798,7317,1
799,7317,1
800,7317,1
801,7317,1
802,7317,1
803,7317,1
804,7317,1
805,7317,1
806,7317,1
807,7317,1
808,7317,1
809,7317,1
810,7317,1
811,7317,1
812,7317,1
813,7317,1
814,7317,1
815,7317,1
816,7317,1
817,7317,1
818,7317,1
819,7317,1
820,7317,1
821,7317,1
822,7317,1
823,7317,1
824,7317,1
825,7317,1
826,7317,1
827,7317,1
828,7317,1
829,7317,1
830,7317,1
831,7317,1
832,7317,1
833,7317,1
834,7317,1
835,7317,1
836,7317,1
837,7317,1
838,7317,1
839,7317,1
840,7317,1
841,7317,1
842,7317,1
843,7317,1
844,7317,1
845,7317,1
846,7317,1
847,7317,1
848,7317,1
849,7317,1
850,7317,1
851,7317,1
852,7317,1
853,7317,1
854,7317,1
855,7317,1
856,7317,1
857,7317,1
858,7317,1
859,7317,1
860,7317,1
861,7317,1
862,7317,1
863,7317,1
864,7317,1
865,7317,1
866,7317,1
867,7317,1
868,7317,1
869,7317,1
870,7317,1
871,7317,1
872,7317,1
873,7317,1
874,7317,1
875,7317,1
876,7317,1
877,7317,1
878,7317,1
879,7317,1
880,7317,1
881,7317,1
882,7317,1
883,7317,1
884,7317,1
885,7317,1
886,7317,1
887,7317,1
888,7317,1
889,7317,1
890,7317,1
891,7317,1
892,7317,1
893,7317,1
894,7317,1
895,7317,1
896,7317,1
897,7317,1
898,7317,1
899,7317,1
900,7317,1
901,7317,1
902,7317,1
903,7317,1
904,7317,1
905,7317,1
906,7317,1
907,7317,1
908,7317,1
909,7317,1
910,7317,1
911,7317,1
912,7317,1
913,7317,1
914,7317,1
915,7317,1
916,7317,1
917,7317,1
918,7317,1
919,7317,1
920,7317,1
921,7317,1
922,7317,1
923,7317,1
924,7317,1
925,7317,1
926,7317,1
927,7317,1
928,7317,1
929,7317,1
930,7317,1
931,7317,1
932,7317,1
933,7317,1
934,7317,1
935,7317,1
936,7317,1
937,7317,1
938,7317,1
939,7317,1
940,7317,1
941,7317,1
942,7317,1
943,7317,1
944,7317,1
945,7317,1
946,7317,1
947,7317,1
948,7317,1
949,7317,1
950,7317,1
951,7317,1
952,7317,1
953,7317,1
954,7317,1
955,7317,1
956,7317,1
957,7317,1
958,7317,1
959,7317,1
960,7317,1
961,7317,1
962,7317,1
963,7317,1
964,7317,1
965,7317,1
966,7317,1
967,7317,1
968,7317,1
969,7317,1
970,7317,1
971,7317,1
972,7317,1
973,7317,1
974,7317,1
975,7317,1
976,7317,1
977,7317,1
978,7317,1
979,7317,1
980,7317,1
981,7317,1
982,7317,1
983,7317,1
984,7317,1
985,7317,1
986,7317,1
987,7317,1
988,7317,1
989,7317,1
990,7317,1
991,7317,1
992,7317,1
993,7317,1
994,7317,1
995,7317,1
996,7317,1
997,7317,1
998,7317,1
999,7317,1
1000,7317,1
1001,7317,1
1002,7317,1
1003,7317,1
1004,7317,1
1005,7317,1
1006,7317,1
1007,7317,1
1008,7317,1
1009,7317,1
1010,7317,1
1011,7317,1
1012,7317,1
1013,7317,1
1014,7317,1
1015,7317,1
1016,7317,1
1017,7317,1
1018,7317,1
1019,7317,1
1020,7317,1
1021,7317,1
1022,7317,1
1023,7317,1
1024,7317,1
1025,7317,1
1026,7317,1
1027,7317,1
1028,7317,1
1029,7317,1
1030,7317,1
1031,7317,1
1032,7317,1
1033,7317,1
1034,7317,1
1035,7317,1
1036,7317,1
1037,7317,1
1038,7317,1
1039,7317,1
1040,7317,1
1041,7317,1
1042,7317,1
1043,7317,1
1044,7317,1
1045,7317,1
1046,7317,1
1047,7317,1
1048,7317,1
1049,7317,1
1050,7317,1
1051,7317,1
1052,7317,1
1053,7317,1
1054,7317,1
1055,7317,1
1056,7317,1
1057,7317,1
1058,7317,1
1059,7317,1
1060,7317,1
1061,7317,1
1062,7317,1
1063,7317,1
1064,7317,1
1065,7317,1
1066,7317,1
1067,7317,1
1068,7317,1
1069,7317,1
1070,7317,1
1071,7317,1
1072,7317,1
1073,7317,1
1074,7317,1
1075,7317,1
1076,7317,1
1077,7317,1
1078,7317,1
1079,7317,1
1080,7317,1
1081,7317,1
1082,7317,1
1083,7317,1
1084,7317,1
1085,7317,1
1086,7317,1
1087,7317,1
1088,7317,1
1089,7317,1
1090,7317,1
1091,7317,1
1092,7317,1
1093,7317,1
1094,7317,1
1095,7317,1
1096,7317,1
1097,7317,1
1098,7317,1
1099,7317,1
1100,7317,1
1101,7317,1
1102,7317,1
1103,7317,1
1104,7317,1
1105,7317,1
1106,7317,1
1107,7317,1
1108,7317,1
1109,7317,1
1110,7317,1
1111,7317,1
1112,7317,1
1113,7317,1
1114,7317,1
1115,7317,1
1116,7317,1
1117,7317,1
1118,7317,1
1119,7317,1
1120,7317,1
1121,7317,1
1122,7317,1
1123,7317,1
1124,7317,1
1125,7317,1
1126,7317,1
1127,7317,1
1128,7317,1
1129,7317,1
1130,7317,1
1131,7317,1
1132,7317,1
1133,7317,1
1134,7317,1
1135,7317,1
1136,7317,1
1137,7317,1
1138,7317,1
1139,7317,1
1140,7317,1
1141,7317,1
1142,7317,1
1143,7317,1
1144,7317,1
1145,7317,1
1146,7317,1
1147,7317,1
1148,7317,1
1149,7317,1
1150,7317,1
1151,7317,1
1152,7317,1
1153,7317,1
1154,7317,1
1155,7317,1
1156,7317,1
1157,7317,1
1158,7317,1
1159,7317,1
1160,7317,1
1161,7317,1
1162,7317,1
1163,7317,1
1164,7317,1
1165,7317,1
1166,7317,1
1167,7317,1
1168,7317,1
1169,7317,1
1170,7317,1
1171,7317,1
1172,7317,1
1173,7317,1
1174,7317,1
1175,7317,1
1176,7317,1
1177,7317,1
1178,7317,1
1179,7317,1
1180,7317,1
1181,7317,1
1182,7317,1
1183,7317,1
1184,7317,1
1185,7317,1
1186,7317,1
1187,7317,1
1188,7317,1
1189,7317,1
1190,7317,1
1191,7317,1
1192,7317,1
1193,7317,1
1194,7317,1
1195,7317,1
1196,7317,1
1197,7317,1
1198,7317,1
1199,7317,1
1200,7317,1
1201,7317,1
1202,7317,1
1203,7317,1
1204,7317,1
1205,7317,1
1206,7317,1
1207,7317,1
1208,7317,1
1209,7317,1
1210,7317,1
1211,7317,1
1212,7317,1
1213,7317,1
1214,7317,1
1215,7317,1
1216,7317,1
1217,7317,1
1218,7317,1
1219,7317,1
1220,7317,1
1221,7317,1
1222,7317,1
1223,7317,1
1224,7317,1
1225,7317,1
1226,7317,1
1227,7317,1
1228,7317,1
1229,7317,1
1230,7317,1
1231,7317,1
1232,7317,1
1233,7317,1
1234,7317,1
1235,7317,1
1236,7317,1
1237,7317,1
1238,7317,1
1239,7317,1
1240,7317,1
1241,7317,1
1242,7317,1
1243,7317,1
1244,7317,1
1245,7317,1
1246,7317,1
1247,7317,1
1248,7317,1
1249,7317,1
1250,7317,1
1251,7317,1
1252,7317,1
1253,7317,1
1254,7317,1
1255,7317,1
1256,7317,1
1257,7317,1
1258,7317,1
1259,7318,1
1260,7318,1
1261,7318,1
1262,7318,1
1263,7318,1
1264,7318,1
1265,7318,1
1266,7318,1
1267,7318,1
1268,7318,1
1269,7318,1
1270,7318,1
1271,7318,1
1272,7318,1
1273,7318,1
1274,7318,1
1275,7318,1
1276,7318,1
1277,7318,1
1278,7318,1
1279,7318,1
1280,7318,1
1281,7318,1
1282,7318,1
1283,7318,1
1284,7318,1
1285,7318,1
1286,7318,1
1287,7318,1
1288,7318,1
1289,7318,1
1290,7318,1
1291,7318,1
1292,7318,1
1293,7318,1
1294,7318,1
1295,7318,1
1296,7318,1
1297,7318,1
1298,7318,1
1299,7318,1
1300,7318,1
1301,7318,1
1302,7318,1
1303,7318,1
1304,7318,1
1305,7318,1
1306,7318,1
1307,7318,1
1308,7318,1
1309,7318,1
1310,7318,1
1311,7318,1
1312,7318,1
1313,7318,1
1314,7318,1
1315,7318,1
1316,7318,1
1317,7318,1
1318,7318,1
1319,7318,1
1320,7318,1
1321,7318,1
1322,7318,1
1323,7318,1
1324,7318,1
1325,7318,1
1326,7318,1
1327,7318,1
1328,7318,1
1329,7318,1
1330,7318,1
1331,7318,1
1332,7318,1
1333,7318,1
1334,7318,1
1335,7318,1
1336,7318,1
1337,7318,1
1338,7318,1
1339,7318,1
1340,7318,1
1341,7318,1
1342,7318,1
1343,7318,1
1344,7318,1
1345,7318,1
1346,7318,1
1347,7318,1
1348,7318,1
1349,7318,1
1350,7318,1
1351,7318,1
1352,7318,1
1353,7318,1
1354,7318,1
1355,7318,1
1356,7318,1
1357,7318,1
1358,7318,1
1359,7318,1
1360,7318,1
1361,7318,1
1362,7318,1
1363,7318,1
1364,7318,1
1365,7318,1
1366,7318,1
1367,7318,1
1368,7318,1
1369,7318,1
1370,7318,1
1371,7318,1
1372,7318,1
1373,7318,1
1374,7318,1
1375,7318,1
1376,7318,1
1377,7318,1
1378,7318,1
1379,7318,1
1380,7318,1
1381,7318,1
1382,7318,1
1383,7318,1
1384,7318,1
1385,7318,1
1386,7318,1
1387,7318,1
1388,7318,1
1389,7318,1
1390,7318,1
1391,7318,1
1392,7318,1
1393,7318,1
1394,7318,1
1395,7318,1
1396,7318,1
1397,7318,1
1398,7318,1
1399,7318,1
1400,7318,1
1401,7318,1
1402,7318,1
1403,7318,1
1404,7318,1
1405,7318,1
1406,7318,1
1407,7318,1
1408,7318,1
1409,7318,1
1410,7318,1
1411,7318,1
1412,7318,1
1413,7318,1
1414,7318,1
1415,7318,1
1416,7318,1
1417,7318,1
1418,7318,1
1419,7318,1
1420,7318,1
1421,7318,1
1422,7318,1
1423,7318,1
1424,7318,1
1425,7318,1
1426,7318,1
1427,7318,1
1428,7318,1
1429,7318,1
1430,7318,1
1431,7318,1
1432,7318,1
1433,7318,1
1434,7318,1
1435,7318,1
1436,7318,1
1437,7318,1
1438,7318,1
1439,7318,1
1440,7318,1
1441,7318,1
1442,7318,1
1443,7318,1
1444,7318,1
1445,7318,1
1446,7318,1
1447,7318,1
1448,7318,1
1449,7318,1
1450,7318,1
1451,7318,1
1452,7318,1
1453,7318,1
1454,7318,1
1455,7318,1
1456,7318,1
1457,7318,1
1458,7318,1
1459,7318,1
1460,7318,1
1461,7318,1
1462,7318,1
1463,7318,1
1464,7318,1
1465,7318,1
1466,7318,1
1467,7318,1
1468,7318,1
1469,7318,1
1470,7318,1
1471,7318,1
1472,7318,1
1473,7318,1
1474,7318,1
1475,7318,1
1476,7318,1
1477,7318,1
1478,7318,1
1479,7318,1
1480,7318,1
1481,7318,1
1482,7318,1
1483,7318,1
1484,7318,1
1485,7318,1
1486,7318,1
1487,7318,1
1488,7318,1
1489,7318,1
1490,7318,1
1491,7318,1
1492,7318,1
1493,7318,1
1494,7318,1
1495,7318,1
1496,7318,1
1497,7318,1
1498,7318,1
1499,7318,1
1500,7318,1
1501,7318,1
1502,7318,1
1503,7318,1
1504,7318,1
1505,7318,1
1506,7318,1
1507,7318,1
1508,7318,1
1509,7318,1
1510,7318,1
1511,7318,1
1512,7318,1
1513,7318,1
1514,7318,1
1515,7318,1
1516,7318,1
1517,7318,1
1518,7318,1
1519,7318,1
1520,7318,1
1521,7318,1
1522,7318,1
1523,7318,1
1524,7318,1
1525,7318,1
1526,7318,1
1527,7318,1
1528,7318,1
1529,7318,1
1530,7318,1
1531,7318,1
1532,7318,1
1533,7318,1
1534,7318,1
1535,7318,1
1536,7318,1
1537,7318,1
1538,7318,1
1539,7318,1
1540,7318,1
1541,7318,1
1542,7318,1
1543,7318,1
1544,7318,1
1545,7318,1
1546,7318,1
1547,7318,1
1548,7318,1
1549,7318,1
1550,7318,1
1551,7318,1
1552,7318,1
1553,7318,1
1554,7318,1
1555,7318,1
1556,7318,1
1557,7318,1
1558,7318,1
1559,7318,1
1560,7318,1
1561,7318,1
1562,7318,1
1563,7318,1
1564,7318,1
1565,7318,1
1566,7318,1
1567,7318,1
1568,7318,1
1569,7318,1
1570,7318,1
1571,7318,1
1572,7318,1
1573,7318,1
1574,7318,1
1575,7318,1
1576,7318,1
1577,7318,1
1578,7318,1
1579,7318,1
1580,7318,1
1581,7318,1
1582,7318,1
1583,7318,1
1584,7318,1
1585,7318,1
1586,7318,1
1587,7318,1
1588,7318,1
1589,7318,1
1590,7318,1
1591,7318,1
1592,7318,1
1593,7318,1
1594,7318,1
1595,7318,1
1596,7318,1
1597,7318,1
1598,7318,1
1599,7318,1
1600,7318,1
1601,7318,1
1602,7318,1
1603,7318,1
1604,7318,1
1605,7318,1
1606,7318,1
1607,7318,1
1608,7318,1
1609,7318,1
1610,7318,1
1611,7318,1
1612,7318,1
1613,7318,1
1614,7318,1
1615,7318,1
1616,7318,1
1617,7318,1
1618,7318,1
1619,7318,1
1620,7320,1
1621,7320,1
1622,7320,1
1623,7320,1
1624,7320,1
1625,7320,1
1626,7320,1
1627,7320,1
1628,7320,1
1629,7320,1
1630,7320,1
1631,7320,1
1632,7320,1
1633,7320,1
1634,7320,1
1635,7320,1
1636,7320,1
1637,7320,1
1638,7320,1
1639,7320,1
1640,7320,1
1641,7320,1
1642,7320,1
1643,7320,1
1644,7320,1
1645,7320,1
1646,7320,1
1647,7320,1
1648,7320,1
1649,7320,1
1650,7320,1
1651,7318,1
1652,7318,1
1653,7318,1
1654,7318,1
1655,7318,1
1656,7318,1
1657,7318,1
1658,7318,1
1659,7318,1
1660,7318,1
1661,7318,1
1662,7318,1
1663,7318,1
1664,7318,1
1665,7318,1
1666,7318,1
1667,7318,1
1668,7318,1
1669,7318,1
1670,7318,1
1671,7318,1
1672,7318,1
1673,7318,1
1674,7318,1
1675,7318,1
1676,7318,1
1677,7318,1
1678,7318,1
1679,7318,1
1680,7318,1
1681,7318,1
1682,7318,1
1683,7318,1
1684,7318,1
1685,7318,1
1686,7318,1
1687,7318,1
1688,7318,1
1689,7318,1
1690,7318,1
1691,7318,1
1692,7318,1
1693,7318,1
1694,7318,1
1695,7318,1
1696,7318,1
1697,7318,1
1698,7318,1
1699,7318,1
1700,7318,1
1701,7318,1
1702,7318,1
1703,7318,1
1704,7318,1
1705,7318,1
1706,7318,1
1707,7318,1
1708,7318,1
1709,7318,1
1710,7318,1
1711,7318,1
1712,7318,1
1713,7318,1
1714,7318,1
1715,7318,1
1716,7318,1
1717,7318,1
1718,7318,1
1719,7318,1
1720,7318,1
1721,7318,1
1722,7318,1
1723,7318,1
1724,7318,1
1725,7318,1
1726,7318,1
1727,7318,1
1728,7318,1
1729,7318,1
1730,7318,1
1731,7318,1
1732,7318,1
1733,7318,1
1734,7318,1
1735,7318,1
1736,7318,1
1737,7318,1
1738,7318,1
1739,7318,1
1740,7318,1
1741,7318,1
1742,7318,1
1743,7318,1
1744,7318,1
1745,7318,1
1746,7318,1
1747,7318,1
1748,7318,1
1749,7318,1
1750,7318,1
1751,7318,1
1752,7318,1
1753,7318,1
1754,7318,1
1755,7318,1
1756,7318,1
1757,7318,1
1758,7318,1
1759,7318,1
1760,7318,1
1761,7318,1
1762,7318,1
1763,7318,1
1764,7318,1
1765,7318,1
1766,7318,1
1767,7318,1
1768,7318,1
1769,7318,1
1770,7318,1
1771,7318,1
1772,7318,1
1773,7318,1
1774,7318,1
1775,7318,1
1776,7318,1
1777,7318,1
1778,7318,1
1779,7318,1
1780,7318,1
1781,7318,1
1782,7318,1
1783,7318,1
1784,7318,1
1785,7318,1
1786,7318,1
1787,7318,1
1788,7318,1
1789,7318,1
1790,7318,1
1791,7318,1
1792,7318,1
1793,7318,1
1794,7318,1
1795,7318,1
1796,7318,1
1797,7318,1
1798,7318,1
1799,7318,1
1800,7318,1
1801,7318,1
1802,7318,1
1803,7318,1
1804,7318,1
1805,7318,1
1806,7318,1
1807,7318,1
1808,7318,1
1809,7318,1
1810,7318,1
1811,7318,1
1812,7318,1
1813,7318,1
1814,7318,1
1815,7318,1
1816,7318,1
1817,7318,1
1818,7318,1
1819,7318,1
1820,7318,1
1821,7318,1
1822,7318,1
1823,7318,1
1824,7318,1
1825,7318,1
1826,7318,1
1827,7318,1
1828,7318,1
1829,7318,1
1830,7318,1
1831,7318,1
1832,7318,1
1833,7318,1
1834,7318,1
1835,7318,1
1836,7318,1
1837,7318,1
1838,7318,1
1839,7318,1
1840,7318,1
1841,7318,1
1842,7318,1
1843,7318,1
1844,7318,1
1845,7318,1
1846,7318,1
1847,7318,1
1848,7318,1
1849,7318,1
1850,7318,1
1851,7318,1
1852,7318,1
1853,7318,1
1854,7318,1
1855,7318,1
1856,7318,1
1857,7318,1
1858,7318,1
1859,7318,1
1860,7318,1
1861,7318,1
1862,7318,1
1863,7318,1
1864,7318,1
1865,7318,1
1866,7318,1
1867,7318,1
1868,7318,1
1869,7318,1
1870,7318,1
1871,7318,1
